ID,Pos[0],Pos[1],PosPreSquish[0],PosPreSquish[1],CurveID,OrderIndex
827,0,1,0,1,267,0
844,0,1,0,1,276,0
845,0,1,0,1,277,0
846,0,1,0,1,278,0
847,0,1,0,1,279,0
848,0,1,0,1,280,0
900,0,1,0,1,299,0
901,0,1,0,1,300,0
926,0,1,0,1,312,0
927,0,1,0,1,313,0
928,0,1,0,1,314,0
929,0,1,0,1,315,0
959,0,1,0,1,324,0
968,0,1,0,1,327,0
969,0,1,0,1,328,0
970,0,1,0,1,329,0
971,0,1,0,1,330,0
972,0,1,0,1,331,0
973,0,1,0,1,332,0
974,0,1,0,1,333,0
975,0,1,0,1,334,0
976,0,1,0,1,335,0
977,0,1,0,1,336,0
978,0,1,0,1,337,0
979,0,1,0,1,338,0
980,0,1,0,1,339,0
981,0,1,0,1,340,0
982,0,1,0,1,341,0
983,0,1,0,1,342,0
984,0,1,0,1,343,0
985,0,1,0,1,344,0
986,0,0,0,0,345,0
987,0.29818183,0,0.29818183,0,345,1
988,0.6981818,1,0.6981818,1,345,2
989,1,1,1,1,345,3
990,0,0,0,0,346,0
991,0.29818183,0,0.29818183,0,346,1
992,0.70181817,1,0.70181817,1,346,2
993,1,1,1,1,346,3
1017,0,1,0,1,364,0
1018,0,1,0,1,365,0
1021,0,1,0,1,367,0
1026,0,1,0,1,370,0
1035,0,0,0,0,373,0
1036,0.20363636,1,0.20363636,1,373,1
1037,1,1,1,1,373,2
1040,0,0,0,0,375,0
1041,1,1,1,1,375,1
1042,0,0,0,0,376,0
1043,1,1,1,1,376,1
1047,0,1,0,1,378,0
1048,0,0,0,0,379,0
1049,1,1,1,1,379,1
1050,0,1,0,1,380,0
1060,0,1,0,1,383,0
1061,0,1,0,1,384,0
1062,0,0,0,0,385,0
1063,0.18545455,0.069518745,0.18545455,0.069518745,385,1
1064,0,1,0,1,386,0
1065,0,0,0,0,387,0
1066,1,1,1,1,387,1
1069,0,-6.2831855,0,-6.2831855,388,0
1070,0.64363635,0.828877,0.64363635,0.828877,385,2
1071,1,1,1,1,385,3
1072,0,-6.2831855,0,-6.2831855,389,0
1073,0,1,0,1,390,0
1074,0,1,0,1,391,0
1075,0,0,0,0,392,0
1076,0.094545454,0,0.094545454,0,392,1
1077,1,1,1,1,392,2
1078,0,0,0,0,393,0
1079,0.10181818,0,0.10181818,0,393,1
1080,1,1,1,1,393,2
1089,0,-6.2831855,0,-6.2831855,396,0
1090,0,0.010695159,0,0.010695159,397,0
1091,1,0,1,0,397,1
1092,1,1,1,1,397,2
1093,0,-6.28319,0,-6.28319,398,0
1094,0,1,0,1,399,0
1096,0,0,0,0,401,0
1097,0.021818181,0.95187163,0.021818181,0.95187163,401,1
1098,1,1,1,1,401,2
1099,0,0,0,0,402,0
1100,1,1,1,1,402,1
1101,0,0,0,0,403,0
1102,0.29818183,0.20320857,0.29818183,0.20320857,403,1
1103,0.70181817,0.8128342,0.70181817,0.8128342,403,2
1104,1,1,1,1,403,3
1106,0,0,0,0,404,0
1107,0.20363636,1,0.20363636,1,404,1
1108,1,1,1,1,404,2
1109,0,1,0,1,405,0
1140,0,0,0,0,414,0
1141,0.094545454,0,0.094545454,0,414,1
1142,1,1,1,1,414,2
1149,0,0,0,0,416,0
1150,0.26181817,0.085561514,0.26181817,0.085561514,416,1
1151,0.7709091,0.7058823,0.7709091,0.7058823,416,2
1153,1,1,1,1,416,3
1154,0,0,0,0,417,0
1155,0.20363636,1,0.20363636,1,417,1
1156,1,1,1,1,417,2
1160,0,0,0,0,419,0
1161,0.20363636,1,0.20363636,1,419,1
1162,1,1,1,1,419,2
1166,0,1,0,1,421,0
1167,0,1,0,1,422,0
1178,0,0,0,0,427,0
1179,0.8036364,0,0.8036364,0,427,1
1180,1,1,1,1,427,2
1181,0,0,0,0,428,0
1182,1,0,1,0,428,1
1183,0,1,0,1,429,0
1184,0,1,0,1,430,0
1195,0,1,0,1,436,0
1196,0,1,0,1,437,0
1197,0,1,0,1,438,0
1198,0,0,0,0,439,0
1199,0.3018182,0.10160428,0.3018182,0.10160428,439,1
1201,0,0,0,0,440,0
1202,0.29818183,0.09625667,0.29818183,0.09625667,440,1
1204,0,0,0,0,441,0
1205,0.3018182,0.09625667,0.3018182,0.09625667,441,1
1207,0,0,0,0,442,0
1208,1,1,1,1,442,1
1210,0,0,0,0,443,0
1211,0.3018182,0.10160428,0.3018182,0.10160428,443,1
1212,1,1,1,1,441,2
1213,1,1,1,1,439,2
1214,1,1,1,1,440,2
1215,1,1,1,1,443,2
1216,0,1,0,1,444,0
1219,0,0.1,0,0.1,446,0
1220,0.1,0.1,0.1,0.1,446,1
1221,0.15,1,0.15,1,446,2
1223,1,1,1,1,446,3
1224,0,1,0,1,447,0
1227,0,0,0,0,450,0
1228,0.04,0,0.04,0,450,1
1229,0.05,1,0.05,1,450,2
1230,0,0,0,0,451,0
1231,0.04,0,0.04,0,451,1
1232,0.05,1,0.05,1,451,2
1233,1,1,1,1,451,3
1234,1,1,1,1,450,3
1235,0,6.28319,0,6.28319,452,0
1236,0.075,6.28319,0.075,6.28319,452,1
1237,0,-6.2831855,0,-6.2831855,453,0
1238,0.07,-6.28319,0.07,-6.28319,453,1
1252,0,1E-05,0,1E-05,458,0
1253,0.01,0.1,0.01,0.1,458,1
1254,0.02,1,0.02,1,458,2
1255,1,1,1,1,458,3
1258,0,0.26737958,0,0.26737958,460,0
1259,0.01,1,0.01,1,460,1
1260,1,1,1,1,460,2
1261,0,0,0,0,461,0
1262,0.2,0,0.2,0,461,1
1263,0.8,1,0.8,1,461,2
1264,1,1,1,1,461,3
1270,0,0,0,0,462,0
1271,0.15,0,0.15,0,462,1
1273,0,0,0,0,463,0
1274,0.1,0,0.1,0,463,1
1277,1,1,1,1,463,2
1278,0.25,1,0.25,1,462,2
1279,1,1,1,1,462,3
1280,0,1,0,1,464,0
1281,1,1.1229947,1,1.1229947,464,1
1282,0,0,0,0,465,0
1283,0.01,0,0.01,0,465,1
1284,0.02,1,0.02,1,465,2
1285,1,1,1,1,465,3
1286,0,0,0,0,466,0
1287,0.07,0,0.07,0,466,1
1290,0,0,0,0,467,0
1291,0.07,0,0.07,0,467,1
1294,0,1,0,1,468,0
1295,0,0,0,0,469,0
1296,0.2,1,0.2,1,469,1
1297,1,1,1,1,469,2
1298,0,0.01,0,0.01,470,0
1299,0.1,0.01,0.1,0.01,470,1
1300,0.6,1,0.6,1,470,2
1304,1,1,1,1,470,3
1305,0,0.01,0,0.01,471,0
1306,0.1,1,0.1,1,471,1
1307,1,1,1,1,471,2
1308,0,1,0,1,472,0
1309,0,0,0,0,473,0
1310,0.1,0,0.1,0,473,1
1312,0,1,0,1,474,0
1313,0,0.01,0,0.01,475,0
1314,0.02,1,0.02,1,475,1
1315,1,1.0160428,1,1.0160428,475,2
1316,0,0,0,0,476,0
1317,0.09818182,0,0.09818182,0,476,1
1318,0.6,1,0.6,1,476,2
1319,1,1,1,1,476,3
1320,1,1,1,1,473,2
1321,0,0,0,0,477,0
1322,0.1,0,0.1,0,477,1
1323,0.6,1,0.6,1,477,2
1324,1,1,1,1,477,3
1325,0,0,0,0,478,0
1326,0.1,0,0.1,0,478,1
1327,1,1,1,1,478,2
1328,0,0,0,0,479,0
1329,0.1,0,0.1,0,479,1
1330,0.2,1,0.2,1,479,2
1331,1,1,1,1,479,3
1332,0,0,0,0,480,0
1333,0.2,0,0.2,0,480,1
1334,0.4,1,0.4,1,480,2
1336,1,1,1,1,480,3
1337,0,0,0,0,481,0
1338,1,1,1,1,481,1
1339,0,1,0,1,482,0
1340,0,0,0,0,483,0
1341,1,1,1,1,483,1
1342,0,0,0,0,484,0
1343,0.04,0,0.04,0,484,1
1345,0.04,1,0.04,1,484,2
1346,1,1,1,1,484,3
1347,0,0,0,0,485,0
1348,0.04,0,0.04,0,485,1
1349,0.05,1,0.05,1,485,2
1350,1,1,1,1,485,3
1351,0,0,0,0,486,0
1356,0,0,0,0,487,0
1357,1,1,1,1,487,1
1364,0,0.1,0,0.1,489,0
1365,1,0.18716574,1,0.18716574,489,1
1366,0,0,0,0,490,0
1367,1,1,1,1,490,1
1369,0,0,0,0,491,0
1370,1,1,1,1,491,1
1372,0,0,0,0,492,0
1373,1,1,1,1,492,1
1375,0,0,0,0,493,0
1376,1,0.9946524,1,0.9946524,493,1
1378,0,1,0,1,494,0
1379,1,1,1,1,494,1
1382,0,1,0,1,495,0
1383,0,0,0,0,496,0
1384,0.166,1,0.166,1,496,1
1385,1,1,1,1,496,2
1386,0,0,0,0,497,0
1387,0.14,0,0.14,0,497,1
1388,0.15,1,0.15,1,497,2
1389,1,1,1,1,497,3
1390,0,0,0,0,498,0
1391,0.14,0,0.14,0,498,1
1392,0.15,1,0.15,1,498,2
1393,1,1,1,1,498,3
1394,0,0,0,0,499,0
1395,0.14,0,0.14,0,499,1
1396,0.15,1,0.15,1,499,2
1397,1,1,1,1,499,3
1398,0,0,0,0,500,0
1399,0.14,0,0.14,0,500,1
1400,0.15,1,0.15,1,500,2
1401,1,1,1,1,500,3
1402,0,0,0,0,501,0
1403,0.14,0,0.14,0,501,1
1404,0.15,1,0.15,1,501,2
1405,1,1,1,1,501,3
1406,0,0,0,0,502,0
1407,0.14,0,0.14,0,502,1
1408,0.15,1,0.15,1,502,2
1409,1,1,1,1,502,3
1410,0,0,0,0,503,0
1411,0.14,0,0.14,0,503,1
1412,0.15,1,0.15,1,503,2
1413,1,1,1,1,503,3
1414,0,0,0,0,504,0
1415,0.14,0,0.14,0,504,1
1416,0.15,1,0.15,1,504,2
1417,1,1,1,1,504,3
1418,0,0,0,0,505,0
1419,0.125,0,0.125,0,505,1
1420,0.3,1,0.3,1,505,2
1421,0.65,1,0.65,1,505,3
1422,0,0,0,0,506,0
1423,0.1,0,0.1,0,506,1
1424,1,-1.8849556,1,-1.8849556,506,2
1425,0,0,0,0,507,0
1426,0.125,0,0.125,0,507,1
1427,0.3,1,0.3,1,507,2
1428,0.65,1,0.65,1,507,3
1429,0,0,0,0,508,0
1430,0.1,0,0.1,0,508,1
1431,1,1.8849556,1,1.8849556,508,2
1432,0.9,1,0.9,1,505,4
1433,0.9,1,0.9,1,507,4
1439,0,0,0,0,510,0
1440,0.05090909,1,0.05090909,1,510,1
1442,1,1,1,1,510,2
1445,1,1,1,1,507,5
1446,1,1,1,1,505,5
1447,0,0,0,0,511,0
1448,0.2,1,0.2,1,511,1
1449,1,1,1,1,511,2
1450,0,0,0,0,512,0
1451,0.025,1,0.025,1,512,1
1452,1,1,1,1,512,2
1453,0,0,0,0,513,0
1454,0.025,0,0.025,0,513,1
1455,0.05,1,0.05,1,513,2
1456,1,1,1,1,513,3
1457,0,0,0,0,514,0
1458,0.15,0,0.15,0,514,1
1459,1,1,1,1,514,2
1460,0,0,0,0,515,0
1461,0.15,0,0.15,0,515,1
1462,1,1,1,1,515,2
1463,0,0,0,0,516,0
1464,0.15,0,0.15,0,516,1
1465,1,1,1,1,516,2
1466,0,0,0,0,517,0
1467,0.15,0,0.15,0,517,1
1468,1,1,1,1,517,2
1469,0,0,0,0,518,0
1470,0.15,0,0.15,0,518,1
1471,1,1,1,1,518,2
1472,0,0,0,0,519,0
1473,0.15,0,0.15,0,519,1
1474,1,1,1,1,519,2
1475,0,0,0,0,520,0
1476,0.15,0,0.15,0,520,1
1477,1,1,1,1,520,2
1478,0,0,0,0,521,0
1479,0.15,0,0.15,0,521,1
1480,1,1,1,1,521,2
1481,0,0,0,0,522,0
1482,0.42181817,0.17647058,0.42181817,0.17647058,522,1
1483,0.92,0.77540106,0.92,0.77540106,522,2
1484,1,1,1,1,522,3
1485,0,0,0,0,523,0
1486,0.19636364,1,0.19636364,1,523,1
1487,1,1,1,1,523,2
1488,0,0,0,0,524,0
1489,0.09818182,0,0.09818182,0,524,1
1490,0.6,1,0.6,1,524,2
1491,1,1,1,1,524,3
1492,0,0,0,0,525,0
1493,0.1,0,0.1,0,525,1
1494,1,1,1,1,525,2
1495,0,0,0,0,526,0
1496,0.1,0,0.1,0,526,1
1497,0.6,1,0.6,1,526,2
1498,1,1,1,1,526,3
1499,0,0,0,0,527,0
1500,0.1,0,0.1,0,527,1
1501,1,1,1,1,527,2
1502,0,0,0,0,528,0
1503,0.2,1,0.2,1,528,1
1504,1,1,1,1,528,2
1505,0,0.01,0,0.01,529,0
1506,0.1,0.01,0.1,0.01,529,1
1507,0.6,1,0.6,1,529,2
1508,1,1,1,1,529,3
1509,0,0.01,0,0.01,530,0
1510,0.175,1,0.175,1,530,1
1511,1,0.9893048,1,0.9893048,530,2
1515,0,0,0,0,531,0
1516,0.05,0,0.05,0,531,1
1517,0.15,1,0.15,1,531,2
1518,1,1,1,1,531,3
1519,0,0,0,0,532,0
1520,0.25,0.33,0.25,0.33,532,1
1521,0.35,0.37,0.35,0.37,532,2
1522,0.75,0.87,0.75,0.87,532,3
1523,0.85,0.92,0.85,0.92,532,4
1524,0.95,1,0.95,1,532,5
1525,1,1,1,1,532,6
1526,0,0,0,0,533,0
1527,0.05,0,0.05,0,533,1
1528,0.15,1,0.15,1,533,2
1529,1,1,1,1,533,3
1530,0,0,0,0,534,0
1531,0.55,0.97,0.55,0.97,534,1
1532,1,1,1,1,534,2
1533,0,0,0,0,535,0
1534,0.05,0,0.05,0,535,1
1535,0.15,1,0.15,1,535,2
1536,1,1,1,1,535,3
1537,0,0,0,0,536,0
1538,0.55,0.97,0.55,0.97,536,1
1539,1,1,1,1,536,2
1540,0,0,0,0,537,0
1541,0.05,0,0.05,0,537,1
1542,0.15,1,0.15,1,537,2
1543,1,1,1,1,537,3
1544,0,0,0,0,538,0
1545,0.55,0.97,0.55,0.97,538,1
1546,1,1,1,1,538,2
1547,0,0,0,0,539,0
1548,0.05,0,0.05,0,539,1
1549,0.15,1,0.15,1,539,2
1550,1,1,1,1,539,3
1551,0,0,0,0,540,0
1552,0.55,0.97,0.55,0.97,540,1
1553,1,1,1,1,540,2
1554,0,0,0,0,541,0
1555,0.05,0,0.05,0,541,1
1556,0.15,1,0.15,1,541,2
1557,1,1,1,1,541,3
1558,0,0,0,0,542,0
1559,0.55,0.97,0.55,0.97,542,1
1560,1,1,1,1,542,2
1561,0,0,0,0,543,0
1562,0.05,0,0.05,0,543,1
1563,0.15,1,0.15,1,543,2
1564,1,1,1,1,543,3
1565,0,0,0,0,544,0
1566,0.55,0.97,0.55,0.97,544,1
1567,1,1,1,1,544,2
1568,0,0,0,0,545,0
1569,0.05,0,0.05,0,545,1
1570,0.15,1,0.15,1,545,2
1571,1,1,1,1,545,3
1572,0,0,0,0,546,0
1573,0.55,0.97,0.55,0.97,546,1
1574,1,1,1,1,546,2
1575,0,0,0,0,547,0
1576,0.05,0,0.05,0,547,1
1577,0.15,1,0.15,1,547,2
1578,1,1,1,1,547,3
1579,0,0,0,0,548,0
1580,0.55,0.97,0.55,0.97,548,1
1581,1,1,1,1,548,2
1582,0,0,0,0,549,0
1583,0.05,0,0.05,0,549,1
1584,0.15,1,0.15,1,549,2
1585,1,1,1,1,549,3
1586,0,0,0,0,550,0
1587,0.3,0.125,0.3,0.125,550,1
1588,0.45,0.125,0.45,0.125,550,2
1589,0,0,0,0,551,0
1590,0.05,0,0.05,0,551,1
1591,0.15,1,0.15,1,551,2
1592,1,1,1,1,551,3
1593,0,0,0,0,552,0
1594,0.3,0.125,0.3,0.125,552,1
1595,0.45,0.125,0.45,0.125,552,2
1596,0,0,0,0,553,0
1597,0.05,0,0.05,0,553,1
1598,0.15,1,0.15,1,553,2
1599,1,1,1,1,553,3
1600,0,0,0,0,554,0
1601,0.3,0.125,0.3,0.125,554,1
1602,0.45,0.125,0.45,0.125,554,2
1603,0,0,0,0,555,0
1604,0.05,0,0.05,0,555,1
1605,0.15,1,0.15,1,555,2
1606,1,1,1,1,555,3
1607,0,0,0,0,556,0
1608,0.3,0.125,0.3,0.125,556,1
1609,0.45,0.125,0.45,0.125,556,2
1610,0.75,0.775,0.75,0.775,550,3
1611,1,1,1,1,550,4
1612,0.75,0.775,0.75,0.775,552,3
1613,1,1,1,1,552,4
1614,0.75,0.775,0.75,0.775,554,3
1615,1,1,1,1,554,4
1616,0.75,0.775,0.75,0.775,556,3
1617,1,1,1,1,556,4
1618,0,0,0,0,557,0
1619,0.05,0,0.05,0,557,1
1620,0.15,1,0.15,1,557,2
1621,1,1,1,1,557,3
1622,0,0,0,0,558,0
1623,0.55,0.97,0.55,0.97,558,1
1624,1,1,1,1,558,2
1625,0,0,0,0,559,0
1626,0.05,0,0.05,0,559,1
1627,0.15,1,0.15,1,559,2
1628,1,1,1,1,559,3
1629,0,0,0,0,560,0
1630,1,1,1,1,560,1
1632,0,0,0,0,561,0
1633,0.05,0,0.05,0,561,1
1634,0.15,1,0.15,1,561,2
1635,1,1,1,1,561,3
1636,0,0,0,0,562,0
1637,1,1,1,1,562,1
1639,0,0,0,0,563,0
1640,0.05,0,0.05,0,563,1
1641,0.15,1,0.15,1,563,2
1642,1,1,1,1,563,3
1643,0,0,0,0,564,0
1644,1,1,1,1,564,1
1646,0,0,0,0,565,0
1647,0.05,0,0.05,0,565,1
1648,0.15,1,0.15,1,565,2
1649,1,1,1,1,565,3
1650,0,0,0,0,566,0
1651,1,1,1,1,566,1
1655,0,0,0,0,567,0
1656,0.05,0,0.05,0,567,1
1657,0.15,1,0.15,1,567,2
1658,1,1,1,1,567,3
1659,0,0,0,0,568,0
1660,1,1,1,1,568,1
1664,0,0,0,0,569,0
1665,0.05,0,0.05,0,569,1
1666,0.15,1,0.15,1,569,2
1667,1,1,1,1,569,3
1668,0,0,0,0,570,0
1669,1,1,1,1,570,1
1673,0,0,0,0,571,0
1674,0.05,0,0.05,0,571,1
1675,0.15,1,0.15,1,571,2
1676,1,1,1,1,571,3
1677,0,0,0,0,572,0
1678,1,1,1,1,572,1
1682,0,0,0,0,573,0
1683,0.05,0,0.05,0,573,1
1684,0.15,1,0.15,1,573,2
1685,1,1,1,1,573,3
1686,0,0,0,0,574,0
1687,1,1,1,1,574,1
1691,0,0,0,0,575,0
1692,0.05,0,0.05,0,575,1
1693,0.15,1,0.15,1,575,2
1694,1,1,1,1,575,3
1695,0,0,0,0,576,0
1696,1,1,1,1,576,1
1700,0,0,0,0,577,0
1701,0.05,0,0.05,0,577,1
1702,0.15,1,0.15,1,577,2
1703,1,1,1,1,577,3
1704,0,0,0,0,578,0
1705,1,1,1,1,578,1
1709,0,0,0,0,579,0
1710,0.05,0,0.05,0,579,1
1711,0.15,1,0.15,1,579,2
1712,1,1,1,1,579,3
1713,0,0,0,0,580,0
1714,1,1,1,1,580,1
1718,0,0,0,0,581,0
1719,0.05,0,0.05,0,581,1
1720,0.15,1,0.15,1,581,2
1721,1,1,1,1,581,3
1722,0,0,0,0,582,0
1723,1,1,1,1,582,1
1730,0,0,0,0,584,0
1742,0,0,0,0,585,0
1743,0.05,0,0.05,0,585,1
1744,0.15,1,0.15,1,585,2
1745,1,1,1,1,585,3
1746,0,0,0,0,586,0
1747,1,1,1,1,586,1
1749,0,0,0,0,587,0
1750,0.05,0,0.05,0,587,1
1751,0.15,1,0.15,1,587,2
1752,1,1,1,1,587,3
1753,0,0,0,0,588,0
1754,1,1,1,1,588,1
1756,0,0,0,0,589,0
1757,0.05,0,0.05,0,589,1
1758,0.15,1,0.15,1,589,2
1759,1,1,1,1,589,3
1760,0,0,0,0,590,0
1761,1,1,1,1,590,1
1763,0,0,0,0,591,0
1764,0.05,0,0.05,0,591,1
1765,0.15,1,0.15,1,591,2
1766,1,1,1,1,591,3
1767,0,0,0,0,592,0
1768,1,1,1,1,592,1
1773,0,1,0,1,594,0
1774,0,1,0,1,595,0
1775,0,0,0,0,596,0
1776,0.025,0,0.025,0,596,1
1777,0.05,1,0.05,1,596,2
1778,1,1,1,1,596,3
1779,0,1,0,1,597,0
1780,0,0,0,0,598,0
1781,0.05,0,0.05,0,598,1
1782,0.15,1,0.15,1,598,2
1783,1,1,1,1,598,3
1784,0,0,0,0,599,0
1785,0.2,0,0.2,0,599,1
1786,0.4,1,0.4,1,599,2
1787,1,1,1,1,599,3
1788,0,0,0,0,600,0
1789,0.05,0,0.05,0,600,1
1790,0.4,1,0.4,1,600,2
1791,1,1,1,1,600,3
1792,0,0,0,0,601,0
1793,0.1,0,0.1,0,601,1
1794,0.2,1,0.2,1,601,2
1795,1,1,1,1,601,3
1796,0,0,0,0,602,0
1797,0.2,0,0.2,0,602,1
1798,0.4,1,0.4,1,602,2
1799,1,1,1,1,602,3
1800,0,0,0,0,603,0
1801,0.05,0,0.05,0,603,1
1802,0.4,1,0.4,1,603,2
1803,1,1,1,1,603,3
1804,0,0,0,0,604,0
1805,0.1,0,0.1,0,604,1
1806,0.2,1,0.2,1,604,2
1807,1,1,1,1,604,3
1808,0,0,0,0,605,0
1809,0.35,1,0.35,1,605,1
1812,1,1,1,1,605,2
1813,0,0,0,0,606,0
1814,0.35,1,0.35,1,606,1
1815,1,1,1,1,606,2
1816,0,0,0,0,607,0
1817,0.35,1,0.35,1,607,1
1818,1,1,1,1,607,2
1819,0,0,0,0,608,0
1820,0.35,1,0.35,1,608,1
1821,1,1,1,1,608,2
1822,0,0,0,0,609,0
1823,0.35,1,0.35,1,609,1
1824,1,1,1,1,609,2
1825,0,0,0,0,610,0
1826,0.35,1,0.35,1,610,1
1827,1,1,1,1,610,2
1828,0,0,0,0,611,0
1829,0.35,1,0.35,1,611,1
1830,1,1,1,1,611,2
1831,0,0,0,0,612,0
1832,0.35,1,0.35,1,612,1
1833,1,1,1,1,612,2
1834,0,0,0,0,613,0
1835,0.7,1,0.7,1,613,1
1836,1,1,1,1,613,2
1837,0,0,0,0,614,0
1838,0.7,1,0.7,1,614,1
1839,1,1,1,1,614,2
1840,0,0,0,0,615,0
1841,0.7,1,0.7,1,615,1
1842,1,1,1,1,615,2
1843,0,0,0,0,616,0
1844,0.7,1,0.7,1,616,1
1845,1,1,1,1,616,2
1846,0,0,0,0,617,0
1847,0.7,1,0.7,1,617,1
1848,1,1,1,1,617,2
1849,0,0,0,0,618,0
1850,0.7,1,0.7,1,618,1
1851,1,1,1,1,618,2
1852,0,0,0,0,619,0
1853,0.7,1,0.7,1,619,1
1854,1,1,1,1,619,2
1855,0,0,0,0,620,0
1856,0.7,1,0.7,1,620,1
1857,1,1,1,1,620,2
1858,0,0,0,0,621,0
1859,0.1,0,0.1,0,621,1
1860,0.2,1,0.2,1,621,2
1861,1,1,1,1,621,3
1862,0,0,0,0,622,0
1863,0.1,0,0.1,0,622,1
1864,1,1,1,1,622,2
1870,0,0,0,0,624,0
1871,0.02,0,0.02,0,624,1
1872,0.04,1,0.04,1,624,2
1873,1,1,1,1,624,3
1874,0,0,0,0,625,0
1875,1,1,1,1,625,1
1877,0,0,0,0,626,0
1878,0.05,0,0.05,0,626,1
1879,0.15,1,0.15,1,626,2
1880,1,1,1,1,626,3
1881,0,0,0,0,627,0
1882,0.55,0.97,0.55,0.97,627,1
1883,1,1,1,1,627,2
1884,0,0,0,0,628,0
1885,0.05,0,0.05,0,628,1
1886,0.15,1,0.15,1,628,2
1887,1,1,1,1,628,3
1888,0,0,0,0,629,0
1889,1,1,1,1,629,1
1890,0,0,0,0,630,0
1891,0.05,0,0.05,0,630,1
1892,0.15,1,0.15,1,630,2
1893,1,1,1,1,630,3
1894,0,0,0,0,631,0
1895,1,1,1,1,631,1
1896,0,0,0,0,632,0
1897,0.05,0,0.05,0,632,1
1898,0.15,1,0.15,1,632,2
1899,1,1,1,1,632,3
1900,0,0,0,0,633,0
1901,1,1,1,1,633,1
1902,0,0,0,0,634,0
1903,0.05,0,0.05,0,634,1
1904,0.15,1,0.15,1,634,2
1905,1,1,1,1,634,3
1906,0,0,0,0,635,0
1907,1,1,1,1,635,1
1908,0,0,0,0,636,0
1909,0.05,0,0.05,0,636,1
1910,0.15,1,0.15,1,636,2
1911,1,1,1,1,636,3
1912,0,0,0,0,637,0
1913,1,1,1,1,637,1
1914,0,0,0,0,638,0
1915,0.05,0,0.05,0,638,1
1916,0.15,1,0.15,1,638,2
1917,1,1,1,1,638,3
1918,0,0,0,0,639,0
1919,1,1,1,1,639,1
1920,0,0,0,0,640,0
1921,0.05,0,0.05,0,640,1
1922,0.15,1,0.15,1,640,2
1923,1,1,1,1,640,3
1924,0,0,0,0,641,0
1925,1,1,1,1,641,1
1926,0,0,0,0,642,0
1927,0.05,0,0.05,0,642,1
1928,0.15,1,0.15,1,642,2
1929,1,1,1,1,642,3
1930,0,0,0,0,643,0
1931,1,1,1,1,643,1
1932,0,0,0,0,644,0
1933,0.05,0,0.05,0,644,1
1934,0.15,1,0.15,1,644,2
1935,1,1,1,1,644,3
1936,0,0,0,0,645,0
1937,1,1,1,1,645,1
1938,0,0,0,0,646,0
1939,0.05,0,0.05,0,646,1
1940,0.15,1,0.15,1,646,2
1941,1,1,1,1,646,3
1942,0,0,0,0,647,0
1943,1,1,1,1,647,1
1944,0,0,0,0,648,0
1945,0.05,0,0.05,0,648,1
