ID,DoodadPlacementID,MinZ,MapID,WMOGroupID,DungeonMapID
1244,0,-10000,43,3332,28
1245,0,-10000,43,3336,28
1246,0,-10000,43,3337,28
1247,0,-10000,43,3342,28
1248,0,-10000,43,3343,28
1249,0,-10000,571,25063,27
1250,0,-10000,571,25064,27
1251,0,-10000,571,25065,27
1252,0,-10000,571,25066,27
1253,0,-10000,571,25067,27
1254,0,-10000,571,25068,27
1255,0,-10000,571,25123,27
1256,0,-10000,571,25131,27
1257,0,-10000,571,25177,27
1258,0,-10000,571,25145,27
1259,0,-10000,571,25069,27
1260,0,-10000,571,25070,27
1261,0,-10000,571,25071,27
1262,0,-10000,571,25072,27
1263,0,-10000,571,25073,27
1264,0,-10000,571,25074,27
1265,0,-10000,571,25076,27
1266,0,-10000,571,25077,27
1267,0,-10000,571,25038,27
1268,0,-10000,571,25039,27
1269,0,-10000,571,25040,27
1270,0,-10000,571,25133,27
1271,0,-10000,571,25135,27
1272,0,-10000,571,25134,26
1273,0,-10000,571,25137,26
1274,0,-10000,571,25136,26
1275,0,-10000,571,25132,26
1276,0,-10000,571,25133,26
1277,0,-10000,571,25135,26
1278,0,-10000,571,25367,27
1279,0,-10000,571,25371,27
1280,0,-10000,571,25369,27
1281,0,-10000,571,25368,27
1282,0,-10000,571,25370,27
1283,0,-10000,571,25041,27
1284,0,-10000,571,25419,27
1285,0,-10000,571,25320,27
1286,0,-10000,571,25768,27
1287,0,-10000,571,25381,27
1288,0,-10000,571,25384,27
1289,0,-10000,571,25360,27
1290,0,-10000,571,25808,27
1291,0,-10000,571,25383,27
1292,0,-10000,571,25696,27
1293,0,-10000,571,25406,27
1294,0,-10000,571,25418,27
1295,0,-10000,571,25288,27
1296,0,-10000,571,25206,27
1297,0,-10000,571,25207,27
1298,0,-10000,571,25208,27
1299,0,-10000,571,25209,27
1300,0,-10000,571,25204,27
1301,0,-10000,571,25205,27
1302,0,-10000,571,25420,27
1303,0,-10000,571,25794,27
1304,0,-10000,571,25436,27
1305,0,-10000,571,25607,27
1306,0,-10000,571,25608,27
1307,0,-10000,571,25137,27
1308,0,-10000,571,25136,27
1309,0,-10000,571,25607,26
1310,0,-10000,571,25608,26
1311,0,-10000,571,25430,26
1312,0,-10000,571,25431,26
1313,0,-10000,571,25868,27
1314,0,-10000,571,25840,27
1315,0,-10000,571,25870,27
1316,0,-10000,571,25838,27
1317,0,-10000,571,25837,27
1318,0,-10000,571,25839,27
1319,0,-10000,571,25841,27
1320,0,-10000,571,25869,27
1332,0,-10000,595,23447,34
1333,0,-10000,595,23425,34
1334,0,-10000,595,23499,34
1335,0,-10000,595,23501,34
1336,0,-10000,595,23389,34
1337,0,-10000,595,23392,34
1338,0,-10000,595,23394,34
1339,0,-10000,595,23396,34
1340,0,-10000,595,23398,34
1341,0,-10000,595,23400,34
1342,0,-10000,595,23403,34
1343,0,-10000,595,23463,34
1344,0,-10000,595,23513,34
1345,0,-10000,595,23511,34
1346,0,-10000,595,23512,34
1347,0,-10000,595,23609,34
1348,0,-10000,595,23538,34
1349,0,-10000,595,23424,34
1350,0,-10000,595,23435,34
1351,0,-10000,595,23610,34
1352,0,-10000,595,23436,34
1353,0,-10000,595,23448,34
1354,0,-10000,595,23464,34
1355,0,-10000,595,23384,34
1356,0,-10000,595,23385,34
1357,0,-10000,595,23386,34
1358,0,-10000,595,23387,34
1359,0,-10000,595,23388,34
1360,0,-10000,595,23390,34
1361,0,-10000,595,23391,34
1362,0,-10000,595,23393,34
1363,0,-10000,595,23395,34
1364,0,-10000,595,23397,34
1365,0,-10000,595,23399,34
1366,0,-10000,595,23401,34
1367,0,-10000,595,23402,34
1368,0,-10000,595,23404,34
1369,0,-10000,595,23428,34
1370,0,-10000,595,23500,34
1371,0,-10000,595,23490,34
1373,0,-10000,604,25060,36
1374,0,-10000,604,25061,36
1375,0,-10000,604,24860,36
1376,0,-10000,604,24889,36
1377,0,-10000,604,25146,36
1378,0,-10000,604,25147,36
1379,0,-10000,604,25148,36
1380,0,-10000,604,25149,36
1381,0,-10000,604,25150,36
1382,0,-10000,604,25151,36
1383,0,-10000,604,25263,36
1384,0,-10000,604,25264,36
1385,0,-10000,604,24946,36
1386,0,-10000,604,24947,36
1387,0,-10000,604,25049,36
1388,0,-10000,604,25058,36
1389,0,-10000,604,25349,36
1390,0,-10000,604,25434,36
1391,0,-10000,604,25435,36
1392,0,-10000,604,25805,36
1393,0,-10000,604,25806,36
1394,0,-10000,604,25103,36
1395,0,-10000,604,25842,36
1396,0,-10000,604,25843,36
1397,0,-10000,600,23721,37
1398,0,-10000,600,23840,37
1399,0,-10000,600,23841,37
1400,0,-10000,600,23718,37
1401,0,-10000,600,23720,37
1402,0,-10000,600,23893,37
1403,0,-10000,600,24104,37
1404,0,-10000,600,23894,37
1405,0,-10000,600,23891,37
1406,0,-10000,600,24103,37
1407,0,-10000,600,23719,37
1408,0,-10000,600,23813,37
1409,0,-10000,600,23812,37
1410,0,-10000,600,23810,37
1411,0,-10000,600,24905,37
1412,0,-10000,600,25849,38
1413,0,-10000,600,24992,38
1414,0,-10000,600,23842,38
1415,0,-10000,600,25030,38
1417,0,-10000,600,25031,38
1418,0,-10000,600,23811,38
1419,0,-10000,600,23839,38
1420,0,31,600,24993,38
1424,0,-10000,600,24448,38
1425,0,-10000,600,24993,37
1426,0,-10000,600,23842,37
1427,0,-10000,600,25030,37
1428,0,-10000,575,23108,39
1429,0,-10000,575,23129,39
1430,0,-10000,575,23103,39
1431,0,-10000,575,23107,39
1432,0,-10000,575,22727,39
1433,0,-10000,575,23102,39
1434,0,-10000,575,22698,39
1435,0,-10000,575,23017,39
1437,0,-10000,575,25499,40
1439,0,-10000,575,23128,40
1440,0,-10000,575,23094,40
1441,0,-10000,575,22619,40
1442,0,-10000,575,23101,40
1443,0,-10000,575,22552,40
1444,0,-10000,575,23202,40
1445,0,-10000,575,23084,40
1446,0,-10000,575,22799,40
1447,0,-10000,575,23018,40
1448,0,-10000,575,23019,40
1449,0,-10000,575,23072,40
1450,0,-10000,575,23083,40
1451,0,-10000,575,23109,40
1452,0,77,575,23103,40
1453,0,80,575,22698,40
1454,0,76,575,23017,40
1455,0,92,575,23107,40
1456,0,-10000,574,22853,1
1457,0,-10000,574,22857,41
1458,0,136,574,22887,41
1459,0,-10000,574,22855,41
1461,0,-10000,578,24598,42
1462,0,-10000,578,24639,43
1463,0,-10000,578,24601,43
1464,0,-10000,578,24600,43
1465,0,-10000,578,24599,43
1466,0,-10000,578,24635,42
1467,0,-10000,578,24633,43
1468,0,-10000,578,22730,45
1469,0,-10000,578,24604,45
1470,0,-10000,578,24602,45
1471,0,-10000,578,24603,45
1472,2184995,-10000,578,24568,46
1473,0,-10000,601,24879,47
1474,0,-10000,601,25050,48
1475,0,-10000,601,24549,49
1476,0,727,601,25050,49
1477,0,-10000,619,25259,50
1478,0,-10000,619,25261,50
1479,0,-10000,619,25245,50
1480,0,-10000,619,25247,50
1481,0,-10000,619,25318,50
1486,0,-10000,608,25154,52
1487,0,-10000,599,24073,53
1488,0,-10000,599,24401,53
1489,0,-10000,599,24402,53
1490,0,-10000,599,24403,53
1491,0,-10000,599,24404,53
1492,0,-10000,599,23694,53
1493,0,-10000,599,23697,53
1494,0,-10000,599,23699,53
1495,0,-10000,599,23818,53
1496,0,-10000,599,23819,53
1497,0,-10000,599,23953,53
1498,0,-10000,599,25283,53
1499,0,-10000,599,23954,53
1500,0,-10000,599,23957,53
1501,0,-10000,599,23958,53
1502,0,-10000,602,24001,54
1503,0,-10000,602,24479,54
1504,0,-10000,602,24000,54
1505,0,-10000,602,24678,55
1506,0,37,602,24001,55
1507,0,-10000,602,24003,55
1508,0,-10000,602,23999,55
1509,0,-10000,602,24002,55
1510,0,-10000,602,24004,55
1511,0,-10000,533,20076,56
1512,0,-10000,533,19897,56
1513,0,-10000,533,19904,56
1514,0,-10000,533,19875,56
1515,0,-10000,533,19902,56
1516,0,-10000,533,19901,56
1517,0,-10000,533,19903,56
1518,0,-10000,533,19905,56
1519,0,-10000,533,19930,56
1520,0,-10000,533,19899,56
1521,0,-10000,533,19929,56
1522,0,-10000,533,19893,56
1523,0,-10000,533,19879,56
1524,0,-10000,533,19900,56
1525,0,-10000,533,19898,56
1526,0,-10000,533,19926,57
1527,0,-10000,533,19880,57
1528,0,-10000,533,19872,57
1529,0,-10000,533,19873,57
1530,0,-10000,533,19867,57
1531,0,-10000,533,19868,57
1532,0,-10000,533,19874,57
1533,0,-10000,533,19881,57
1534,0,-10000,533,19924,57
1535,0,-10000,533,19869,57
1536,0,-10000,533,19877,57
1537,0,-10000,533,19883,57
1538,0,-10000,533,19870,57
1539,0,-10000,533,19927,57
1540,0,-10000,533,19925,57
1541,0,-10000,533,19871,57
1542,0,-10000,533,19866,57
1543,0,-10000,533,19884,58
1544,0,-10000,533,19932,58
1545,0,-10000,533,19933,58
1546,0,-10000,533,19934,58
1547,0,-10000,533,19935,58
1548,0,-10000,533,19936,58
1549,0,-10000,533,19885,58
1550,0,-10000,533,19886,58
1551,0,-10000,533,19887,58
1552,0,-10000,533,19888,58
1553,0,-10000,533,19889,58
1554,0,-10000,533,19896,58
1555,0,-10000,533,19890,58
1556,0,-10000,533,19892,58
1557,0,-10000,533,20075,58
1558,0,-10000,533,19922,59
1559,0,-10000,533,19917,59
1560,0,-10000,533,19919,59
1561,0,-10000,533,19923,59
1562,0,-10000,533,19906,59
1563,0,-10000,533,19907,59
1564,0,-10000,533,19908,59
1565,0,-10000,533,19909,59
1566,0,-10000,533,19910,59
1567,0,-10000,533,19911,59
1568,0,-10000,533,19916,59
1569,0,-10000,533,19921,59
1570,0,-10000,533,19913,59
1571,0,-10000,533,19914,59
1572,0,-10000,533,19920,59
1573,0,-10000,533,19918,59
1574,0,-10000,533,19931,60
1575,0,-10000,616,24890,61
1576,0,-10000,624,25741,63
1577,0,-10000,624,25742,63
1582,0,-10000,624,25747,63
1584,0,-10000,574,23096,1
1585,0,-10000,574,23097,41
1586,0,-10000,575,23016,40
1587,0,-10000,575,23015,40
1588,0,-10000,575,25500,40
1589,0,-10000,600,24455,37
1641,0,-10000,603,24082,69
1642,0,-10000,603,25929,69
1643,0,-10000,603,25906,69
1644,0,-10000,603,24083,69
1645,0,-10000,603,24080,69
1646,0,-10000,603,24460,69
1647,0,-10000,603,24076,69
1648,0,-10000,603,24075,69
1649,0,-10000,603,24077,69
1650,0,-10000,603,25884,70
1653,0,-10000,603,24442,70
1654,0,-10000,603,24443,70
1655,0,-10000,603,25903,70
1656,0,-10000,603,24086,70
1657,0,-10000,603,24436,70
1658,0,-10000,603,24437,70
1659,0,-10000,603,24438,70
1660,0,-10000,603,24439,70
1661,0,-10000,603,24405,70
1662,0,-10000,603,24458,70
1663,0,-10000,603,24771,70
1664,0,400,603,24084,70
1665,0,-10000,603,24459,70
1667,0,-10000,603,24457,70
1668,0,-10000,603,25891,70
1669,0,-10000,603,25998,70
1670,0,-10000,603,24669,70
1671,0,250,603,26048,71
1672,0,250,603,25928,71
1673,0,250,603,24084,71
1674,0,250,603,25905,71
1676,0,-10000,603,25973,72
1677,0,-10000,603,25944,72
1679,0,-10000,603,25962,72
1681,0,-10000,603,25960,72
1683,0,-10000,603,25963,72
1685,0,-10000,603,25961,72
1687,0,250,603,25884,71
1688,0,-10000,603,24441,70
1689,0,-10000,603,25931,70
1690,0,-10000,603,25933,70
1691,0,-10000,603,25932,70
1692,0,-10000,533,20119,73
1693,0,-10000,533,20120,73
1694,0,-10000,533,20118,73
1695,0,-10000,533,20064,73
1696,0,-10000,578,23875,42
1697,0,-10000,578,23874,42
1698,0,-10000,600,25025,37
1699,0,-10000,619,25246,50
1700,0,-10000,619,25248,50
1701,0,-10000,619,25372,50
1702,0,-10000,619,25486,50
1703,0,-10000,619,26079,50
1705,0,-10000,600,24101,38
1706,0,-10000,600,24102,38
1707,0,65,600,24103,38
1708,0,102,575,23108,40
1709,0,56,602,24000,55
1710,0,-10000,574,22882,1
1711,0,-10000,601,25886,47
1719,0,-10000,603,25934,70
1720,0,-10000,603,25945,70
1734,0,-10000,601,24550,47
1736,0,155,574,22854,41
1737,0,250,603,26083,71
1738,0,0,624,26433,63
1739,0,0,624,26432,63
1741,0,200,649,26333,94
1742,0,0,649,26337,95
1743,0,200,650,26333,96
1745,0,-10000,603,26205,70
1746,0,-10000,603,26204,70
1748,0,0,649,26336,95
1749,0,0,603,26003,98
1750,0,0,603,26004,98
1751,0,0,603,26006,98
1752,0,0,603,26005,98
1753,0,200,650,26661,99
1754,0,200,650,26662,99
1755,0,200,649,26661,100
1756,0,200,649,26662,100
1757,0,0,632,27053,101
1758,0,0,632,26199,101
1759,0,0,632,26217,101
1760,0,0,632,26314,101
1761,0,0,632,26315,101
1762,0,0,668,27663,102
1763,0,0,668,27662,102
1764,0,0,668,27664,102
1765,0,0,668,27665,102
1766,0,0,668,27666,102
1767,0,0,631,26227,103
1768,0,0,631,26295,103
1769,0,0,631,26277,103
1770,0,0,631,26627,103
1771,0,103,631,26628,104
1772,0,190,631,26626,104
1773,0,535,631,26629,105
1774,0,535,631,26434,105
1775,0,202,631,26457,106
1776,0,203,631,26589,106
1777,0,203,631,27052,106
1778,0,203,631,26741,106
1779,0,203,631,27333,106
1780,0,325,631,27052,107
1781,0,325,631,26741,107
1782,0,365,631,27051,107
1783,0,364,631,26454,107
1784,0,358,631,26740,107
1785,0,358,631,26669,107
1786,0,351,631,26452,107
1787,0,344,631,26472,107
1788,0,358,631,27050,107
1789,0,355,631,27684,107
1790,0,350,631,26746,107
1791,0,353,631,26744,107
1792,0,353,631,26743,107
1793,0,350,631,26742,107
1794,0,351,631,26470,107
1795,0,360,631,26484,107
1796,0,360,631,26481,107
1797,0,360,631,26471,107
1798,0,360,631,26480,107
1799,0,389,631,26479,107
1800,0,350,631,26530,107
1801,0,361,631,26527,107
1802,0,361,631,26532,107
1803,0,361,631,26536,107
1804,0,375,631,26536,108
1805,0,375,631,26532,108
1806,0,384,631,26535,108
1807,0,384,631,26534,108
1808,0,384,631,26529,108
1809,0,384,631,26533,108
1810,0,400,631,26527,108
1811,0,0,631,26438,109
1812,0,-10000,624,25746,63
1813,0,-10000,624,28162,63
1814,0,-10000,624,28165,63
1815,0,-10000,624,28167,63
1816,0,-10000,624,28164,63
1817,0,-10000,624,28166,63
1818,0,-10000,624,28163,63
1819,0,-10000,624,26038,63
1820,0,-10000,624,26039,63
1821,0,-10000,624,25745,63
1822,0,-10000,624,25740,63
1823,0,0,631,28228,110
1824,0,190,631,28388,110
1825,0,0,631,28360,109
1826,0,0,631,28402,103
1827,0,384,631,28411,108
1829,4186990,0,645,26493,116
1830,4186990,0,645,26492,116
1831,4186990,170,645,26497,116
1832,4186990,0,645,26500,116
1833,4186990,156,645,26494,116
1834,4186990,0,645,26494,117
1835,4186990,0,645,26625,117
1836,4186990,0,645,26497,117
1837,4186990,0,645,26495,117
1838,4186990,0,645,26496,117
1839,4186990,0,645,28671,117
1846,4173097,0,644,28103,119
1847,4173097,0,644,26591,119
1848,4173097,0,644,26590,119
1849,4173097,0,644,26605,119
1850,4173097,0,644,26619,119
1851,4173097,0,644,27299,119
1852,4173097,0,644,26620,119
1853,4173097,0,644,26644,119
1854,0,0,644,26645,119
1867,4173097,0,644,26633,119
1868,4173097,0,644,26632,119
1869,4173097,0,644,27954,119
1870,5650008,0,657,28779,122
1871,5650008,0,657,28776,122
1872,5650008,0,657,28777,122
1873,5650008,0,657,28687,122
1874,0,0,657,28903,122
1875,5483302,0,670,27887,123
1876,5483302,0,670,27885,123
1877,5483302,0,670,27919,123
1878,0,0,670,27893,123
1879,5483302,0,670,27941,123
1880,0,0,670,27944,123
1881,5483302,0,670,27943,123
1882,5483302,0,670,27888,123
1883,5483302,0,670,27950,123
1884,5483302,0,670,27884,123
1885,5483302,0,670,27886,123
1886,5483302,0,670,27890,123
1887,5483302,0,670,27891,123
1888,5483302,0,670,27892,123
1889,5483302,0,670,27894,123
1890,5483302,0,670,27895,123
1891,0,0,670,27946,123
1892,5483302,0,670,27947,123
1893,0,0,670,27948,123
1894,0,0,670,27949,123
1895,5483302,0,670,29707,123
1896,5483302,0,670,29800,123
1897,5483302,0,670,29801,123
1898,5483302,0,670,29802,123
1899,5483302,0,670,29803,123
1900,5483302,0,670,29804,123
1901,5483302,0,670,29805,123
1902,5483302,0,670,28387,123
1903,5483302,0,670,28326,123
1904,5483302,0,670,28327,123
1906,5684245,0,725,29017,125
1907,5684245,0,725,28690,125
1908,5684245,0,725,28689,125
1909,5684245,0,725,28840,125
1910,5684245,0,725,28841,125
1911,5684245,0,725,28839,125
1912,5684245,0,725,28773,125
1913,5794644,0,643,26440,126
1914,5794644,0,643,26302,126
1915,5794644,0,643,26507,126
1916,5794644,0,643,26509,126
1917,5794644,0,643,29371,126
1918,5794644,0,643,29372,126
1919,5794644,0,643,26429,126
1920,5794644,0,643,26300,127
1921,5794644,0,643,26429,127
1922,5794644,0,643,26341,127
1923,5794644,0,643,26299,127
1926,5588729,-10000,671,29003,128
1928,5588729,-10000,671,28894,128
1929,5588729,-10000,671,28895,128
1930,5588729,-10000,671,28896,128
1931,5588729,-10000,671,28897,128
1932,5588729,-10000,671,28898,128
1933,5588729,-10000,671,28899,128
1954,4398340,-10000,669,27461,131
1955,4398340,-10000,669,27460,131
1956,4398340,-10000,669,27459,131
1957,4398340,-10000,669,27982,131
1958,4398340,-10000,669,28178,131
1959,4398340,-10000,669,27467,131
1960,4398340,-10000,669,27458,132
1961,4398340,-10000,669,27671,132
1962,4398340,-10000,669,27683,132
1963,4398340,-10000,669,27682,132
1964,4398340,-10000,669,28176,132
1965,4398340,-10000,669,28177,132
1966,4398340,-10000,669,28155,132
1967,4398340,-10000,669,28156,132
1968,4398340,-10000,669,28157,132
1969,4398340,-10000,669,28158,132
1970,5588729,-10000,671,28548,134
1971,5588729,-10000,671,29003,129
1972,5588729,-10000,671,29323,129
1973,5588729,-10000,671,29035,129
1974,5588729,-10000,671,28547,129
1975,5588729,270,671,29715,129
1976,4173097,-10000,644,26734,135
1977,4173097,-10000,644,26685,135
1978,4173097,-10000,644,26733,135
1979,4173097,-10000,644,26735,135
1980,4173097,-10000,644,26736,135
1981,0,-10000,644,28181,120
1982,0,-10000,644,28180,120
1983,4173097,-10000,644,28124,120
1984,0,-10000,644,28179,120
1985,4173097,-10000,644,26621,119
1986,4173097,-10000,644,28122,119
1987,4173097,-10000,644,28123,119
1988,0,-10000,389,17671,136
1989,0,-10000,389,17672,136
1990,0,-10000,389,17674,136
1991,0,-10000,389,17670,136
1992,0,-10000,389,17673,136
1993,0,-10000,389,17681,136
1994,353171,-10000,189,7889,137
1996,353171,-10000,189,7874,137
1997,353171,-10000,189,7876,137
1998,353171,-10000,189,7878,137
2000,353171,-10000,189,7885,137
2001,353171,-10000,189,7888,137
2005,353171,-10000,189,7898,137
2006,353171,-10000,189,7900,137
2007,353171,-10000,189,7875,137
2008,353171,-10000,189,7877,137
2009,353171,-10000,189,7879,137
2011,353171,-10000,189,7886,137
2012,353171,-10000,189,7887,137
2017,353171,-10000,189,7899,137
2018,353171,-10000,189,7884,137
2027,353169,-10000,189,7926,140
2028,353169,-10000,189,7928,140
2029,353169,-10000,189,7933,140
2030,353169,-10000,189,7927,140
2031,353169,-10000,189,7929,140
2032,353169,-10000,189,7932,140
2033,353169,-10000,189,7935,140
2034,353169,-10000,189,7938,140
2035,353169,-10000,189,7940,140
2036,353169,-10000,189,7944,140
2037,353169,-10000,189,7947,140
2038,353169,-10000,189,7925,140
2039,353169,-10000,189,7934,140
2040,353169,-10000,189,7936,140
2041,353169,-10000,189,7939,140
2042,353169,-10000,189,7941,140
2043,353169,-10000,189,7943,140
2044,353169,-10000,189,7924,140
2045,218202,-10000,33,1377,142
2046,218202,-10000,33,1354,142
2047,218202,-10000,33,1355,142
2048,218202,-10000,33,1351,142
2049,218202,-10000,33,1339,142
2050,218202,-10000,33,1352,142
2051,218202,-10000,33,1350,142
2052,218202,-10000,33,1353,142
2053,218202,-10000,33,1411,142
2054,218202,-10000,33,1400,142
2055,218202,-10000,33,1346,142
2056,218202,-10000,33,1345,142
2057,218202,-10000,33,1343,142
2058,218202,-10000,33,1344,142
2059,218202,-10000,33,1341,142
2060,218202,-10000,33,1402,142
2061,218202,-10000,33,1360,142
2062,218202,-10000,33,1367,142
2063,218202,-10000,33,1368,142
2064,218202,-10000,33,1369,142
2065,218202,-10000,33,1361,142
2066,218202,-10000,33,1362,142
2067,218202,-10000,33,1366,142
2068,218202,-10000,33,1364,142
2069,218202,-10000,33,1365,142
2070,218202,-10000,33,1363,142
2071,218202,-10000,33,1370,142
2072,218202,-10000,33,1371,142
2073,218202,-10000,33,1403,142
2074,218202,-10000,33,1404,142
2075,218202,-10000,33,1405,142
2076,218202,-10000,33,1373,142
2077,218202,-10000,33,1374,142
2080,218202,-10000,33,5544,142
2093,218202,-10000,33,1399,143
2094,218202,-10000,33,1398,143
2095,218202,-10000,33,1401,143
2096,218202,-10000,33,1359,143
2097,218202,100,33,1410,144
2098,218202,-10000,33,1380,144
2099,218202,-10000,33,1381,144
2100,218202,-10000,33,1382,144
2101,218202,-10000,33,1385,144
2102,218202,-10000,33,1383,144
2103,218202,-10000,33,1384,144
2104,218202,-10000,33,1395,145
2105,218202,127,33,1380,145
2106,218202,-10000,33,1386,145
2107,218202,-10000,33,1387,145
2108,218202,-10000,33,1388,145
2109,218202,-10000,33,1389,145
2110,218202,-10000,33,1390,145
2111,218202,136,33,1395,146
2112,218202,137,33,1390,146
2113,218202,-10000,33,1379,146
2114,218202,-10000,33,1391,146
2115,218202,-10000,33,1392,146
2116,218202,-10000,33,1393,146
2117,218202,-10000,33,1394,146
2119,218202,150,33,1397,147
2120,218202,-10000,33,1396,147
2121,218202,-10000,33,5542,148
2122,218202,-10000,33,5543,148
2123,218202,-10000,33,5544,148
2124,218202,-10000,33,1406,148
2125,218202,-10000,33,1407,148
2126,218202,-10000,33,1408,148
2127,218202,-10000,33,1409,148
2128,218202,-10000,33,1357,148
2129,218202,-10000,33,1347,148
2130,218202,-10000,33,1338,148
2131,218202,-10000,33,1348,148
2132,218202,-10000,33,1349,148
2133,218202,-10000,33,1410,148
2134,218202,-10000,33,1394,147
2135,218202,-10000,33,1376,148
2136,0,-10000,47,2252,149
2137,0,-10000,47,2236,149
2138,0,-10000,47,2247,149
2139,0,-10000,47,2237,149
2140,0,-10000,47,2235,149
2141,0,-10000,47,2240,149
2142,0,-10000,47,2241,149
2143,0,-10000,47,2255,149
2144,0,-10000,47,2258,149
2145,0,-10000,47,2257,149
2146,0,-10000,47,2239,149
2147,0,-10000,47,2242,149
2148,0,-10000,47,2244,149
2149,0,-10000,47,2246,149
2150,0,-10000,47,2249,149
2151,0,-10000,47,2251,149
2152,0,-10000,47,2253,149
2153,0,-10000,47,2256,149
2154,0,-10000,47,2238,149
2155,0,-10000,47,2243,149
2156,0,-10000,47,2245,149
2157,0,-10000,47,2248,149
2158,0,-10000,47,2250,149
2159,0,-10000,47,2260,149
2160,0,-10000,47,2259,149
2161,336884,-10000,129,5911,150
2162,336884,-10000,129,5913,150
2163,336884,-10000,129,5915,150
2164,336884,-10000,129,5917,150
2165,336884,-10000,129,5924,150
2166,336884,-10000,129,5918,150
2167,336884,-10000,129,5912,150
2168,336884,-10000,129,5914,150
2169,336884,-10000,129,5916,150
2170,336884,-10000,129,5919,150
2171,336884,-10000,129,5923,150
2172,455528,-10000,289,17294,151
