ID,ParentItemID,LegacySlotIndex,SpellID,TriggerType,Charges,CoolDownMSec,SpellCategoryID,CategoryCoolDownMSec
92,1710,0,2024,0,-1,0,30,60000
93,1711,0,8100,0,-1,1000,0,-1
94,1712,0,8113,0,-1,1000,0,-1
95,1713,0,14053,0,0,300000,0,0
96,1726,0,16401,2,0,-1,0,-1
97,1727,0,13528,2,0,-1,0,-1
98,1728,0,18086,2,0,-1,0,-1
99,1933,0,8736,0,0,300000,0,0
100,1970,0,8070,0,-1,0,1153,120000
101,1973,0,16739,0,0,1800000,0,0
102,1979,0,19409,1,0,-1,0,-1
103,1982,0,144250,2,0,-1,0,-1
104,1986,0,18090,2,0,-1,0,-1
105,2000,0,18091,2,0,-1,0,-1
106,2070,0,433,0,-1,0,11,1000
107,2091,0,1090,0,-1,0,24,60000
108,2099,0,29625,1,0,-1,0,-1
109,2136,0,432,0,-1,0,59,1000
110,2163,0,144246,2,0,-1,0,-1
111,2164,0,18107,2,0,-1,0,-1
112,2205,0,18217,2,0,-1,0,-1
113,2243,0,18803,2,0,-1,0,-1
114,2256,0,144268,2,0,0,0,0
115,2263,0,14119,2,0,-1,0,-1
116,2287,0,434,0,-1,0,11,1000
117,2288,0,431,0,-1,0,59,1000
118,2289,0,8119,0,-1,1000,0,-1
119,2290,0,8097,0,-1,1000,0,-1
120,2291,0,17153,2,0,-1,0,-1
121,2299,0,18199,2,0,-1,0,-1
122,2304,0,2831,0,-1,1000,0,-1
123,2313,0,2832,0,-1,1000,0,-1
124,2406,0,483,0,-1,-1,0,-1
125,2406,1,2158,6,0,-1,0,-1
126,2407,0,483,0,-1,-1,0,-1
127,2407,1,2163,6,0,-1,0,-1
128,2408,0,483,0,-1,-1,0,-1
129,2408,1,2164,6,0,-1,0,-1
130,2409,0,483,0,-1,-1,0,-1
131,2409,1,2169,6,0,-1,0,-1
132,2411,0,55884,0,-1,-1,330,3000
133,2411,1,470,6,0,-1,0,-1
134,2414,0,55884,0,-1,-1,330,3000
135,2414,1,472,6,0,-1,0,-1
136,2454,0,2367,0,-1,0,79,3000
137,2455,0,437,0,-1,0,4,60000
138,2456,0,2370,0,-1,0,4,60000
139,2457,0,2374,0,-1,0,79,3000
140,2458,0,2378,0,-1,0,79,3000
141,2459,0,2379,0,-1,0,4,60000
142,2553,0,483,0,-1,-1,0,-1
143,2553,1,3230,6,0,-1,0,-1
144,2555,0,483,0,-1,-1,0,-1
145,2555,1,2335,6,0,-1,0,-1
146,2556,0,483,0,-1,-1,0,-1
147,2556,1,2336,6,0,-1,0,-1
148,2581,0,1159,0,-1,0,150,1000
149,2593,0,11008,0,-1,0,59,1000
150,2594,0,11009,0,-1,0,59,1000
151,2595,0,11009,0,-1,0,59,1000
152,2596,0,11008,0,-1,0,59,1000
153,2598,0,483,0,-1,-1,0,-1
154,2598,1,2389,6,0,-1,0,-1
155,2601,0,483,0,-1,-1,0,-1
156,2601,1,2403,6,0,-1,0,-1
157,2679,0,433,0,-1,0,11,1000
158,2680,0,5004,0,-1,0,11,1000
159,2681,0,433,0,-1,0,11,1000
160,2682,0,2639,0,-1,0,11,1000
161,2683,0,5005,0,-1,0,11,1000
162,2684,0,5005,0,-1,0,11,1000
163,2685,0,435,0,-1,0,11,1000
164,2686,0,11007,0,-1,-1,0,-1
165,2687,0,5005,0,-1,0,11,1000
166,2697,0,483,0,-1,-1,0,-1
167,2697,1,2542,6,0,-1,0,-1
168,2698,0,483,0,-1,-1,0,-1
169,2698,1,2545,6,0,-1,0,-1
170,2699,0,483,0,-1,-1,0,-1
171,2699,1,2547,6,0,-1,0,-1
172,2700,0,483,0,-1,-1,0,-1
173,2700,1,2548,6,0,-1,0,-1
174,2701,0,483,0,-1,-1,0,-1
175,2701,1,2549,6,0,-1,0,-1
176,2723,0,11007,0,-1,0,59,1000
177,2802,0,13744,0,0,600000,0,0
178,2820,0,14530,0,0,1800000,0,0
179,2824,0,29501,1,0,-1,0,-1
180,2825,0,29624,1,0,-1,0,-1
181,2862,0,2828,0,-1,0,0,0
182,2863,0,2829,0,-1,0,0,0
183,2871,0,2830,0,-1,0,0,0
184,2881,0,483,0,-1,-1,0,-1
185,2881,1,2667,6,0,-1,0,-1
186,2882,0,483,0,-1,-1,0,-1
187,2882,1,3330,6,0,-1,0,-1
188,2883,0,483,0,-1,-1,0,-1
189,2883,1,3295,6,0,-1,0,-1
190,2888,0,5004,0,-1,0,11,1000
191,2889,0,483,0,-1,-1,0,-1
192,2889,1,2795,6,0,-1,0,-1
193,2894,0,11007,0,-1,0,0,-1
194,2901,0,124349,5,0,-1,0,-1
195,2912,0,16409,2,0,-1,0,-1
196,2915,0,16415,2,0,-1,0,-1
197,2942,0,13491,2,0,-1,0,-1
198,3012,0,8115,0,-1,1000,0,-1
199,3013,0,8091,0,-1,1000,0,-1
200,3080,0,73287,0,0,-1,0,-1
201,3087,0,29236,0,-1,-1,4,60000
202,3194,0,144271,2,0,-1,0,-1
203,3220,0,5005,0,-1,0,11,1000
204,3239,0,3112,0,-1,0,0,-1
205,3240,0,3113,0,-1,0,0,-1
206,3241,0,3114,0,-1,0,0,-1
207,3251,0,7669,0,-10,30000,0,0
208,3278,0,3742,2,0,-1,0,-1
209,3336,0,18078,2,0,-1,0,-1
210,3382,0,3219,0,-1,0,79,3000
211,3383,0,3166,0,-1,0,79,3000
212,3385,0,438,0,-1,0,4,60000
213,3386,0,26677,0,-1,0,79,60000
214,3387,0,3169,0,-1,0,4,60000
215,3388,0,3222,0,-1,0,79,3000
216,3389,0,3220,0,-1,0,79,3000
217,3390,0,3160,0,-1,0,79,3000
218,3391,0,3164,0,-1,0,79,3000
219,3394,0,483,0,-1,0,79,0
220,3394,1,3174,6,0,-1,0,-1
221,3395,0,483,0,-1,-1,0,-1
222,3395,1,3175,6,0,-1,0,-1
223,3396,0,483,0,-1,-1,0,-1
224,3396,1,2333,6,0,-1,0,-1
225,3434,0,700,0,-1,-1,24,60000
226,3448,0,2639,0,-1,-1,11,1000
227,3456,0,9515,0,0,600000,1141,60000
228,3475,0,144317,1,0,-1,0,-1
229,3530,0,3267,0,-1,0,150,1000
230,3531,0,3268,0,-1,0,150,1000
231,3566,0,14565,1,0,-1,0,-1
232,3608,0,483,0,-1,-1,0,-1
233,3608,1,3297,6,0,-1,0,-1
234,3609,0,483,0,-1,-1,0,-1
235,3609,1,3321,6,0,-1,0,-1
236,3610,0,483,0,-1,-1,0,-1
237,3610,1,3325,6,0,-1,0,-1
238,3611,0,483,0,-1,-1,0,-1
239,3611,1,3334,6,0,-1,0,-1
240,3612,0,483,0,-1,-1,0,-1
241,3612,1,3336,6,0,-1,0,-1
242,3662,0,5005,0,-1,0,11,1000
243,3663,0,5006,0,-1,0,11,1000
244,3664,0,5006,0,-1,0,11,1000
245,3665,0,5006,0,-1,0,11,1000
246,3666,0,5006,0,-1,0,11,1000
247,3678,0,483,0,-1,-1,0,-1
248,3678,1,3370,6,0,-1,0,-1
249,3679,0,483,0,-1,-1,0,-1
250,3679,1,3371,6,0,-1,0,-1
251,3680,0,483,0,-1,-1,0,-1
252,3680,1,3372,6,0,-1,0,-1
253,3681,0,483,0,-1,-1,0,-1
254,3681,1,3373,6,0,-1,0,-1
255,3682,0,483,0,-1,-1,0,-1
256,3682,1,3376,6,0,-1,0,-1
257,3683,0,483,0,-1,-1,0,-1
258,3683,1,3377,6,0,-1,0,-1
259,3703,0,11008,0,-1,-1,0,-1
260,3710,0,1538,0,0,-1,0,-1
261,3726,0,5006,0,-1,0,11,1000
262,3727,0,5006,0,-1,0,11,1000
263,3728,0,5007,0,-1,0,11,1000
264,3729,0,5007,0,-1,0,11,1000
265,3734,0,483,0,-1,-1,0,-1
266,3734,1,3397,6,0,-1,0,-1
267,3735,0,483,0,-1,-1,0,-1
268,3735,1,3398,6,0,-1,0,-1
269,3736,0,483,0,-1,-1,0,-1
270,3736,1,3399,6,0,-1,0,-1
271,3737,0,483,0,-1,-1,0,-1
272,3737,1,3400,6,0,-1,0,-1
273,3745,0,3407,0,-1,-1,0,-1
274,3770,0,435,0,-1,0,11,1000
275,3771,0,1127,0,-1,0,11,1000
276,3772,0,1133,0,-1,0,59,1000
277,3776,0,3408,0,-1,0,0,-1
278,3822,0,16409,2,0,-1,0,-1
279,3823,0,3680,0,-1,0,4,600000
280,3824,0,3594,0,-1,1000,0,0
281,3825,0,3593,0,-1,0,79,3000
282,3826,0,3223,0,-1,0,79,3000
283,3827,0,2023,0,-1,0,4,60000
284,3828,0,6512,0,-1,0,79,3000
285,3829,0,3595,0,-1,1000,0,0
286,3830,0,483,0,-1,-1,0,-1
287,3830,1,3450,6,0,-1,0,-1
288,3831,0,483,0,-1,-1,0,-1
289,3831,1,3451,6,0,-1,0,-1
290,3832,0,483,0,-1,-1,0,-1
291,3832,1,3453,6,0,-1,0,-1
292,3854,1,144251,2,0,-1,0,-1
293,3866,0,483,0,-1,-1,0,-1
294,3866,1,3493,6,0,-1,0,-1
295,3867,0,483,0,-1,-1,0,-1
296,3867,1,3495,6,0,-1,0,-1
297,3868,0,483,0,-1,-1,0,-1
298,3868,1,3497,6,0,-1,0,-1
299,3869,0,483,0,-1,-1,0,-1
300,3869,1,3500,6,0,-1,0,-1
301,3870,0,483,0,-1,-1,0,-1
302,3870,1,3504,6,0,-1,0,-1
303,3871,0,483,0,-1,-1,0,-1
304,3871,1,3505,6,0,-1,0,-1
305,3872,0,483,0,-1,-1,0,-1
306,3872,1,3507,6,0,-1,0,-1
307,3873,0,483,0,-1,-1,0,-1
308,3873,1,3511,6,0,-1,0,-1
309,3874,0,483,0,-1,-1,0,-1
310,3874,1,3513,6,0,-1,0,-1
311,3875,0,483,0,-1,-1,0,-1
312,3875,1,3515,6,0,-1,0,-1
313,3912,0,3607,0,0,120000,0,0
314,3927,0,1129,0,-1,0,11,1000
315,3928,0,4042,0,-1,0,30,60000
316,4027,0,3678,0,0,1000,0,-1
317,4090,0,13496,2,0,-1,0,-1
318,4248,0,9133,1,0,-1,0,-1
319,4262,0,9163,0,0,300000,0,0
320,4264,0,9174,0,0,1200000,1141,15000
321,4265,0,2833,0,-1,1000,0,-1
322,4292,0,483,0,-1,-1,0,-1
323,4292,1,3758,6,0,-1,0,-1
324,4293,0,483,0,-1,-1,0,-1
325,4293,1,3762,6,0,-1,0,-1
326,4294,0,483,0,-1,-1,0,-1
327,4294,1,3767,6,0,-1,0,-1
328,4296,0,483,0,-1,-1,0,-1
329,4296,1,3769,6,0,-1,0,-1
330,4297,0,483,0,-1,-1,0,-1
331,4297,1,3771,6,0,-1,0,-1
332,4298,0,483,0,-1,-1,0,-1
333,4298,1,3775,6,0,-1,0,-1
334,4299,0,483,0,-1,-1,0,-1
335,4299,1,3773,6,0,-1,0,-1
336,4300,0,483,0,-1,-1,0,-1
337,4300,1,3777,6,0,-1,0,-1
338,4301,0,483,0,-1,-1,0,-1
339,4301,1,3779,6,0,-1,0,-1
340,4328,0,9774,0,0,1800000,0,-1
341,4345,0,483,0,-1,-1,0,-1
342,4345,1,3847,6,0,-1,0,-1
343,4346,0,483,0,-1,-1,0,-1
344,4346,1,3844,6,0,-1,0,-1
345,4347,0,483,0,-1,-1,0,-1
346,4347,1,3849,6,0,-1,0,-1
347,4348,0,483,0,-1,-1,0,-1
348,4348,1,3868,6,0,-1,0,-1
349,4349,0,483,0,-1,-1,0,-1
350,4349,1,3851,6,0,-1,0,-1
351,4350,0,483,0,-1,-1,0,-1
352,4350,1,3856,6,0,-1,0,-1
353,4351,0,483,0,-1,-1,0,-1
354,4351,1,3858,6,0,-1,0,-1
355,4352,0,483,0,-1,-1,0,-1
356,4352,1,3860,6,0,-1,0,-1
357,4353,0,483,0,-1,-1,0,-1
358,4353,1,3863,6,0,-1,0,-1
359,4354,0,483,0,-1,-1,0,-1
360,4354,1,3872,6,0,-1,0,-1
361,4355,0,483,0,-1,-1,0,-1
362,4355,1,3862,6,0,-1,0,-1
363,4356,0,483,0,-1,-1,0,-1
364,4356,1,3864,6,0,-1,0,-1
365,4358,0,4054,0,-1,60000,24,60000
366,4360,0,4064,0,-1,0,24,60000
367,4365,0,4061,0,-1,0,24,60000
368,4366,0,4071,0,-1,0,1153,120000
369,4367,0,4056,0,-1,1000,0,-1
370,4370,0,4065,0,-1,0,24,60000
371,4374,0,4066,0,-1,0,24,60000
372,4376,0,4057,0,-5,900000,0,0
373,4378,0,4062,0,-1,0,24,60000
374,4380,0,4067,0,-1,0,24,60000
375,4381,0,18805,0,-10,300000,1153,120000
376,4384,0,4074,0,-1,0,24,60000
377,4386,0,4077,0,-5,900000,0,0
378,4388,0,4060,0,-5,0,24,60000
379,4390,0,4068,0,-1,0,24,60000
380,4391,0,4078,0,-1,600000,24,60000
381,4392,0,4072,0,-1,0,1153,120000
382,4394,0,4069,0,-1,0,24,60000
383,4395,0,4100,0,-1,0,24,60000
384,4396,0,4073,0,0,300000,94,60000
385,4397,0,4079,0,0,3600000,0,0
386,4398,0,4075,0,-1,1000,0,-1
387,4401,0,55884,0,-1,-1,0,0
388,4401,1,4055,6,0,-1,0,-1
389,4403,0,4067,0,-8,0,24,60000
390,4405,0,3974,0,-1,-1,0,-1
391,4406,0,3975,0,-1,1000,0,-1
392,4407,0,3976,0,-1,-1,0,-1
393,4408,0,483,0,-1,-1,0,-1
394,4408,1,3928,6,0,-1,0,-1
395,4409,0,483,0,-1,-1,0,-1
396,4409,1,3933,6,0,-1,0,-1
397,4410,0,483,0,-1,-1,0,-1
398,4410,1,3940,6,0,-1,0,-1
399,4411,0,483,0,-1,-1,0,-1
400,4411,1,3944,6,0,-1,0,-1
401,4412,0,483,0,-1,-1,0,-1
402,4412,1,3954,6,0,-1,0,-1
403,4413,0,483,0,-1,-1,0,-1
404,4413,1,3959,6,0,-1,0,-1
405,4414,0,483,0,-1,-1,0,-1
406,4414,1,3960,6,0,-1,0,-1
407,4415,0,483,0,-1,-1,0,-1
408,4415,1,3966,6,0,-1,0,-1
409,4416,0,483,0,-1,-1,0,-1
410,4416,1,3968,6,0,-1,0,-1
411,4417,0,483,0,-1,-1,0,-1
412,4417,1,3972,6,0,-1,0,-1
413,4419,0,8098,0,-1,1000,0,-1
414,4421,0,8095,0,-1,1000,0,-1
415,4422,0,8101,0,-1,1000,0,-1
416,4424,0,8114,0,-1,1000,0,-1
417,4425,0,8117,0,-1,1000,0,-1
418,4426,0,8120,0,-1,1000,0,-1
419,4444,0,14253,0,5,300000,0,0
420,4446,0,13518,2,0,-1,0,-1
421,4449,0,16400,2,0,-1,0,-1
422,4457,0,5007,0,-1,0,11,1000
423,4472,0,4141,0,-1,-1,0,-1
424,4479,0,4132,0,-1,10000,0,-1
425,4480,0,4131,0,-1,10000,0,-1
426,4481,0,4130,0,-1,10000,0,-1
427,4491,0,4152,1,0,-1,0,-1
428,4529,0,4239,0,-1,-1,0,-1
429,4536,0,433,0,-1,0,11,1000
430,4537,0,434,0,-1,0,11,1000
431,4538,0,435,0,-1,0,11,1000
432,4539,0,1127,0,-1,0,11,1000
433,4540,0,433,0,-1,0,11,1000
434,4541,0,434,0,-1,0,11,1000
435,4542,0,435,0,-1,0,11,1000
436,4544,0,1127,0,-1,0,11,1000
437,4546,0,4318,0,-3,1000,0,0
438,4592,0,434,0,-1,0,11,1000
439,4593,0,435,0,-1,0,11,1000
440,4594,0,1127,0,-1,0,11,1000
441,4595,0,11009,0,-1,0,59,1000
442,4596,0,440,0,-1,0,30,60000
443,4597,0,483,0,-1,-1,0,-1
444,4597,1,4508,6,0,-1,0,-1
445,4598,0,4062,0,-1,0,24,60000
446,4599,0,1129,0,-1,0,11,1000
447,4600,0,11009,0,-1,0,59,1000
448,4601,0,1129,0,-1,0,11,1000
449,4602,0,1129,0,-1,0,11,1000
450,4603,0,1127,0,-1,0,11,1000
451,4604,0,433,0,-1,0,11,1000
452,4605,0,434,0,-1,0,11,1000
453,4606,0,435,0,-1,0,11,1000
454,4607,0,1127,0,-1,0,11,1000
455,4608,0,1129,0,-1,0,11,1000
456,4609,0,483,0,-1,-1,0,-1
457,4609,1,4094,6,0,-1,0,-1
458,4623,0,4941,0,-1,0,4,60000
459,4624,0,483,0,-1,-1,0,-1
460,4624,1,4942,6,0,-1,0,-1
461,4639,0,4945,0,-1,-1,0,-1
462,4640,0,4982,0,0,-1,0,-1
463,4656,0,433,0,-1,0,11,1000
464,4696,0,1135,0,0,600000,59,1000
465,4702,0,4954,0,-1,-1,0,-1
466,4791,0,1133,0,-1,0,59,1000
467,4823,0,4981,0,-1,-1,0,-1
468,4852,0,5134,0,-1,0,24,60000
469,4941,0,8312,0,-1,0,24,60000
470,4945,0,16375,0,-1,-1,0,-1
471,4952,0,5020,0,-1,0,59,1000
472,4953,0,5021,0,-1,0,59,1000
473,4956,0,4975,0,-1,-1,0,-1
474,4984,0,5024,0,0,300000,0,0
475,4985,0,2607,2,0,0,0,-1
476,4986,0,5099,0,-1,-1,0,-1
477,5013,0,5100,0,-1,0,24,60000
478,5014,0,68417,0,0,-1,0,-1
479,5020,0,5107,0,-1,-1,0,-1
480,5021,0,5140,0,-1,1000,0,0
481,5042,0,68417,0,-1,-1,0,-1
482,5048,0,68417,0,-1,-1,0,-1
483,5052,0,5161,0,-1,1000,0,0
484,5057,0,433,0,-1,0,11,1000
485,5059,0,5166,0,0,1000,0,-1
486,5066,0,434,0,-1,0,11,1000
487,5068,1,5206,0,-1,-1,0,-1
488,5079,0,1139,0,0,300000,0,0
489,5083,0,483,0,-1,-1,0,-1
490,5083,1,5244,6,0,-1,0,-1
491,5095,0,434,0,-1,0,11,1000
492,5126,0,483,0,-1,-1,0,-1
493,5126,1,5169,6,0,-1,0,-1
494,5127,0,483,0,-1,-1,0,-1
495,5127,1,5264,6,0,-1,0,-1
496,5129,0,483,0,-1,-1,0,-1
497,5129,1,5268,6,0,-1,0,-1
498,5130,0,483,0,-1,-1,0,-1
499,5130,1,5267,6,0,-1,0,-1
500,5131,0,483,0,-1,-1,0,-1
501,5131,1,5265,6,0,-1,0,-1
502,5132,0,483,0,-1,-1,0,-1
503,5132,1,5266,6,0,-1,0,-1
504,5165,0,5316,0,-1,10000,0,-1
505,5182,0,18092,2,0,-1,0,-1
506,5185,0,4976,0,-1,-1,0,-1
507,5205,0,434,0,-1,0,1153,0
508,5206,0,5665,0,-1,0,0,0
509,5218,0,5666,0,-1,-1,0,-1
510,5232,0,20707,0,-1,0,831,900000
511,5251,0,5809,0,-5,120000,0,-1
512,5323,0,14053,0,0,1800000,0,0
513,5332,0,6084,0,-1,600000,24,60000
514,5338,0,6234,0,-1,-1,0,-1
515,5342,0,6114,0,-1,0,59,1000
516,5349,0,433,0,-1,0,11,1000
517,5350,0,430,0,-1,0,59,1000
518,5387,0,6298,0,1,1000,0,-1
519,5411,0,4975,0,-1,-1,0,-1
520,5415,0,4977,0,-1,-1,0,-1
521,5416,0,4978,0,-1,-1,0,-1
522,5417,0,265,0,0,-1,0,-1
523,5418,0,5,0,0,-1,0,-1
524,5421,0,6296,0,-1,1000,0,-1
525,5426,0,18197,2,0,-1,0,-1
526,5456,0,6310,0,-1,-1,0,-1
527,5457,0,8277,0,-1,0,24,60000
528,5462,0,6405,0,0,60000,0,-1
529,5472,0,5004,0,-1,0,11,1000
530,5473,0,6410,0,-1,0,11,1000
531,5474,0,5004,0,-1,0,11,1000
532,5475,0,6527,0,-1,-1,0,-1
533,5476,0,5005,0,-1,0,11,1000
534,5477,0,5005,0,-1,0,11,1000
535,5478,0,435,0,-1,0,11,1000
536,5479,0,5006,0,-1,0,11,1000
537,5480,0,5006,0,-1,0,11,1000
538,5482,0,483,0,-1,-1,0,-1
539,5482,1,6412,6,0,-1,0,-1
540,5483,0,483,0,-1,-1,0,-1
541,5483,1,6413,6,0,-1,0,-1
542,5484,0,483,0,-1,-1,0,-1
543,5484,1,6414,6,0,-1,0,-1
544,5485,0,483,0,-1,-1,0,-1
545,5485,1,6415,6,0,-1,0,-1
546,5486,0,483,0,-1,-1,0,-1
547,5486,1,6416,6,0,-1,0,-1
548,5488,0,483,0,-1,-1,0,-1
549,5488,1,6418,6,0,-1,0,-1
550,5489,0,483,0,-1,-1,0,-1
551,5489,1,6419,6,0,-1,0,-1
552,5507,0,12883,0,0,0,0,0
553,5512,1,6262,0,-3,0,30,60000
554,5513,1,5405,0,-3,0,100,120000
555,5514,1,5405,0,-3,0,100,120000
556,5521,0,3366,0,0,-1,0,-1
557,5523,0,58172,0,-1,-1,0,-1
558,5524,0,58168,0,-1,-1,0,-1
559,5525,0,5005,0,-1,0,11,1000
560,5526,0,435,0,-1,0,11,1000
561,5527,0,5006,0,-1,0,11,1000
562,5528,0,483,0,-1,-1,0,-1
563,5528,1,6501,6,0,-1,0,-1
564,5543,0,483,0,-1,-1,0,-1
565,5543,1,6518,6,0,-1,0,-1
566,5577,0,483,0,-1,-1,0,-1
567,5577,1,2671,6,0,-1,0,-1
568,5578,0,483,0,-1,-1,0,-1
569,5578,1,2673,6,0,-1,0,-1
570,5613,0,14134,0,3,300000,0,0
571,5616,0,16406,2,0,-1,0,-1
572,5619,0,6609,0,-1,-1,0,-1
573,5621,0,6610,0,-1,-1,0,-1
574,5623,0,6611,0,-1,-1,0,-1
575,5631,0,6612,0,-1,0,4,60000
576,5633,0,6613,0,-1,0,4,60000
577,5634,0,6615,0,-1,0,4,60000
578,5638,0,6620,0,-1,-1,0,-1
579,5640,0,483,0,-1,-1,0,-1
580,5640,1,6617,6,0,-1,0,-1
581,5642,0,483,0,-1,-1,0,-1
582,5642,1,6624,6,0,-1,0,-1
583,5643,0,483,0,-1,-1,0,-1
584,5643,1,6618,6,0,-1,0,-1
585,5655,0,55884,0,-1,-1,330,3000
586,5655,1,6648,6,0,-1,0,-1
587,5656,0,55884,0,-1,-1,330,3000
588,5656,1,458,6,0,-1,0,-1
589,5665,0,55884,0,-1,-1,330,3000
590,5665,1,6653,6,0,0,0,0
591,5668,0,55884,0,-1,-1,330,3000
592,5668,1,6654,6,0,0,0,0
593,5687,0,6658,0,0,1000,0,-1
594,5692,0,6627,0,-1,-1,0,-1
595,5693,0,6656,0,-1,-1,0,-1
596,5694,0,6630,0,-1,-1,0,-1
597,5695,0,6626,0,-1,-1,0,-1
598,5740,0,47004,0,-1,1000,0,-1
599,5752,0,144265,2,0,-1,0,-1
600,5756,0,144254,2,0,-1,0,-1
601,5771,0,483,0,-1,-1,0,-1
602,5771,1,6686,6,0,-1,0,-1
603,5772,0,483,0,-1,-1,0,-1
604,5772,1,6688,6,0,-1,0,-1
605,5773,0,483,0,-1,-1,0,-1
606,5773,1,6692,6,0,-1,0,-1
607,5774,0,483,0,-1,-1,0,-1
608,5774,1,6693,6,0,-1,0,-1
609,5775,0,483,0,-1,-1,0,-1
610,5775,1,6695,6,0,-1,0,-1
611,5786,0,483,0,-1,-1,0,-1
612,5786,1,6702,6,0,-1,0,-1
613,5787,0,483,0,-1,-1,0,-1
614,5787,1,6703,6,0,-1,0,-1
615,5788,0,483,0,-1,-1,0,-1
616,5788,1,6704,6,0,-1,0,-1
617,5789,0,483,0,-1,-1,0,-1
618,5789,1,6705,6,0,-1,0,-1
619,5810,0,6717,0,-1,-1,0,-1
620,5815,0,20869,2,0,-1,0,-1
621,5816,0,6724,0,-1,0,4,60000
622,5845,0,435,0,-1,0,11,1000
623,5851,0,6802,0,-1,1000,0,-1
624,5859,0,6758,0,-1,-1,0,-1
625,5864,0,55884,0,-1,-1,330,3000
626,5864,1,6777,6,0,-1,0,-1
627,5867,0,6803,0,-1,-1,0,-1
628,5868,0,6805,0,-1,1000,0,-1
629,5872,0,55884,0,-1,-1,330,3000
630,5872,1,6899,6,0,-1,0,-1
631,5873,0,55884,0,-1,-1,330,3000
632,5873,1,6898,6,0,-1,0,-1
637,5878,0,6902,0,-1,-1,0,-1
638,5880,0,6918,0,-5,30000,0,-1
639,5951,0,7108,0,-1,-1,0,-1
640,5972,0,483,0,-1,-1,0,-1
