ID,MapID,AreaID,ChunkX,ChunkY
173,0,12,28,46
174,0,12,29,45
175,0,12,30,45
176,0,12,30,46
177,0,12,30,49
178,0,12,30,50
179,0,12,31,45
180,0,12,31,46
181,0,12,31,47
182,0,12,31,48
183,0,12,31,49
184,0,12,31,50
185,0,12,32,45
186,0,12,32,46
187,0,12,32,47
188,0,12,32,48
189,0,12,32,49
190,0,12,32,50
191,0,12,33,47
192,0,12,33,48
193,0,12,33,49
194,0,12,33,50
195,0,12,34,48
196,0,12,34,49
197,0,12,34,50
198,0,12,35,48
199,0,12,35,49
200,0,12,35,50
201,0,18,32,49
202,0,18,33,49
203,0,19,33,54
204,0,19,34,53
205,0,19,34,54
206,0,19,34,55
207,0,19,35,53
208,0,19,35,54
209,0,19,35,55
210,0,20,28,52
211,0,20,29,52
212,0,25,22,31
213,0,25,46,26
214,0,28,32,29
215,0,28,33,28
216,0,28,33,29
217,0,28,33,30
218,0,28,34,26
219,0,28,34,27
220,0,28,34,28
221,0,28,34,29
222,0,28,34,30
223,0,28,35,26
224,0,28,35,27
225,0,28,35,28
226,0,28,35,29
227,0,28,35,30
228,0,28,36,26
229,0,28,36,27
230,0,28,36,28
231,0,28,36,29
232,0,28,36,30
233,0,33,30,53
234,0,33,30,54
235,0,33,31,53
236,0,33,31,54
237,0,33,31,55
238,0,33,32,53
239,0,33,32,54
240,0,33,32,55
241,0,33,32,56
242,0,33,33,53
243,0,33,33,54
244,0,33,33,55
245,0,33,33,56
246,0,33,33,57
247,0,33,34,53
248,0,33,34,54
249,0,33,34,55
250,0,33,34,56
251,0,33,34,57
252,0,33,35,55
253,0,33,35,56
254,0,33,36,55
255,0,33,36,56
256,0,34,32,48
257,0,35,30,58
258,0,35,30,59
259,0,35,31,58
260,0,35,31,59
261,0,36,31,29
262,0,36,32,29
263,0,36,33,30
264,0,36,33,31
265,0,36,34,30
266,0,36,34,31
267,0,36,35,30
268,0,36,35,31
269,0,37,32,54
270,0,38,36,40
271,0,38,36,41
272,0,38,36,42
273,0,38,36,43
274,0,38,37,40
275,0,38,37,41
276,0,38,37,42
277,0,38,37,43
278,0,38,38,40
279,0,38,38,41
280,0,38,38,42
281,0,38,38,43
282,0,38,39,40
283,0,38,39,41
284,0,38,39,42
285,0,38,39,43
286,0,38,40,41
287,0,38,40,42
288,0,40,28,50
289,0,40,28,51
290,0,40,28,52
291,0,40,29,50
292,0,40,29,51
293,0,40,29,52
294,0,40,29,53
295,0,40,30,50
296,0,40,30,51
297,0,40,30,52
298,0,40,30,53
299,0,40,31,52
300,0,40,31,53
301,0,41,34,52
302,0,41,35,50
303,0,41,35,51
304,0,41,35,52
305,0,41,35,53
306,0,41,36,50
307,0,41,36,51
308,0,41,36,52
309,0,41,36,53
310,0,42,33,52
311,0,42,34,51
312,0,42,34,52
313,0,43,30,59
314,0,43,30,60
315,0,43,31,58
316,0,43,31,59
317,0,43,31,60
318,0,43,32,58
319,0,43,32,59
320,0,43,32,60
321,0,43,33,59
322,0,43,33,60
323,0,44,35,48
324,0,44,35,49
325,0,44,35,50
326,0,44,36,48
327,0,44,36,49
328,0,44,36,50
329,0,44,37,48
330,0,44,37,49
331,0,44,37,50
332,0,44,38,48
333,0,44,38,49
334,0,44,38,50
335,0,44,39,48
336,0,44,39,49
337,0,44,40,48
338,0,44,40,49
339,0,45,34,33
340,0,45,34,34
341,0,45,34,35
342,0,45,35,32
343,0,45,35,33
344,0,45,35,34
345,0,45,35,35
346,0,45,35,36
347,0,45,36,32
348,0,45,36,33
349,0,45,36,34
350,0,45,36,35
351,0,45,36,36
352,0,45,37,33
353,0,45,37,34
354,0,45,37,35
355,0,45,37,36
356,0,45,38,33
357,0,45,38,34
358,0,45,38,35
359,0,45,38,36
360,0,45,39,33
361,0,45,39,34
362,0,45,39,35
363,0,46,32,46
364,0,46,33,45
365,0,46,33,46
366,0,46,33,47
367,0,46,34,45
368,0,46,34,46
369,0,46,34,47
370,0,46,34,48
371,0,46,35,45
372,0,46,35,46
373,0,46,35,47
374,0,46,35,48
375,0,46,36,45
376,0,46,36,46
377,0,46,36,47
378,0,46,36,48
379,0,46,37,47
380,0,46,37,48
381,0,46,38,45
382,0,46,38,46
383,0,46,38,47
384,0,46,38,48
385,0,46,39,47
386,0,46,40,47
387,0,47,35,30
388,0,47,35,31
389,0,47,35,32
390,0,47,36,30
391,0,47,36,31
392,0,47,36,32
393,0,47,36,33
394,0,47,37,30
395,0,47,37,31
396,0,47,37,32
397,0,47,37,33
398,0,47,38,29
399,0,47,38,30
400,0,47,38,31
401,0,47,38,32
402,0,47,38,33
403,0,47,39,29
404,0,47,39,31
405,0,47,39,32
406,0,47,39,33
407,0,47,40,29
408,0,47,40,30
409,0,47,40,31
410,0,47,40,32
411,0,47,40,33
412,0,51,32,44
413,0,51,32,45
414,0,51,32,46
415,0,51,33,43
416,0,51,33,44
417,0,51,33,45
418,0,51,34,43
419,0,51,34,44
420,0,51,34,45
421,0,51,35,43
422,0,51,35,44
423,0,51,35,45
424,0,51,36,43
425,0,54,32,49
426,0,54,33,49
427,0,56,33,48
428,0,56,33,49
429,0,56,34,48
430,0,56,34,49
431,0,57,31,50
432,0,59,32,48
433,0,59,32,49
434,0,60,30,49
435,0,60,30,50
436,0,60,30,51
437,0,60,31,50
438,0,60,31,51
439,0,61,30,49
440,0,62,33,50
441,0,63,31,50
442,0,64,31,50
443,0,64,32,50
444,0,68,35,49
445,0,68,36,49
446,0,68,37,49
447,0,69,35,49
448,0,69,36,49
449,0,70,37,48
450,0,70,37,49
451,0,71,37,49
452,0,71,38,49
453,0,72,37,53
454,0,72,37,54
455,0,72,38,53
456,0,72,38,54
457,0,73,36,53
458,0,73,36,54
459,0,73,36,55
460,0,73,37,54
461,0,74,38,51
462,0,74,39,51
463,0,74,40,51
464,0,75,37,51
465,0,75,38,51
466,0,76,38,50
467,0,85,26,27
468,0,85,26,28
469,0,85,27,27
470,0,85,27,28
471,0,85,28,27
472,0,85,28,28
473,0,85,29,26
474,0,85,29,27
475,0,85,30,25
476,0,85,30,26
477,0,85,30,27
478,0,85,30,28
479,0,85,30,29
480,0,85,31,26
481,0,85,31,27
482,0,85,31,28
483,0,85,32,26
484,0,85,32,27
485,0,85,32,28
486,0,85,32,29
487,0,85,33,26
488,0,85,33,27
489,0,85,33,28
490,0,85,33,29
491,0,85,34,26
492,0,85,34,27
493,0,85,34,28
494,0,86,33,48
495,0,86,33,49
496,0,86,34,48
497,0,86,34,49
498,0,87,31,49
499,0,87,32,49
500,0,88,34,49
501,0,88,34,50
502,0,88,35,49
503,0,89,30,49
504,0,89,31,49
505,0,91,33,49
506,0,91,33,50
507,0,92,30,49
508,0,92,31,49
509,0,93,31,52
510,0,93,32,52
511,0,94,31,51
512,0,94,31,52
513,0,95,35,48
514,0,95,35,49
515,0,95,36,48
516,0,95,36,49
517,0,96,38,49
518,0,97,36,48
519,0,97,36,49
520,0,97,37,48
521,0,97,37,49
522,0,98,35,48
523,0,99,32,53
524,0,100,31,53
525,0,100,32,53
526,0,101,33,53
527,0,102,30,53
528,0,102,30,54
529,0,102,31,53
530,0,102,31,54
531,0,103,33,56
532,0,104,30,54
533,0,104,30,55
534,0,104,31,54
535,0,104,31,55
536,0,105,33,54
537,0,105,33,55
538,0,105,34,55
539,0,107,29,50
540,0,107,29,51
541,0,107,30,50
542,0,107,30,51
543,0,108,29,51
544,0,108,29,52
545,0,108,30,51
546,0,108,30,52
547,0,109,29,50
548,0,111,29,50
549,0,113,28,51
550,0,115,28,53
551,0,116,36,50
552,0,116,36,51
553,0,116,37,50
554,0,116,37,51
555,0,117,31,55
556,0,118,35,38
557,0,120,30,49
558,0,120,30,50
559,0,121,34,52
560,0,122,30,53
561,0,122,30,54
562,0,123,31,54
563,0,125,31,54
564,0,125,32,54
565,0,126,31,54
566,0,127,33,55
567,0,128,32,55
568,0,128,33,55
569,0,129,32,55
570,0,130,26,29
571,0,130,27,29
572,0,130,27,32
573,0,130,27,33
574,0,130,28,29
575,0,130,28,30
576,0,130,28,31
577,0,130,28,32
578,0,130,28,33
579,0,130,29,29
580,0,130,29,30
581,0,130,29,31
582,0,130,29,32
583,0,130,29,33
584,0,130,30,29
585,0,130,30,30
586,0,130,30,31
587,0,130,30,32
588,0,130,30,33
589,0,130,31,32
590,0,131,32,42
591,0,131,33,42
592,0,132,30,43
593,0,132,30,44
594,0,132,31,43
595,0,132,31,44
596,0,133,30,41
597,0,133,30,42
598,0,133,31,41
599,0,134,34,42
600,0,134,34,43
601,0,134,35,42
602,0,134,35,43
603,0,135,30,42
604,0,135,31,42
605,0,135,31,43
606,0,136,32,42
607,0,136,32,43
608,0,137,31,42
609,0,138,33,41
610,0,138,33,42
611,0,138,34,41
612,0,138,34,42
613,0,139,36,26
614,0,139,36,27
615,0,139,36,30
616,0,139,37,25
617,0,139,37,27
618,0,139,37,28
619,0,139,37,29
620,0,139,37,30
621,0,139,38,25
622,0,139,38,27
623,0,139,38,28
624,0,139,38,29
625,0,139,38,30
626,0,139,39,25
627,0,139,39,26
628,0,139,39,27
629,0,139,39,28
630,0,139,39,29
631,0,139,40,25
632,0,139,40,26
633,0,139,40,27
634,0,139,40,28
635,0,139,40,29
636,0,139,41,25
637,0,139,41,26
638,0,139,41,27
639,0,139,41,28
640,0,139,41,29
641,0,139,42,26
642,0,139,42,27
643,0,139,42,28
644,0,139,42,29
645,0,139,43,26
646,0,139,43,27
647,0,139,43,29
648,0,142,38,42
649,0,142,39,42
650,0,142,39,43
651,0,143,38,40
652,0,143,38,41
653,0,143,39,40
654,0,143,39,41
655,0,144,37,41
656,0,144,37,42
657,0,146,37,40
658,0,146,37,41
659,0,146,38,40
660,0,146,38,41
661,0,147,39,42
662,0,147,39,43
663,0,147,40,42
664,0,147,40,43
665,0,149,37,40
666,0,149,37,41
667,0,150,33,38
668,0,150,33,39
669,0,152,33,28
670,0,152,33,29
671,0,153,31,28
672,0,153,31,29
673,0,153,32,28
674,0,153,32,29
675,0,154,28,27
676,0,154,28,28
677,0,154,28,29
678,0,154,29,27
679,0,154,29,28
680,0,154,29,29
681,0,155,28,28
682,0,156,29,27
683,0,157,29,26
684,0,157,30,26
685,0,157,30,27
686,0,157,31,26
687,0,159,31,27
688,0,160,33,26
689,0,161,33,26
690,0,162,31,26
691,0,162,31,27
692,0,162,32,26
693,0,162,32,27
694,0,163,32,27
695,0,164,30,26
696,0,164,31,26
697,0,164,31,27
698,0,165,32,28
699,0,165,33,28
700,0,166,30,27
701,0,166,30,28
702,0,166,31,27
703,0,166,31,28
704,0,167,32,27
705,0,167,32,28
706,0,167,33,27
707,0,167,33,28
708,0,168,30,25
709,0,168,30,26
710,0,168,31,25
711,0,168,31,26
712,0,168,32,25
713,0,168,32,26
714,0,168,33,25
715,0,168,33,26
716,0,169,27,26
717,0,169,27,27
718,0,169,28,26
719,0,169,28,27
720,0,169,29,25
721,0,169,29,26
722,0,169,29,27
723,0,169,30,25
724,0,169,30,26
725,0,172,30,29
726,0,172,30,30
727,0,172,31,29
728,0,172,31,30
729,0,173,32,27
730,0,173,33,27
731,0,189,33,42
732,0,190,34,26
733,0,190,35,26
734,0,192,34,27
735,0,192,35,27
736,0,193,34,28
737,0,193,34,29
738,0,193,35,28
739,0,193,35,29
740,0,197,34,29
741,0,197,34,30
742,0,197,35,29
743,0,197,35,30
744,0,198,36,27
745,0,198,36,28
746,0,199,34,28
747,0,200,34,28
748,0,200,35,28
749,0,201,36,28
750,0,202,35,29
751,0,204,28,32
752,0,204,29,32
753,0,205,36,36
754,0,205,36,37
755,0,211,31,41
756,0,211,31,42
757,0,211,32,41
758,0,212,35,42
759,0,212,36,42
760,0,213,29,31
761,0,213,30,31
762,0,214,17,37
763,0,214,17,38
764,0,214,17,39
765,0,214,17,40
766,0,214,17,46
767,0,214,17,47
768,0,214,17,48
769,0,214,18,37
770,0,214,18,38
771,0,214,18,39
772,0,214,18,46
773,0,214,18,47
774,0,214,18,48
775,0,214,19,37
776,0,214,19,38
777,0,214,19,47
778,0,214,19,48
779,0,214,20,37
780,0,214,20,38
781,0,214,20,47
782,0,214,20,48
783,0,214,21,37
784,0,214,21,38
785,0,214,21,47
786,0,214,21,48
787,0,214,22,33
788,0,214,22,34
789,0,214,22,35
790,0,214,22,36
791,0,214,22,37
792,0,214,22,38
793,0,214,22,47
794,0,214,22,48
795,0,214,23,33
796,0,214,23,34
797,0,214,23,35
798,0,214,23,36
799,0,214,23,37
800,0,214,23,38
801,0,214,23,47
802,0,214,23,48
803,0,214,24,33
804,0,214,24,34
805,0,214,24,35
806,0,214,24,36
807,0,214,24,37
808,0,214,24,38
809,0,214,24,47
810,0,214,24,48
811,0,214,25,22
812,0,214,25,23
813,0,214,25,24
814,0,214,25,25
815,0,214,25,26
816,0,214,25,27
817,0,214,25,28
818,0,214,25,33
819,0,214,25,34
820,0,214,25,35
821,0,214,25,36
822,0,214,25,37
823,0,214,25,38
824,0,214,25,47
825,0,214,26,22
826,0,214,26,23
827,0,214,26,24
828,0,214,26,25
829,0,214,26,26
830,0,214,26,27
831,0,214,26,28
832,0,214,26,33
833,0,214,26,34
834,0,214,26,35
835,0,214,26,36
836,0,214,26,37
837,0,214,26,38
838,0,214,26,39
839,0,214,26,40
840,0,214,26,41
841,0,214,26,42
842,0,214,26,43
843,0,214,26,44
844,0,214,26,45
845,0,214,26,46
846,0,214,26,47
847,0,214,27,22
848,0,214,27,23
849,0,214,27,24
850,0,214,27,25
851,0,214,27,26
852,0,214,27,27
853,0,214,27,37
854,0,214,27,38
855,0,214,27,39
856,0,214,27,40
857,0,214,27,41
858,0,214,27,42
859,0,214,27,43
860,0,214,27,44
861,0,214,27,45
862,0,214,27,46
863,0,214,27,47
864,0,214,28,22
865,0,214,28,23
866,0,214,28,24
867,0,214,28,25
868,0,214,28,26
869,0,214,28,41
870,0,214,28,42
871,0,214,28,43
872,0,214,28,44
873,0,214,28,45
874,0,214,28,46
875,0,214,29,22
876,0,214,29,23
877,0,214,29,24
878,0,214,29,25
879,0,214,30,22
880,0,214,30,23
881,0,214,30,24
882,0,214,30,25
883,0,214,30,26
884,0,214,31,22
885,0,214,31,23
886,0,214,31,24
887,0,214,31,25
888,0,214,32,22
889,0,214,32,23
890,0,214,32,24
891,0,214,32,25
892,0,214,33,22
893,0,214,33,23
894,0,214,33,24
895,0,214,33,25
896,0,214,34,22
897,0,214,34,23
898,0,214,34,24
899,0,214,34,25
900,0,214,35,20
901,0,214,35,21
902,0,214,35,22
903,0,214,35,23
904,0,214,35,24
905,0,214,35,25
906,0,214,36,20
907,0,214,36,21
908,0,214,36,22
909,0,214,36,23
910,0,214,36,24
911,0,214,37,20
912,0,214,37,21
913,0,214,37,22
914,0,214,37,23
915,0,214,38,19
916,0,214,38,20
917,0,214,38,21
918,0,214,38,22
919,0,214,38,23
920,0,214,39,19
921,0,214,39,20
922,0,214,39,21
923,0,214,39,22
924,0,214,39,23
925,0,214,40,19
926,0,214,40,20
927,0,214,40,21
928,0,214,40,22
929,0,214,40,23
930,0,214,41,19
931,0,214,41,20
932,0,214,41,21
933,0,214,41,22
934,0,214,41,23
935,0,214,41,24
936,0,214,42,19
937,0,214,42,20
938,0,214,42,21
939,0,214,42,22
940,0,214,42,23
941,0,214,42,24
942,0,214,42,25
943,0,214,43,19
944,0,214,43,20
945,0,214,43,21
946,0,214,43,22
947,0,214,43,23
948,0,214,43,24
949,0,214,43,25
950,0,219,28,51
951,0,219,28,52
952,0,219,29,51
953,0,219,29,52
954,0,226,28,29
955,0,227,29,30
956,0,227,30,30
957,0,228,28,30
958,0,228,28,31
959,0,228,29,30
960,0,228,29,31
961,0,229,28,31
962,0,229,29,31
963,0,231,30,32
964,0,232,31,29
965,0,232,31,30
966,0,233,29,31
967,0,233,29,32
968,0,233,30,31
969,0,233,30,32
970,0,236,28,32
971,0,236,29,32
972,0,237,29,30
973,0,237,30,30
974,0,239,29,29
975,0,241,33,52
976,0,242,33,50
977,0,242,33,51
978,0,242,33,52
979,0,242,34,50
980,0,242,34,51
981,0,243,31,51
982,0,245,32,52
983,0,245,33,52
984,0,246,33,45
985,0,246,34,44
986,0,246,34,45
987,0,246,35,44
988,0,247,35,45
989,0,249,36,46
990,0,249,36,47
991,0,249,37,46
992,0,249,37,47
993,0,250,35,45
994,0,250,35,46
995,0,250,36,46
996,0,251,35,46
997,0,251,36,46
998,0,252,34,46
999,0,254,33,45
1000,0,254,33,46
1001,0,254,33,47
1002,0,254,34,45
1003,0,254,34,46
1004,0,254,34,47
1005,0,255,33,45
1006,0,255,33,46
1007,0,267,31,32
1008,0,267,31,33
1009,0,267,32,32
1010,0,267,32,33
1011,0,267,33,31
1012,0,267,33,32
1013,0,267,33,33
1014,0,267,34,31
1015,0,267,34,32
1016,0,267,34,33
1017,0,267,34,34
1018,0,267,34,35
1019,0,267,35,32
1020,0,271,32,33
1021,0,271,33,33
1022,0,272,33,31
1023,0,272,33,32
1024,0,272,34,31
1025,0,272,34,32
1026,0,275,34,32
1027,0,275,34,33
1028,0,275,35,32
1029,0,275,35,33
1030,0,278,31,32
1031,0,279,31,30
1032,0,279,31,31
1033,0,279,31,32
1034,0,279,32,31
1035,0,280,33,30
1036,0,281,31,30
1037,0,281,31,31
1038,0,281,32,30
1039,0,281,32,31
1040,0,281,33,30
1041,0,282,32,30
1042,0,282,33,30
1043,0,283,32,30
1044,0,283,33,30
1045,0,284,32,29
1046,0,284,32,30
1047,0,284,33,29
1048,0,284,33,30
1049,0,285,31,32
1050,0,285,31,33
1051,0,286,31,32
1052,0,286,31,33
1053,0,286,32,32
1054,0,286,32,33
1055,0,288,31,33
1056,0,288,31,34
1057,0,289,33,33
1058,0,289,33,34
1059,0,289,34,33
1060,0,290,33,34
1061,0,290,34,33
1062,0,290,34,34
1063,0,294,32,34
1064,0,294,33,33
1065,0,294,33,34
1066,0,294,33,35
1067,0,294,34,34
1068,0,294,34,35
1069,0,295,31,33
1070,0,295,31,34
1071,0,295,32,33
1072,0,295,32,34
1073,0,295,33,33
1074,0,295,33,34
1075,0,297,32,58
1076,0,297,32,59
1077,0,298,31,39
1078,0,298,32,37
1079,0,298,32,38
1080,0,298,32,39
1081,0,298,32,40
1082,0,298,33,36
1083,0,298,33,37
1084,0,298,33,38
1085,0,298,33,39
1086,0,298,34,36
1087,0,298,34,37
1088,0,298,35,36
1089,0,299,33,38
1090,0,299,33,39
1091,0,299,34,38
1092,0,299,34,39
1093,0,300,39,49
1094,0,300,39,50
1095,0,300,39,52
1096,0,300,40,50
1097,0,300,40,51
1098,0,300,40,52
1099,0,301,28,54
1100,0,301,28,55
1101,0,301,29,53
1102,0,301,29,54
1103,0,301,29,55
1104,0,301,30,53
1105,0,301,30,54
1106,0,301,30,55
1107,0,301,31,54
1108,0,301,31,55
1109,0,301,32,55
1110,0,302,32,57
1111,0,302,32,58
1112,0,302,32,59
1113,0,302,33,57
1114,0,302,33,58
1115,0,302,33,59
1116,0,305,27,29
1117,0,305,27,30
1118,0,305,27,31
1119,0,305,28,29
1120,0,305,28,30
1121,0,305,28,31
1122,0,306,27,32
1123,0,306,28,31
1124,0,306,28,32
1125,0,307,40,30
1126,0,307,40,31
1127,0,307,40,32
1128,0,307,40,33
1129,0,307,41,30
1130,0,307,41,31
1131,0,307,41,32
1132,0,307,41,33
1133,0,308,39,43
1134,0,308,40,42
1135,0,308,40,43
1136,0,308,41,42
1137,0,308,41,43
1138,0,308,42,42
1139,0,308,42,43
1140,0,308,42,44
1141,0,308,42,45
1142,0,308,42,46
1143,0,308,43,26
1144,0,308,43,27
1145,0,308,43,28
1146,0,308,43,29
1147,0,308,43,35
1148,0,308,43,36
1149,0,308,43,42
1150,0,308,43,43
1151,0,308,43,44
1152,0,308,43,45
1153,0,308,44,25
1154,0,308,44,26
1155,0,308,44,27
1156,0,308,44,28
1157,0,308,44,29
1158,0,308,44,35
1159,0,308,44,36
1160,0,308,44,37
1161,0,308,44,42
1162,0,308,45,35
1163,0,308,45,36
1164,0,308,45,37
1165,0,308,45,38
1166,0,308,45,39
1167,0,308,45,40
1168,0,308,45,41
1169,0,308,45,42
1170,0,309,35,37
1171,0,309,36,37
1172,0,310,32,56
1173,0,310,32,57
1174,0,311,32,57
1175,0,312,30,58
1176,0,313,35,33
1177,0,313,36,33
1178,0,314,37,34
1179,0,314,37,35
1180,0,314,38,34
1181,0,314,38,35
1182,0,315,37,33
1183,0,315,37,34
1184,0,316,37,35
1185,0,317,37,35
1186,0,317,38,34
1187,0,317,38,35
1188,0,318,38,33
1189,0,318,38,34
1190,0,318,39,33
1191,0,318,39,34
1192,0,320,36,34
1193,0,320,37,34
1194,0,321,38,33
1195,0,321,38,34
1196,0,324,34,34
1197,0,324,34,35
1198,0,324,35,34
1199,0,324,35,35
1200,0,327,35,35
1201,0,327,35,36
1202,0,327,36,35
1203,0,327,36,36
1204,0,328,34,35
1205,0,328,34,36
1206,0,328,35,35
1207,0,328,35,36
1208,0,333,37,33
1209,0,333,38,33
1210,0,334,35,33
1211,0,335,35,34
1212,0,335,35,35
1213,0,335,36,34
1214,0,335,36,35
1215,0,336,36,34
1216,0,336,37,34
1217,0,338,37,43
1218,0,338,37,44
1219,0,338,38,43
1220,0,338,38,44
1221,0,339,39,43
1222,0,339,39,44
1223,0,339,39,45
1224,0,339,40,43
1225,0,339,40,44
1226,0,339,40,45
1227,0,340,35,44
1228,0,340,36,44
1229,0,341,38,43
1230,0,341,39,43
1231,0,344,36,45
1232,0,345,38,45
1233,0,346,38,43
1234,0,346,38,44
1235,0,347,36,45
1236,0,348,35,31
1237,0,348,36,31
1238,0,349,35,31
1239,0,349,36,31
1240,0,350,36,31
1241,0,350,37,31
1242,0,351,38,31
1243,0,351,39,31
1244,0,352,36,31
1245,0,352,36,32
1246,0,353,37,32
1247,0,353,37,33
1248,0,354,38,32
1249,0,354,38,33
1250,0,354,39,32
1251,0,354,39,33
1252,0,354,40,32
1253,0,354,40,33
1254,0,355,37,32
1255,0,355,38,32
1256,0,356,38,29
1257,0,356,38,30
1258,0,356,39,29
1259,0,356,39,30
1260,0,356,39,31
1261,0,356,40,29
1262,0,356,40,30
1263,0,356,40,31
1264,0,459,32,26
1265,0,459,32,27
1266,0,459,33,26
1267,0,477,31,56
1268,0,477,31,57
1269,0,477,32,56
1270,0,477,32,57
1271,0,492,31,51
1272,0,536,31,52
1273,0,556,37,41
1274,0,556,37,42
1275,0,556,38,41
1276,0,556,38,42
1277,0,556,39,42
1278,0,576,34,51
1279,0,576,35,51
1280,0,657,37,50
1281,0,657,37,51
1282,0,716,35,42
1283,0,716,35,43
1284,0,716,36,42
1285,0,716,36,43
1286,0,797,32,50
1287,0,798,34,50
1288,0,799,30,51
1289,0,799,31,50
1290,0,799,31,51
1291,0,799,32,50
1292,0,799,32,51
1293,0,799,33,50
1294,0,799,33,51
1295,0,799,34,50
1296,0,799,35,50
1297,0,800,31,43
1298,0,800,32,43
1299,0,801,31,41
1300,0,801,31,42
1301,0,801,31,43
1302,0,801,32,41
1303,0,801,32,42
1304,0,802,32,41
1305,0,802,32,42
1306,0,803,34,42
1307,0,804,33,42
1308,0,804,33,43
1309,0,804,34,42
1310,0,804,34,43
1311,0,805,36,42
1312,0,806,36,42
1313,0,807,35,41
1314,0,807,35,42
1315,0,807,36,41
1316,0,807,36,42
1317,0,808,35,41
1318,0,808,36,41
1319,0,809,33,41
1320,0,810,30,27
1321,0,810,30,28
1322,0,811,29,27
1323,0,811,29,28
1324,0,811,30,27
1325,0,811,30,28
1326,0,812,33,26
1327,0,812,33,27
1328,0,812,33,28
1329,0,812,34,26
1330,0,812,34,27
1331,0,813,33,28
1332,0,836,36,39
1333,0,836,36,40
1334,0,836,37,40
1335,0,837,36,40
1336,0,837,37,40
1337,0,838,36,40
1338,0,838,36,41
1339,0,839,36,42
1340,0,856,32,51
1341,0,856,33,51
1342,0,880,36,36
1343,0,881,36,36
1344,0,896,30,34
1345,0,896,31,34
1346,0,896,31,35
1347,0,916,29,50
1348,0,916,30,50
1349,0,917,30,52
1350,0,918,29,50
1351,0,918,29,51
1352,0,919,29,51
1353,0,919,29,52
1354,0,920,28,53
1355,0,920,29,52
1356,0,920,29,53
1357,0,921,28,52
1358,0,921,28,53
