ID,Quality[0],Quality[1],Quality[2],Quality[3],Quality[4],Quality[5],Quality[6],ItemLevel
190,15.586931,25.069128,25.978218,28.189249,28.189249,28.189249,28.189249,190
191,15.590039,25.07379,25.98319,28.194532,28.194532,28.194532,28.194532,191
192,15.592836,25.078451,25.988163,28.199816,28.199816,28.199816,28.199816,192
193,15.595944,25.083736,25.993446,28.20572,28.20572,28.20572,28.20572,193
194,15.599052,25.088398,25.99842,28.211004,28.764229,28.764229,28.764229,194
195,15.60216,25.09337,26.003393,28.2166,28.769823,28.769823,28.769823,195
196,15.605268,25.098343,26.008677,28.222195,28.775417,28.775417,28.775417,196
197,15.608066,25.103315,26.013649,28.227478,28.781012,28.781012,28.781012,197
198,15.611174,25.107979,26.018621,28.233072,28.786608,28.786608,28.786608,198
199,15.614282,25.112951,26.023905,28.238667,28.792513,28.792513,28.792513,199
200,15.617389,25.117924,26.02888,28.797796,28.797796,28.797796,28.797796,200
201,15.620187,25.122585,26.033852,28.80339,29.357235,29.357235,29.357235,201
202,15.623605,25.127869,26.039135,28.809296,29.36314,29.36314,29.36314,202
203,15.626403,25.132532,26.044107,28.81489,29.368734,29.368734,29.368734,203
204,15.62951,25.137505,26.04908,28.820173,29.37464,29.37464,29.37464,204
205,15.632618,25.142477,26.054363,28.826078,29.380545,29.380545,29.380545,205
206,15.635726,25.147139,26.059338,28.831673,29.38614,29.38614,29.38614,206
207,15.638524,25.152111,26.06431,28.836956,29.946201,29.946201,29.946201,207
208,15.641631,25.157084,26.069593,28.842861,29.952417,29.952417,29.952417,208
209,15.644739,25.162058,26.074566,28.848455,29.958012,29.958012,29.958012,209
210,15.647847,25.16672,26.079538,28.85405,29.963606,29.963606,29.963606,210
211,15.650955,25.172003,26.084822,28.859955,29.969822,29.969822,29.969822,211
212,15.653752,25.176664,26.089796,28.86524,29.975416,29.975416,29.975416,212
213,15.65686,25.181326,26.094769,28.870834,30.536411,30.536411,30.536411,213
214,15.659968,25.186611,26.100052,28.87674,30.542627,30.542627,30.542627,214
215,15.663076,25.191273,26.105024,28.882023,30.548532,30.548532,30.548532,215
216,15.666184,25.196556,26.110308,28.887928,30.554749,30.554749,30.554749,216
217,15.669292,25.201218,26.11528,28.893522,30.560343,30.560343,30.560343,217
218,15.67209,25.20619,26.120255,28.899117,30.566248,30.566248,30.566248,218
219,15.675198,25.211164,26.125538,28.90471,30.572464,30.572464,30.572464,219
220,15.678306,25.215826,26.13051,28.910305,30.57837,30.57837,30.57837,220
221,15.681414,25.220798,26.135483,28.9159,30.583963,30.583963,30.583963,221
222,15.684522,25.22577,26.140766,28.921804,30.59018,30.59018,30.59018,222
223,15.687319,25.230743,26.145739,28.927088,30.596085,30.596085,30.596085,223
224,15.690738,25.235716,26.151022,28.932993,30.6023,30.6023,30.6023,224
225,15.693535,25.24069,26.155996,28.938587,30.608206,30.608206,30.608206,225
226,15.696643,25.245352,26.160969,28.944183,30.6138,30.6138,30.6138,226
227,15.699751,25.250324,26.166252,28.949778,30.620016,30.620016,30.620016,227
228,15.702859,25.255297,26.171225,28.955372,30.625921,30.625921,30.625921,228
229,15.705967,25.26027,26.176508,28.961277,30.632137,30.632137,30.632137,229
230,15.708764,25.265244,26.18148,28.966871,30.638042,30.638042,30.638042,230
231,15.712183,25.270216,26.186766,28.972466,30.643948,30.643948,30.643948,231
232,15.71498,25.274878,26.191738,28.97806,30.649853,30.649853,30.649853,232
233,15.718088,25.27985,26.19671,28.983654,30.655758,30.655758,30.655758,233
234,15.721196,25.284822,26.201994,28.98956,30.661974,30.661974,30.661974,234
235,15.724304,25.289797,26.206966,28.994843,30.66788,30.66788,30.66788,235
236,15.727412,25.29477,26.21225,29.000748,30.673784,30.673784,30.673784,236
237,15.730209,25.299742,26.217224,29.006342,30.67969,30.67969,30.67969,237
238,15.733628,25.304714,26.222507,29.012247,30.685905,30.685905,30.685905,238
239,15.736425,25.309376,26.22748,29.01753,30.69181,30.69181,30.69181,239
240,15.739533,25.31435,26.232452,29.023125,30.697405,30.697405,30.697405,240
241,15.742641,25.319323,26.237736,29.029032,30.70362,30.70362,30.70362,241
242,15.745749,25.324295,26.242708,29.034626,30.709526,30.709526,30.709526,242
243,15.748857,25.329268,26.247992,29.04022,30.715742,30.715742,30.715742,243
244,15.751655,25.33424,26.252966,29.045815,30.721647,30.721647,30.721647,244
245,15.755074,25.339212,26.25825,29.05172,30.727863,30.727863,30.727863,245
246,15.757871,25.343876,26.263222,29.057314,30.733458,30.733458,30.733458,246
247,15.760979,25.34916,26.268505,29.062908,30.739674,30.739674,30.739674,247
248,15.764087,25.35382,26.273478,29.068502,30.745579,30.745579,30.745579,248
249,15.767195,25.359104,26.27876,29.074408,30.751795,30.751795,30.751795,249
250,15.770303,25.363766,26.283735,29.080002,30.7577,30.7577,30.7577,250
251,15.773411,25.36905,26.289019,29.085596,30.763605,30.763605,30.763605,251
252,15.776519,25.373713,26.293991,29.09119,30.76951,30.76951,30.76951,252
253,15.779627,25.378685,26.299274,29.097095,30.775726,30.775726,30.775726,253
254,15.782424,25.383657,26.304247,29.10269,30.781631,30.781631,30.781631,254
255,15.785843,25.38863,26.30953,29.108284,30.787848,30.787848,30.787848,255
256,15.78864,25.393602,26.314503,29.113878,30.793442,30.793442,30.793442,256
257,15.791748,25.398577,26.319788,29.119785,30.799658,30.799658,30.799658,257
258,15.794856,25.40355,26.32476,29.12538,30.805563,30.805563,30.805563,258
259,15.797964,25.408522,26.330044,29.130974,30.811779,30.811779,30.811779,259
260,15.801072,25.413183,26.335016,29.136568,30.817684,30.817684,30.817684,260
261,15.80418,25.418467,26.3403,29.142473,30.8239,30.8239,30.8239,261
262,15.807288,25.42313,26.345272,29.148067,30.829494,30.829494,30.829494,262
263,15.810396,25.428413,26.350557,29.153662,30.83571,30.83571,30.83571,263
264,15.813193,25.433075,26.35553,29.159256,30.841616,30.841616,30.841616,264
265,15.816612,25.438047,26.360813,29.165161,30.847832,30.847832,30.847832,265
266,15.819409,25.44302,26.365786,29.170755,30.853426,30.853426,30.853426,266
267,15.822517,25.447992,26.371069,29.17635,30.859642,30.859642,30.859642,267
268,15.825625,25.452967,26.376041,29.181944,30.865547,30.865547,30.865547,268
269,15.828733,25.45794,26.381325,29.187849,30.871763,30.871763,30.871763,269
270,15.831841,25.463223,26.38661,29.193754,30.87798,30.87798,30.87798,270
271,15.834949,25.467884,26.391582,29.199348,30.883884,30.883884,30.883884,271
272,15.838058,25.472857,26.396866,29.204943,30.8901,30.8901,30.8901,272
273,15.841166,25.47783,26.401838,29.210539,30.895695,30.895695,30.895695,273
274,15.844274,25.482803,26.407122,29.216444,30.90191,30.90191,30.90191,274
275,15.847382,25.487776,26.412094,29.222038,30.907816,30.907816,30.907816,275
276,15.85049,25.492748,26.417377,29.227633,30.914032,30.914032,30.914032,276
277,15.853287,25.49772,26.422352,29.233227,30.919628,30.919628,30.919628,277
278,15.856706,25.502693,26.427635,28.629963,30.281555,30.281555,30.281555,278
279,15.886542,25.550558,26.477364,28.683731,30.338741,30.338741,30.338741,279
280,15.916068,25.598421,26.52678,28.737501,30.395308,30.395308,30.395308,280
281,15.946216,25.646595,26.576818,28.79158,30.452496,30.452496,30.452496,281
282,15.976052,25.694769,26.626547,28.845348,30.509682,30.509682,30.509682,282
283,16.00589,25.742943,26.676586,28.899738,30.56687,30.56687,30.56687,283
284,16.036037,25.791117,26.726624,28.953817,30.624367,30.624367,30.624367,284
285,16.065874,25.839602,26.776663,29.008207,30.681555,30.681555,30.681555,285
286,16.096333,25.888086,26.827013,29.062597,30.739363,30.739363,30.739363,286
287,16.12648,25.936571,26.877363,29.117298,30.796862,30.796862,30.796862,287
288,16.156628,25.985367,26.927711,29.171688,30.85467,30.85467,30.85467,288
289,16.187086,26.034163,26.978373,28.629963,30.281866,30.281866,30.281866,289
290,16.296177,26.209764,27.160501,28.82328,30.486372,30.486372,30.486372,290
291,16.406511,26.38723,27.344185,29.018463,31.25063,31.25063,31.25063,291
292,16.517155,26.56532,27.5288,28.629963,30.832293,30.832293,30.832293,292
293,16.628733,26.74465,27.714657,28.82328,31.04053,31.04053,31.04053,293
294,16.741241,26.925537,27.90207,29.018152,31.250319,31.250319,31.250319,294
295,16.847536,27.096476,28.079226,28.629652,30.831982,30.831982,30.831982,295
296,17.01195,27.360968,28.353352,28.909372,31.133146,31.133146,31.133146,296
297,17.177916,27.627945,28.629963,28.629963,30.832293,30.832293,30.832293,297
298,17.293844,27.814425,28.82328,28.82328,31.04053,31.04053,31.04053,298
299,17.411016,28.002459,29.018152,29.018152,31.250319,31.250319,31.250319,299
300,17.508297,28.159101,29.180391,29.180391,30.831982,30.831982,30.831982,300
301,17.573875,28.264774,29.289791,29.289791,30.9476,30.9476,30.9476,301
302,17.639765,28.370445,29.399504,29.399504,31.063528,31.063528,31.063528,302
303,17.705654,28.47674,29.509527,29.509527,31.179768,31.179768,31.179768,303
304,17.772165,28.583344,29.620173,29.620173,31.296938,31.296938,31.296938,304
305,17.838676,28.690569,29.731129,29.731129,31.382719,31.382719,31.382719,305
306,17.843027,28.697718,29.738586,29.738586,31.3908,31.3908,31.3908,306
307,17.84769,28.704866,29.746046,29.746046,31.39857,31.39857,31.39857,307
308,17.852041,28.712015,29.753506,29.753506,31.40634,31.40634,31.40634,308
309,17.856703,28.719475,29.760965,29.760965,31.414421,31.414421,31.414421,309
310,17.861053,28.726622,29.768423,29.768423,31.422192,31.422192,31.422192,310
311,17.865406,28.73377,29.775883,29.775883,31.42996,31.42996,31.42996,311
312,17.870068,28.74092,29.783342,29.783342,31.438042,31.438042,31.438042,312
313,17.874418,28.748068,29.790802,29.790802,31.445812,31.445812,31.445812,313
314,17.879082,28.755527,29.798573,29.798573,31.454203,31.454203,31.454203,314
315,17.883743,28.762674,29.80603,29.80603,31.461973,31.461973,31.461973,315
316,17.888094,28.770134,29.81349,29.81349,31.469744,31.469744,31.469744,316
317,17.892445,28.777283,29.82095,30.373241,31.477823,31.477823,31.477823,317
318,17.897108,28.784431,29.82841,30.3807,31.485594,31.485594,31.485594,318
319,17.901459,28.79158,29.835867,30.38847,32.045967,32.045967,32.045967,319
320,17.90612,28.798729,29.843327,30.39593,32.054047,32.054047,32.054047,320
321,17.910471,28.805876,29.850786,30.4037,32.061817,32.061817,32.061817,321
322,17.915134,28.813646,29.858557,30.411469,32.07021,32.07021,32.07021,322
323,17.919485,28.820795,29.866014,30.419239,32.07829,32.07829,32.07829,323
324,17.924147,28.827944,29.873474,30.426699,32.08637,32.08637,32.08637,324
325,17.928497,28.835093,29.880934,30.987692,32.09445,32.09445,32.09445,325
326,17.93316,28.84224,29.888393,30.995462,32.102222,32.102222,32.102222,326
327,17.937511,28.849388,29.895851,31.003233,32.110302,32.110302,32.110302,327
328,17.942173,28.856848,29.903622,31.011312,32.118694,32.118694,32.118694,328
329,17.946524,28.864307,29.911081,31.018772,32.126774,32.126774,32.126774,329
330,17.951187,28.871456,29.918541,31.026543,32.134853,32.134853,32.134853,330
331,17.955538,28.878603,29.925999,31.034313,32.142624,32.142624,32.142624,331
332,17.9602,28.885752,29.933458,31.042082,32.705173,32.705173,32.705173,332
333,17.96486,28.893211,29.941229,31.60463,32.713566,32.713566,32.713566,333
334,17.969213,28.90036,29.948689,31.6124,32.721645,32.721645,32.721645,334
335,17.973564,28.90782,29.956148,31.620481,32.729725,32.729725,32.729725,335
336,17.978226,28.914967,29.963606,31.628252,32.738117,32.738117,32.738117,336
337,17.982576,28.922115,29.971066,31.63602,32.7462,32.7462,32.7462,337
338,17.98724,28.929575,29.978836,31.644413,32.75459,32.75459,32.75459,338
339,17.991901,28.936724,29.986296,31.652184,32.762672,32.762672,32.762672,339
340,17.996252,28.943872,29.993753,31.659952,32.77106,32.77106,32.77106,340
341,18.000603,28.95102,30.001213,31.668034,32.779144,32.779144,32.779144,341
342,18.005266,28.95879,30.008984,31.676115,32.787537,32.787537,32.787537,342
343,18.009928,28.965939,30.016443,31.683884,32.795616,32.795616,32.795616,343
344,18.014278,28.973087,30.023901,31.691965,32.80401,32.80401,32.80401,344
345,18.01894,28.980547,30.031672,31.700047,32.8124,32.8124,32.8124,345
346,18.023603,28.987694,30.039131,32.26415,33.376812,33.376812,33.376812,346
347,18.027954,28.994843,30.04659,32.27223,33.385204,33.385204,33.385204,347
348,18.032305,29.002302,30.054049,32.280308,33.393284,33.393284,33.393284,348
349,18.036966,29.009762,30.06182,32.2887,33.401985,33.401985,33.401985,349
350,18.04163,29.01691,30.069279,32.296783,33.410378,33.410378,33.410378,350
351,18.04598,29.024057,30.076738,32.30455,33.41846,33.41846,33.41846,351
352,18.050642,29.031517,30.084507,32.312943,33.427162,33.427162,33.427162,352
