ID,WeaponSubClassCost[0],WeaponSubClassCost[1],WeaponSubClassCost[2],WeaponSubClassCost[3],WeaponSubClassCost[4],WeaponSubClassCost[5],WeaponSubClassCost[6],WeaponSubClassCost[7],WeaponSubClassCost[8],WeaponSubClassCost[9],WeaponSubClassCost[10],WeaponSubClassCost[11],WeaponSubClassCost[12],WeaponSubClassCost[13],WeaponSubClassCost[14],WeaponSubClassCost[15],WeaponSubClassCost[16],WeaponSubClassCost[17],WeaponSubClassCost[18],WeaponSubClassCost[19],WeaponSubClassCost[20],ArmorSubClassCost[0],ArmorSubClassCost[1],ArmorSubClassCost[2],ArmorSubClassCost[3],ArmorSubClassCost[4],ArmorSubClassCost[5],ArmorSubClassCost[6],ArmorSubClassCost[7]
27,0,0,10,10,0,0,0,0,0,0,10,0,0,0,7,5,1,10,10,7,0,0,7,7,7,7,0,7,0
28,0,0,12,12,0,0,0,0,0,0,12,0,0,0,8,6,1,12,12,8,0,0,7,7,7,7,0,8,0
29,0,0,12,12,0,0,0,0,0,0,12,0,0,0,8,6,1,12,12,8,0,0,7,7,7,7,0,8,0
30,0,0,13,13,0,0,0,0,0,0,13,0,0,0,9,6,1,13,13,9,0,0,8,8,8,8,0,9,0
31,0,0,13,13,0,0,0,0,0,0,13,0,0,0,9,6,1,13,13,9,0,0,8,8,8,8,0,9,0
32,0,0,15,15,0,0,0,0,0,0,15,0,0,0,10,7,1,15,15,10,0,0,9,9,9,9,0,10,0
33,0,0,16,16,0,0,0,0,0,0,16,0,0,0,11,8,1,16,16,11,0,0,9,9,9,9,0,11,0
34,0,0,18,18,0,0,0,0,0,0,18,0,0,0,12,9,1,18,18,12,0,0,10,10,10,10,0,12,0
35,0,0,19,19,0,0,0,0,0,0,19,0,0,0,13,9,1,19,19,13,0,0,11,11,11,11,0,13,0
36,0,0,21,21,0,0,0,0,0,0,21,0,0,0,14,10,1,21,21,14,0,0,12,12,12,12,0,14,0
37,0,0,22,22,0,0,0,0,0,0,22,0,0,0,15,11,2,22,22,15,0,0,13,13,13,13,0,15,0
38,0,0,24,24,0,0,0,0,0,0,24,0,0,0,16,12,2,24,24,16,0,0,14,14,14,14,0,16,0
39,0,0,25,25,0,0,0,0,0,0,25,0,0,0,17,12,2,25,25,17,0,0,15,15,15,15,0,17,0
40,0,0,28,28,0,0,0,0,0,0,28,0,0,0,19,14,2,28,28,19,0,0,16,16,16,16,0,19,0
41,0,0,31,31,0,0,0,0,0,0,31,0,0,0,21,15,2,31,31,21,0,0,17,17,17,17,0,21,0
42,0,0,34,34,0,0,0,0,0,0,34,0,0,0,23,17,2,34,34,23,0,0,19,19,19,19,0,23,0
43,0,0,37,37,0,0,0,0,0,0,37,0,0,0,25,18,3,37,37,25,0,0,21,21,21,21,0,25,0
44,0,0,40,40,0,0,0,0,0,0,40,0,0,0,27,20,3,40,40,27,0,0,23,23,23,23,0,27,0
45,0,0,43,43,0,0,0,0,0,0,43,0,0,0,29,21,3,43,43,29,0,0,25,25,25,25,0,29,0
46,0,0,46,46,0,0,0,0,0,0,46,0,0,0,31,23,3,46,46,31,0,0,27,27,27,27,0,31,0
47,0,0,49,49,0,0,0,0,0,0,49,0,0,0,33,24,3,49,49,33,0,0,29,29,29,29,0,33,0
48,0,0,52,52,0,0,0,0,0,0,52,0,0,0,35,26,4,52,52,35,0,0,31,31,31,31,0,35,0
49,0,0,55,55,0,0,0,0,0,0,55,0,0,0,37,27,4,55,55,37,0,0,33,33,33,33,0,37,0
50,0,0,58,58,0,0,0,0,0,0,58,0,0,0,39,29,4,58,58,39,0,0,35,35,35,35,0,39,0
51,0,0,61,61,0,0,0,0,0,0,61,0,0,0,41,30,4,61,61,41,0,0,37,37,37,37,0,41,0
52,0,0,64,64,0,0,0,0,0,0,64,0,0,0,43,32,4,64,64,43,0,0,39,39,39,39,0,43,0
53,0,0,67,67,0,0,0,0,0,0,67,0,0,0,45,33,5,67,67,45,0,0,41,41,41,41,0,45,0
54,0,0,70,70,0,0,0,0,0,0,70,0,0,0,47,35,5,70,70,47,0,0,43,43,43,43,0,47,0
55,0,0,73,73,0,0,0,0,0,0,73,0,0,0,49,36,5,73,73,49,0,0,45,45,45,45,0,49,0
56,0,0,76,76,0,0,0,0,0,0,76,0,0,0,51,38,5,76,76,51,0,0,47,47,47,47,0,51,0
57,0,0,82,82,0,0,0,0,0,0,82,0,0,0,55,41,6,82,82,55,0,0,51,51,51,51,0,55,0
58,0,0,129,129,0,0,0,0,0,0,129,0,0,0,86,71,10,129,129,86,0,0,82,82,82,82,0,86,0
59,0,0,135,135,0,0,0,0,0,0,135,0,0,0,90,75,11,135,135,90,0,0,87,87,87,87,0,90,0
60,0,0,140,140,0,0,0,0,0,0,140,0,0,0,93,78,11,140,140,93,0,0,89,89,89,89,0,93,0
61,0,0,144,144,0,0,0,0,0,0,144,0,0,0,96,81,11,144,144,96,0,0,92,92,92,92,0,96,0
62,0,0,146,146,0,0,0,0,0,0,146,0,0,0,97,82,12,146,146,97,0,0,94,94,94,94,0,97,0
63,0,0,150,150,0,0,0,0,0,0,150,0,0,0,100,85,12,150,150,100,0,0,96,96,96,96,0,100,0
64,0,0,152,152,0,0,0,0,0,0,152,0,0,0,102,87,12,152,152,102,0,0,98,98,98,98,0,102,0
65,0,0,156,156,0,0,0,0,0,0,156,0,0,0,104,89,13,156,156,104,0,0,101,101,101,101,0,104,0
66,0,0,158,158,0,0,0,0,0,0,158,0,0,0,106,91,13,158,158,106,0,0,102,102,102,102,0,106,0
67,0,0,163,163,0,0,0,0,0,0,163,0,0,0,109,94,13,163,163,109,0,0,105,105,105,105,0,109,0
68,0,0,165,165,0,0,0,0,0,0,165,0,0,0,110,95,13,165,165,110,0,0,106,106,106,106,0,110,0
69,0,0,169,169,0,0,0,0,0,0,169,0,0,0,113,98,14,169,169,113,0,0,109,109,109,109,0,113,0
70,0,0,171,171,0,0,0,0,0,0,171,0,0,0,114,99,14,171,171,114,0,0,110,110,110,110,0,114,0
71,0,0,175,175,0,0,0,0,0,0,175,0,0,0,117,102,14,175,175,117,0,0,113,113,113,113,0,117,0
72,0,0,177,177,0,0,0,0,0,0,177,0,0,0,118,103,15,177,177,118,0,0,115,115,115,115,0,118,0
73,0,0,181,181,0,0,0,0,0,0,181,0,0,0,121,106,15,181,181,121,0,0,117,117,117,117,0,121,0
74,0,0,183,183,0,0,0,0,0,0,183,0,0,0,122,107,15,183,183,122,0,0,119,119,119,119,0,122,0
75,0,0,188,188,0,0,0,0,0,0,188,0,0,0,125,110,16,188,188,125,0,0,122,122,122,122,0,125,0
76,0,0,190,190,0,0,0,0,0,0,190,0,0,0,127,112,16,190,190,127,0,0,123,123,123,123,0,127,0
77,0,0,194,194,0,0,0,0,0,0,194,0,0,0,129,114,16,194,194,129,0,0,126,126,126,126,0,129,0
78,0,0,196,196,0,0,0,0,0,0,196,0,0,0,131,116,16,196,196,131,0,0,127,127,127,127,0,131,0
79,0,0,200,200,0,0,0,0,0,0,200,0,0,0,134,119,17,200,200,134,0,0,130,130,130,130,0,134,0
80,0,0,246,246,0,0,0,0,0,0,246,0,0,0,164,149,21,246,246,164,0,0,161,161,161,161,0,164,0
81,0,0,250,250,0,0,0,0,0,0,250,0,0,0,167,152,22,250,250,167,0,0,164,164,164,164,0,167,0
82,0,0,254,254,0,0,0,0,0,0,254,0,0,0,170,155,22,254,254,170,0,0,166,166,166,166,0,170,0
83,0,0,258,258,0,0,0,0,0,0,258,0,0,0,172,157,22,258,258,172,0,0,169,169,169,169,0,172,0
84,0,0,263,263,0,0,0,0,0,0,263,0,0,0,175,160,23,263,263,175,0,0,172,172,172,172,0,175,0
85,0,0,267,267,0,0,0,0,0,0,267,0,0,0,178,163,23,267,267,178,0,0,175,175,175,175,0,178,0
86,0,0,271,271,0,0,0,0,0,0,271,0,0,0,181,166,24,271,271,181,0,0,177,177,177,177,0,181,0
87,0,0,275,275,0,0,0,0,0,0,275,0,0,0,184,169,24,275,275,184,0,0,180,180,180,180,0,184,0
88,0,0,279,279,0,0,0,0,0,0,279,0,0,0,186,171,24,279,279,186,0,0,183,183,183,183,0,186,0
89,0,0,283,283,0,0,0,0,0,0,283,0,0,0,189,174,25,283,283,189,0,0,186,186,186,186,0,189,0
90,0,0,288,288,0,0,0,0,0,0,288,0,0,0,192,177,25,288,288,192,0,0,189,189,189,189,0,192,0
91,0,0,292,292,0,0,0,0,0,0,292,0,0,0,195,180,26,292,292,195,0,0,191,191,191,191,0,195,0
92,0,0,296,296,0,0,0,0,0,0,296,0,0,0,197,182,26,296,296,197,0,0,194,194,194,194,0,197,0
93,0,0,300,300,0,0,0,0,0,0,300,0,0,0,200,185,26,300,300,200,0,0,197,197,197,197,0,200,0
94,0,0,308,308,0,0,0,0,0,0,308,0,0,0,206,191,27,308,308,206,0,0,203,203,203,203,0,206,0
95,0,0,313,313,0,0,0,0,0,0,313,0,0,0,209,194,28,313,313,209,0,0,205,205,205,205,0,209,0
96,0,0,315,315,0,0,0,0,0,0,315,0,0,0,210,195,28,315,315,210,0,0,207,207,207,207,0,210,0
97,0,0,319,319,0,0,0,0,0,0,319,0,0,0,213,198,28,319,319,213,0,0,210,210,210,210,0,213,0
98,0,0,321,321,0,0,0,0,0,0,321,0,0,0,214,199,28,321,321,214,0,0,211,211,211,211,0,214,0
99,0,0,325,325,0,0,0,0,0,0,325,0,0,0,217,202,29,325,325,217,0,0,214,214,214,214,0,217,0
100,0,0,525,525,0,0,0,0,0,0,525,0,0,0,350,335,48,525,525,350,0,0,348,348,348,348,0,350,0
101,0,0,529,529,0,0,0,0,0,0,529,0,0,0,353,338,48,529,529,353,0,0,351,351,351,351,0,353,0
102,0,0,561,561,0,0,0,0,0,0,561,0,0,0,374,359,51,561,561,374,0,0,372,372,372,372,0,374,0
103,0,0,565,565,0,0,0,0,0,0,565,0,0,0,377,362,52,565,565,377,0,0,375,375,375,375,0,377,0
104,0,0,609,609,0,0,0,0,0,0,609,0,0,0,406,391,54,609,609,406,0,0,404,404,404,404,0,406,0
105,0,0,613,613,0,0,0,0,0,0,613,0,0,0,409,394,54,613,613,409,0,0,407,407,407,407,0,409,0
106,0,0,621,621,0,0,0,0,0,0,621,0,0,0,414,399,54,621,621,414,0,0,412,412,412,412,0,414,0
107,0,0,625,625,0,0,0,0,0,0,625,0,0,0,417,402,54,625,625,417,0,0,415,415,415,415,0,417,0
108,0,0,759,759,0,0,0,0,0,0,759,0,0,0,506,491,54,759,759,506,0,0,504,504,504,504,0,506,0
109,0,0,763,763,0,0,0,0,0,0,763,0,0,0,509,494,54,763,763,509,0,0,507,507,507,507,0,509,0
110,0,0,790,790,0,0,0,0,0,0,790,0,0,0,527,512,54,790,790,527,0,0,525,525,525,525,0,527,0
111,0,0,794,794,0,0,0,0,0,0,794,0,0,0,529,514,54,794,794,529,0,0,528,528,528,528,0,529,0
112,0,0,821,821,0,0,0,0,0,0,821,0,0,0,548,533,54,821,821,548,0,0,546,546,546,546,0,548,0
113,0,0,825,825,0,0,0,0,0,0,825,0,0,0,550,535,54,825,825,550,0,0,549,549,549,549,0,550,0
114,0,0,852,852,0,0,0,0,0,0,852,0,0,0,568,553,54,852,852,568,0,0,567,567,567,567,0,568,0
115,0,0,857,857,0,0,0,0,0,0,857,0,0,0,571,556,54,857,857,571,0,0,570,570,570,570,0,571,0
116,0,0,1000,1000,0,0,0,0,0,0,1000,0,0,0,667,652,54,1000,1000,667,0,0,667,667,667,667,0,667,0
117,0,0,1004,1004,0,0,0,0,0,0,1004,0,0,0,670,655,54,1004,1004,670,0,0,669,669,669,669,0,670,0
118,0,0,1015,1015,0,0,0,0,0,0,1015,0,0,0,677,662,54,1015,1015,677,0,0,676,676,676,676,0,677,0
119,0,0,1019,1019,0,0,0,0,0,0,1019,0,0,0,680,665,54,1019,1019,680,0,0,679,679,679,679,0,680,0
120,0,0,1038,1038,0,0,0,0,0,0,1038,0,0,0,692,677,54,1038,1038,692,0,0,692,692,692,692,0,692,0
121,0,0,1042,1042,0,0,0,0,0,0,1042,0,0,0,695,680,54,1042,1042,695,0,0,695,695,695,695,0,695,0
122,0,0,1059,1059,0,0,0,0,0,0,1059,0,0,0,706,691,54,1059,1059,706,0,0,706,706,706,706,0,706,0
123,0,0,1063,1063,0,0,0,0,0,0,1063,0,0,0,709,694,54,1063,1063,709,0,0,709,709,709,709,0,709,0
124,0,0,1071,1071,0,0,0,0,0,0,1071,0,0,0,714,699,54,1071,1071,714,0,0,714,714,714,714,0,714,0
125,0,0,1075,1075,0,0,0,0,0,0,1075,0,0,0,717,702,54,1075,1075,717,0,0,717,717,717,717,0,717,0
126,0,0,1094,1094,0,0,0,0,0,0,1094,0,0,0,730,715,54,1094,1094,730,0,0,729,729,729,729,0,730,0
127,0,0,1098,1098,0,0,0,0,0,0,1098,0,0,0,732,717,54,1098,1098,732,0,0,732,732,732,732,0,732,0
128,0,0,1111,1111,0,0,0,0,0,0,1111,0,0,0,741,726,54,1111,1111,741,0,0,741,741,741,741,0,741,0
129,0,0,1115,1115,0,0,0,0,0,0,1115,0,0,0,743,728,54,1115,1115,743,0,0,743,743,743,743,0,743,0
130,0,0,1165,1165,0,0,0,0,0,0,1165,0,0,0,777,762,54,1165,1165,777,0,0,777,777,777,777,0,777,0
131,0,0,1177,1177,0,0,0,0,0,0,1177,0,0,0,785,770,54,1177,1177,785,0,0,785,785,785,785,0,785,0
132,0,0,1213,1213,0,0,0,0,0,0,1213,0,0,0,809,794,54,1213,1213,809,0,0,809,809,809,809,0,809,0
133,0,0,1225,1225,0,0,0,0,0,0,1225,0,0,0,817,802,54,1225,1225,817,0,0,817,817,817,817,0,817,0
134,0,0,1261,1261,0,0,0,0,0,0,1261,0,0,0,841,826,54,1261,1261,841,0,0,842,842,842,842,0,841,0
135,0,0,1273,1273,0,0,0,0,0,0,1273,0,0,0,849,834,54,1273,1273,849,0,0,850,850,850,850,0,849,0
136,0,0,1557,1557,0,0,0,0,0,0,1557,0,0,0,1038,1023,54,1557,1557,1038,0,0,1040,1040,1040,1040,0,1038,0
137,0,0,1569,1569,0,0,0,0,0,0,1569,0,0,0,1046,1031,54,1569,1569,1046,0,0,1048,1048,1048,1048,0,1046,0
138,0,0,1829,1829,0,0,0,0,0,0,1829,0,0,0,1220,1205,54,1829,1829,1220,0,0,1223,1223,1223,1223,0,1220,0
139,0,0,1841,1841,0,0,0,0,0,0,1841,0,0,0,1228,1213,54,1841,1841,1228,0,0,1231,1231,1231,1231,0,1228,0
140,0,0,1890,1890,0,0,0,0,0,0,1890,0,0,0,1260,1245,54,1890,1890,1260,0,0,1263,1263,1263,1263,0,1260,0
141,0,0,1902,1902,0,0,0,0,0,0,1902,0,0,0,1268,1253,54,1902,1902,1268,0,0,1271,1271,1271,1271,0,1268,0
142,0,0,1950,1950,0,0,0,0,0,0,1950,0,0,0,1300,1285,54,1950,1950,1300,0,0,1304,1304,1304,1304,0,1300,0
143,0,0,1962,1962,0,0,0,0,0,0,1962,0,0,0,1308,1293,54,1962,1962,1308,0,0,1312,1312,1312,1312,0,1308,0
144,0,0,2011,2011,0,0,0,0,0,0,2011,0,0,0,1341,1326,54,2011,2011,1341,0,0,1344,1344,1344,1344,0,1341,0
145,0,0,2023,2023,0,0,0,0,0,0,2023,0,0,0,1349,1334,54,2023,2023,1349,0,0,1352,1352,1352,1352,0,1349,0
146,0,0,2071,2071,0,0,0,0,0,0,2071,0,0,0,1381,1366,54,2071,2071,1381,0,0,1385,1385,1385,1385,0,1381,0
147,0,0,2083,2083,0,0,0,0,0,0,2083,0,0,0,1389,1374,54,2083,2083,1389,0,0,1393,1393,1393,1393,0,1389,0
148,0,0,2132,2132,0,0,0,0,0,0,2132,0,0,0,1421,1406,54,2132,2132,1421,0,0,1437,1437,1437,1437,0,1421,0
149,0,0,2141,2141,0,0,0,0,0,0,2141,0,0,0,1427,1412,54,2141,2141,1427,0,0,1449,1449,1449,1449,0,1427,0
150,0,0,2165,2165,0,0,0,0,0,0,2165,0,0,0,1443,1428,54,2165,2165,1443,0,0,1482,1482,1482,1482,0,1443,0
151,0,0,2171,2171,0,0,0,0,0,0,2171,0,0,0,1447,1432,54,2171,2171,1447,0,0,1490,1490,1490,1490,0,1447,0
152,0,0,2195,2195,0,0,0,0,0,0,2195,0,0,0,1464,1449,54,2195,2195,1464,0,0,1522,1522,1522,1522,0,1464,0
153,0,0,2201,2201,0,0,0,0,0,0,2201,0,0,0,1468,1453,54,2201,2201,1468,0,0,1531,1531,1531,1531,0,1468,0
154,0,0,2225,2225,0,0,0,0,0,0,2225,0,0,0,1484,1469,54,2225,2225,1484,0,0,1563,1563,1563,1563,0,1484,0
155,0,0,2231,2231,0,0,0,0,0,0,2231,0,0,0,1488,1473,54,2231,2231,1488,0,0,1571,1571,1571,1571,0,1488,0
156,0,0,2255,2255,0,0,0,0,0,0,2255,0,0,0,1504,1489,54,2255,2255,1504,0,0,1603,1603,1603,1603,0,1504,0
157,0,0,2261,2261,0,0,0,0,0,0,2261,0,0,0,1508,1493,54,2261,2261,1508,0,0,1612,1612,1612,1612,0,1508,0
158,0,0,2286,2286,0,0,0,0,0,0,2286,0,0,0,1524,1509,54,2286,2286,1524,0,0,1644,1644,1644,1644,0,1524,0
159,0,0,2289,2289,0,0,0,0,0,0,2289,0,0,0,1526,1511,54,2289,2289,1526,0,0,1648,1648,1648,1648,0,1526,0
160,0,0,2428,2428,0,0,0,0,0,0,2428,0,0,0,1619,1604,54,2428,2428,1619,0,0,1834,1834,1834,1834,0,1619,0
161,0,0,2434,2434,0,0,0,0,0,0,2434,0,0,0,1623,1608,54,2434,2434,1623,0,0,1843,1843,1843,1843,0,1623,0
162,0,0,2443,2443,0,0,0,0,0,0,2443,0,0,0,1629,1614,54,2443,2443,1629,0,0,1855,1855,1855,1855,0,1629,0
163,0,0,2449,2449,0,0,0,0,0,0,2449,0,0,0,1633,1618,54,2449,2449,1633,0,0,1863,1863,1863,1863,0,1633,0
164,0,0,2458,2458,0,0,0,0,0,0,2458,0,0,0,1639,1624,54,2458,2458,1639,0,0,1875,1875,1875,1875,0,1639,0
165,0,0,2464,2464,0,0,0,0,0,0,2464,0,0,0,1643,1628,54,2464,2464,1643,0,0,1883,1883,1883,1883,0,1643,0
166,0,0,2473,2473,0,0,0,0,0,0,2473,0,0,0,1649,1634,54,2473,2473,1649,0,0,1895,1895,1895,1895,0,1649,0
167,0,0,2479,2479,0,0,0,0,0,0,2479,0,0,0,1653,1638,54,2479,2479,1653,0,0,1903,1903,1903,1903,0,1653,0
168,0,0,2488,2488,0,0,0,0,0,0,2488,0,0,0,1659,1644,54,2488,2488,1659,0,0,1916,1916,1916,1916,0,1659,0
169,0,0,2494,2494,0,0,0,0,0,0,2494,0,0,0,1663,1648,54,2494,2494,1663,0,0,1924,1924,1924,1924,0,1663,0
170,0,0,2503,2503,0,0,0,0,0,0,2503,0,0,0,1669,1654,54,2503,2503,1669,0,0,1936,1936,1936,1936,0,1669,0
171,0,0,2509,2509,0,0,0,0,0,0,2509,0,0,0,1673,1658,54,2509,2509,1673,0,0,1944,1944,1944,1944,0,1673,0
172,0,0,2518,2518,0,0,0,0,0,0,2518,0,0,0,1679,1664,54,2518,2518,1679,0,0,1956,1956,1956,1956,0,1679,0
173,0,0,2524,2524,0,0,0,0,0,0,2524,0,0,0,1683,1668,54,2524,2524,1683,0,0,1964,1964,1964,1964,0,1683,0
174,0,0,2533,2533,0,0,0,0,0,0,2533,0,0,0,1689,1674,54,2533,2533,1689,0,0,1976,1976,1976,1976,0,1689,0
175,0,0,2540,2540,0,0,0,0,0,0,2540,0,0,0,1693,1678,54,2540,2540,1693,0,0,1984,1984,1984,1984,0,1693,0
176,0,0,2549,2549,0,0,0,0,0,0,2549,0,0,0,1699,1684,54,2549,2549,1699,0,0,1997,1997,1997,1997,0,1699,0
177,0,0,2555,2555,0,0,0,0,0,0,2555,0,0,0,1703,1688,54,2555,2555,1703,0,0,2005,2005,2005,2005,0,1703,0
178,0,0,2564,2564,0,0,0,0,0,0,2564,0,0,0,1709,1694,54,2564,2564,1709,0,0,2017,2017,2017,2017,0,1709,0
179,0,0,2570,2570,0,0,0,0,0,0,2570,0,0,0,1713,1698,54,2570,2570,1713,0,0,2025,2025,2025,2025,0,1713,0
180,0,0,2579,2579,0,0,0,0,0,0,2579,0,0,0,1719,1704,54,2579,2579,1719,0,0,2037,2037,2037,2037,0,1719,0
181,0,0,2585,2585,0,0,0,0,0,0,2585,0,0,0,1723,1708,54,2585,2585,1723,0,0,2045,2045,2045,2045,0,1723,0
182,0,0,2594,2594,0,0,0,0,0,0,2594,0,0,0,1729,1714,54,2594,2594,1729,0,0,2057,2057,2057,2057,0,1729,0
183,0,0,2600,2600,0,0,0,0,0,0,2600,0,0,0,1733,1718,54,2600,2600,1733,0,0,2066,2066,2066,2066,0,1733,0
184,0,0,2609,2609,0,0,0,0,0,0,2609,0,0,0,1740,1725,54,2609,2609,1740,0,0,2078,2078,2078,2078,0,1740,0
185,0,0,2615,2615,0,0,0,0,0,0,2615,0,0,0,1744,1729,54,2615,2615,1744,0,0,2086,2086,2086,2086,0,1744,0
186,0,0,2624,2624,0,0,0,0,0,0,2624,0,0,0,1750,1735,54,2624,2624,1750,0,0,2098,2098,2098,2098,0,1750,0
187,0,0,2630,2630,0,0,0,0,0,0,2630,0,0,0,1754,1739,54,2630,2630,1754,0,0,2106,2106,2106,2106,0,1754,0
188,0,0,2639,2639,0,0,0,0,0,0,2639,0,0,0,1760,1745,54,2639,2639,1760,0,0,2118,2118,2118,2118,0,1760,0
189,0,0,2645,2645,0,0,0,0,0,0,2645,0,0,0,1764,1749,54,2645,2645,1764,0,0,2126,2126,2126,2126,0,1764,0
190,0,0,2654,2654,0,0,0,0,0,0,2654,0,0,0,1770,1755,54,2654,2654,1770,0,0,2138,2138,2138,2138,0,1770,0
191,0,0,2660,2660,0,0,0,0,0,0,2660,0,0,0,1774,1759,54,2660,2660,1774,0,0,2147,2147,2147,2147,0,1774,0
192,0,0,2669,2669,0,0,0,0,0,0,2669,0,0,0,1780,1765,54,2669,2669,1780,0,0,2159,2159,2159,2159,0,1780,0
193,0,0,2675,2675,0,0,0,0,0,0,2675,0,0,0,1784,1769,54,2675,2675,1784,0,0,2167,2167,2167,2167,0,1784,0
194,0,0,2682,2682,0,0,0,0,0,0,2682,0,0,0,1788,1773,54,2682,2682,1788,0,0,2175,2175,2175,2175,0,1788,0
195,0,0,2685,2685,0,0,0,0,0,0,2685,0,0,0,1790,1775,54,2685,2685,1790,0,0,2179,2179,2179,2179,0,1790,0
196,0,0,2688,2688,0,0,0,0,0,0,2688,0,0,0,1792,1777,54,2688,2688,1792,0,0,2183,2183,2183,2183,0,1792,0
197,0,0,2691,2691,0,0,0,0,0,0,2691,0,0,0,1794,1779,54,2691,2691,1794,0,0,2187,2187,2187,2187,0,1794,0
198,0,0,2694,2694,0,0,0,0,0,0,2694,0,0,0,1796,1781,54,2694,2694,1796,0,0,2191,2191,2191,2191,0,1796,0
199,0,0,2697,2697,0,0,0,0,0,0,2697,0,0,0,1798,1783,54,2697,2697,1798,0,0,2195,2195,2195,2195,0,1798,0
200,0,0,2700,2700,0,0,0,0,0,0,2700,0,0,0,1800,1785,54,2700,2700,1800,0,0,2199,2199,2199,2199,0,1800,0
201,0,0,2703,2703,0,0,0,0,0,0,2703,0,0,0,1802,1787,54,2703,2703,1802,0,0,2203,2203,2203,2203,0,1802,0
202,0,0,2706,2706,0,0,0,0,0,0,2706,0,0,0,1804,1789,54,2706,2706,1804,0,0,2207,2207,2207,2207,0,1804,0
203,0,0,2709,2709,0,0,0,0,0,0,2709,0,0,0,1806,1791,54,2709,2709,1806,0,0,2211,2211,2211,2211,0,1806,0
204,0,0,2712,2712,0,0,0,0,0,0,2712,0,0,0,1808,1793,54,2712,2712,1808,0,0,2215,2215,2215,2215,0,1808,0
