ID,RaceID,SexID,BaseSection,VariationIndex,ColorIndex,Flags,MaterialResourcesID[0],MaterialResourcesID[1],MaterialResourcesID[2]
257,1,0,3,4,6,17,5871,5597,5627
258,1,0,3,4,7,17,5872,5598,5628
259,1,0,3,4,8,17,5873,5599,5629
260,1,0,3,4,9,17,5874,5600,5630
261,1,0,3,5,0,17,5865,5591,5621
262,1,0,3,5,1,17,5866,5592,5622
263,1,0,3,5,2,17,5867,5593,5623
264,1,0,3,5,3,17,5868,5594,5624
265,1,0,3,5,4,17,5869,5595,5625
266,1,0,3,5,5,17,5870,5596,5626
267,1,0,3,5,6,17,5871,5597,5627
268,1,0,3,5,7,17,5872,5598,5628
269,1,0,3,5,8,17,5873,5599,5629
270,1,0,3,5,9,17,5874,5600,5630
271,1,0,3,6,0,17,5855,5591,5621
272,1,0,3,6,1,17,5856,5592,5622
273,1,0,3,6,2,17,5857,5593,5623
274,1,0,3,6,3,17,5858,5594,5624
275,1,0,3,6,4,17,5859,5595,5625
276,1,0,3,6,5,17,5860,5596,5626
277,1,0,3,6,6,17,5861,5597,5627
278,1,0,3,6,7,17,5862,5598,5628
279,1,0,3,6,8,17,5863,5599,5629
280,1,0,3,6,9,17,5864,5600,5630
281,1,0,3,7,0,17,5855,5591,5621
282,1,0,3,7,1,17,5856,5592,5622
283,1,0,3,7,2,17,5857,5593,5623
284,1,0,3,7,3,17,5858,5594,5624
285,1,0,3,7,4,17,5859,5595,5625
286,1,0,3,7,5,17,5860,5596,5626
287,1,0,3,7,6,17,5861,5597,5627
288,1,0,3,7,7,17,5862,5598,5628
289,1,0,3,7,8,17,5863,5599,5629
290,1,0,3,7,9,17,5864,5600,5630
291,1,0,3,8,0,17,5865,5581,5611
292,1,0,3,8,1,17,5866,5582,5612
293,1,0,3,8,2,17,5867,6355,5613
294,1,0,3,8,3,17,5868,5584,5614
295,1,0,3,8,4,17,5869,5585,5615
296,1,0,3,8,5,17,5870,5586,5616
297,1,0,3,8,6,17,5871,5587,5617
298,1,0,3,8,7,17,5872,5588,5618
299,1,0,3,8,8,17,5873,5589,5619
300,1,0,3,8,9,17,5874,5590,5620
301,1,0,3,9,0,17,5855,5591,5621
302,1,0,3,9,1,17,5856,5592,5622
303,1,0,3,9,2,17,5857,5593,5623
304,1,0,3,9,3,17,5858,5594,5624
305,1,0,3,9,4,17,5859,5595,5625
306,1,0,3,9,5,17,5860,5596,5626
307,1,0,3,9,6,17,5861,5597,5627
308,1,0,3,9,7,17,5862,5598,5628
309,1,0,3,9,8,17,5863,5599,5629
310,1,0,3,9,9,17,5864,5600,5630
311,1,0,3,10,0,17,5865,5591,5621
312,1,0,3,10,1,17,5866,5592,5622
313,1,0,3,10,2,17,5867,5593,5623
314,1,0,3,10,3,17,5868,5594,5624
315,1,0,3,10,4,17,5869,5595,5625
316,1,0,3,10,5,17,5870,5596,5626
317,1,0,3,10,6,17,5871,5597,5627
318,1,0,3,10,7,17,5872,5598,5628
319,1,0,3,10,8,17,5873,5599,5629
320,1,0,3,10,9,17,5874,5600,5630
321,1,0,3,11,0,17,5855,5591,5621
322,1,0,3,11,1,17,5856,5592,5622
323,1,0,3,11,2,17,5857,5593,5623
324,1,0,3,11,3,17,5858,5594,5624
325,1,0,3,11,4,17,5859,5595,5625
326,1,0,3,11,5,17,5860,5596,5626
327,1,0,3,11,6,17,5861,5597,5627
328,1,0,3,11,7,17,5862,5598,5628
329,1,0,3,11,8,17,5863,5599,5629
330,1,0,3,11,9,17,5864,5600,5630
341,1,1,0,0,0,17,3878,0,0
342,1,1,0,0,1,17,3879,0,0
343,1,1,0,0,2,17,3880,0,0
344,1,1,0,0,3,17,3881,0,0
345,1,1,0,0,4,17,3882,0,0
346,1,1,0,0,5,17,3883,0,0
347,1,1,0,0,6,17,3884,0,0
348,1,1,0,0,7,17,3885,0,0
349,1,1,0,0,8,17,3886,0,0
350,1,1,0,0,9,17,3887,0,0
351,1,1,1,0,0,1,4164,4413,0
352,1,1,1,0,1,1,4165,4414,0
353,1,1,1,0,2,1,4166,4415,0
354,1,1,1,0,3,1,4167,4416,0
355,1,1,1,0,4,1,4168,4417,0
356,1,1,1,0,5,1,4169,4418,0
357,1,1,1,0,6,1,4170,4419,0
358,1,1,1,0,7,1,4171,4420,0
359,1,1,1,0,8,1,4172,4421,0
360,1,1,1,0,9,1,4173,4422,0
361,1,1,1,1,0,1,4175,4424,0
362,1,1,1,1,1,1,4176,4425,0
363,1,1,1,1,2,1,4177,4426,0
364,1,1,1,1,3,1,4178,4427,0
365,1,1,1,1,4,1,4179,4428,0
366,1,1,1,1,5,1,4180,4429,0
367,1,1,1,1,6,1,4181,4430,0
368,1,1,1,1,7,1,4182,4431,0
369,1,1,1,1,8,1,4183,4432,0
370,1,1,1,1,9,1,4184,4433,0
371,1,1,1,2,0,1,4185,4434,0
372,1,1,1,2,1,1,4186,4435,0
373,1,1,1,2,2,1,4187,4436,0
374,1,1,1,2,3,1,4188,4437,0
375,1,1,1,2,4,1,4189,4438,0
376,1,1,1,2,5,1,4190,4439,0
377,1,1,1,2,6,1,4191,4440,0
378,1,1,1,2,7,1,4192,4441,0
379,1,1,1,2,8,1,4193,4442,0
380,1,1,1,2,9,1,4194,4443,0
381,1,1,1,3,0,1,4195,4444,0
382,1,1,1,3,1,1,4196,4445,0
383,1,1,1,3,2,1,4197,4446,0
384,1,1,1,3,3,1,4198,4447,0
385,1,1,1,3,4,1,4199,4448,0
386,1,1,1,3,5,1,4200,4449,0
387,1,1,1,3,6,1,4201,4450,0
388,1,1,1,3,7,1,4202,4451,0
389,1,1,1,3,8,1,4203,4452,0
390,1,1,1,3,9,1,4204,4453,0
391,1,1,1,4,0,1,4205,4454,0
392,1,1,1,4,1,1,4206,4455,0
393,1,1,1,4,2,1,4207,4456,0
394,1,1,1,4,3,1,4208,4457,0
395,1,1,1,4,4,1,4209,4458,0
396,1,1,1,4,5,1,4404,4459,0
397,1,1,1,4,6,1,4210,4460,0
398,1,1,1,4,7,1,4211,4461,0
399,1,1,1,4,8,1,4212,4462,0
400,1,1,1,4,9,1,4213,4463,0
401,1,1,1,5,0,1,4214,4464,0
402,1,1,1,5,1,1,4215,4465,0
403,1,1,1,5,2,1,4216,4466,0
404,1,1,1,5,3,1,4217,4467,0
405,1,1,1,5,4,1,4218,4468,0
406,1,1,1,5,5,1,4219,4469,0
407,1,1,1,5,6,1,4220,4470,0
408,1,1,1,5,7,1,4221,4471,0
409,1,1,1,5,8,1,4321,4472,0
410,1,1,1,5,9,1,4322,4473,0
411,1,1,1,6,0,1,4323,4474,0
412,1,1,1,6,1,1,4324,4475,0
413,1,1,1,6,2,1,4325,4476,0
414,1,1,1,6,3,1,4326,4477,0
415,1,1,1,6,4,1,4327,4478,0
416,1,1,1,6,5,1,4328,4479,0
417,1,1,1,6,6,1,4329,4480,0
418,1,1,1,6,7,1,4330,4481,0
419,1,1,1,6,8,1,4331,4482,0
420,1,1,1,6,9,1,4332,4483,0
421,1,1,1,7,0,1,4333,4484,0
422,1,1,1,7,1,1,4334,4485,0
423,1,1,1,7,2,1,4335,4486,0
424,1,1,1,7,3,1,4336,4487,0
425,1,1,1,7,4,1,4337,4488,0
426,1,1,1,7,5,1,4338,4489,0
427,1,1,1,7,6,1,4339,4490,0
428,1,1,1,7,7,1,4340,4491,0
429,1,1,1,7,8,1,4341,4492,0
430,1,1,1,7,9,1,4342,4493,0
431,1,1,1,8,0,1,4343,4494,0
432,1,1,1,8,1,1,4344,4495,0
433,1,1,1,8,2,1,4345,4496,0
434,1,1,1,8,3,1,4346,4497,0
435,1,1,1,8,4,1,4347,4498,0
436,1,1,1,8,5,1,4348,4499,0
437,1,1,1,8,6,1,4349,3796,0
438,1,1,1,8,7,1,4350,3792,0
439,1,1,1,8,8,1,4351,3793,0
440,1,1,1,8,9,1,4352,3794,0
441,1,1,1,9,0,1,4353,3797,0
442,1,1,1,9,1,1,4354,3798,0
443,1,1,1,9,2,1,4355,3799,0
444,1,1,1,9,3,1,4356,3800,0
445,1,1,1,9,4,1,4357,3801,0
446,1,1,1,9,5,1,4358,3802,0
447,1,1,1,9,6,1,4359,3803,0
448,1,1,1,9,7,1,4360,3804,0
449,1,1,1,9,8,1,4361,3805,0
450,1,1,1,9,9,1,4362,3806,0
451,1,1,1,10,0,1,4363,3807,0
452,1,1,1,10,1,1,4364,3808,0
453,1,1,1,10,2,1,4365,3809,0
454,1,1,1,10,3,1,4366,3810,0
455,1,1,1,10,4,1,4367,3811,0
456,1,1,1,10,5,1,4368,3812,0
457,1,1,1,10,6,1,4369,3813,0
458,1,1,1,10,7,1,4370,3814,0
459,1,1,1,10,8,1,4371,3815,0
460,1,1,1,10,9,1,4372,3816,0
461,1,1,1,11,0,1,4373,3817,0
462,1,1,1,11,1,1,4374,3818,0
463,1,1,1,11,2,1,4375,3819,0
464,1,1,1,11,3,1,4376,3820,0
465,1,1,1,11,4,1,4377,3821,0
466,1,1,1,11,5,1,4378,3822,0
467,1,1,1,11,6,1,4379,3823,0
468,1,1,1,11,7,1,4380,3824,0
469,1,1,1,11,8,1,4381,3825,0
470,1,1,1,11,9,1,4382,3826,0
471,1,1,1,12,0,1,4383,3827,0
472,1,1,1,12,1,1,4384,3828,0
473,1,1,1,12,2,1,4385,3829,0
474,1,1,1,12,3,1,4386,3830,0
475,1,1,1,12,4,1,4387,3831,0
476,1,1,1,12,5,1,4388,3832,0
477,1,1,1,12,6,1,4389,3833,0
478,1,1,1,12,7,1,4390,3834,0
479,1,1,1,12,8,1,4391,3835,0
480,1,1,1,12,9,1,4392,3836,0
481,1,1,1,13,0,1,4393,3837,0
482,1,1,1,13,1,1,4394,3838,0
483,1,1,1,13,2,1,4395,3839,0
484,1,1,1,13,3,1,4396,3840,0
485,1,1,1,13,4,1,4397,3841,0
486,1,1,1,13,5,1,4398,3842,0
487,1,1,1,13,6,1,4399,3843,0
488,1,1,1,13,7,1,4400,3844,0
489,1,1,1,13,8,1,4401,3845,0
490,1,1,1,13,9,1,4402,3846,0
491,1,1,1,14,0,1,4403,3847,0
492,1,1,1,14,1,1,4500,3848,0
493,1,1,1,14,2,1,4405,3849,0
494,1,1,1,14,3,1,4406,3850,0
495,1,1,1,14,4,1,4407,3851,0
496,1,1,1,14,5,1,4408,3852,0
497,1,1,1,14,6,1,4409,3853,0
498,1,1,1,14,7,1,4410,3854,0
499,1,1,1,14,8,1,4411,3855,0
500,1,1,1,14,9,1,4412,3856,0
501,1,1,3,0,0,17,5835,5571,5601
502,1,1,3,0,1,17,5836,5572,5602
503,1,1,3,0,2,17,5837,5573,5603
504,1,1,3,0,3,17,5838,5574,5604
505,1,1,3,0,4,17,5839,5575,5605
506,1,1,3,0,5,17,5840,5576,5606
507,1,1,3,0,6,17,5841,5577,5607
508,1,1,3,0,7,17,5842,5578,5608
509,1,1,3,0,8,17,5843,5579,5609
510,1,1,3,0,9,17,5844,5580,5610
511,1,1,3,1,0,17,5845,5571,5601
512,1,1,3,1,1,17,5846,5572,5602
513,1,1,3,1,2,17,5847,5573,5603
514,1,1,3,1,3,17,5848,5574,5604
515,1,1,3,1,4,17,5849,5575,5605
516,1,1,3,1,5,17,5850,5576,5606
517,1,1,3,1,6,17,5851,5577,5607
518,1,1,3,1,7,17,5852,5578,5608
519,1,1,3,1,8,17,5853,5579,5609
520,1,1,3,1,9,17,5854,5580,5610
521,1,1,3,2,0,17,5835,5571,5601
522,1,1,3,2,1,17,5836,5572,5602
523,1,1,3,2,2,17,5837,5573,5603
524,1,1,3,2,3,17,5838,5574,5604
525,1,1,3,2,4,17,5839,5575,5605
526,1,1,3,2,5,17,5840,5576,5606
527,1,1,3,2,6,17,5841,5577,5607
528,1,1,3,2,7,17,5842,5578,5608
529,1,1,3,2,8,17,5843,5579,5609
530,1,1,3,2,9,17,5844,5580,5610
531,1,1,3,3,0,17,5835,5571,5601
532,1,1,3,3,1,17,5836,5572,5602
533,1,1,3,3,2,17,5837,5573,5603
534,1,1,3,3,3,17,5838,5574,5604
535,1,1,3,3,4,17,5839,5575,5605
536,1,1,3,3,5,17,5840,5576,5606
537,1,1,3,3,6,17,5841,5577,5607
538,1,1,3,3,7,17,5842,5578,5608
539,1,1,3,3,8,17,5843,5579,5609
540,1,1,3,3,9,17,5844,5580,5610
541,1,1,3,4,0,17,5835,5571,5601
542,1,1,3,4,1,17,5836,5572,5602
543,1,1,3,4,2,17,5837,5573,5603
544,1,1,3,4,3,17,5838,5574,5604
545,1,1,3,4,4,17,5839,5575,5605
546,1,1,3,4,5,17,5840,5576,5606
547,1,1,3,4,6,17,5841,5577,5607
548,1,1,3,4,7,17,5842,5578,5608
549,1,1,3,4,8,17,5843,5579,5609
550,1,1,3,4,9,17,5844,5580,5610
551,1,1,3,5,0,17,5845,5571,5601
552,1,1,3,5,1,17,5846,5572,5602
553,1,1,3,5,2,17,5847,5573,5603
554,1,1,3,5,3,17,5848,5574,5604
555,1,1,3,5,4,17,5849,5575,5605
556,1,1,3,5,5,17,5850,5576,5606
557,1,1,3,5,6,17,5851,5577,5607
558,1,1,3,5,7,17,5852,5578,5608
559,1,1,3,5,8,17,5853,5579,5609
560,1,1,3,5,9,17,5854,5580,5610
561,1,1,3,6,0,17,5835,5571,5601
562,1,1,3,6,1,17,5836,5572,5602
563,1,1,3,6,2,17,5837,5573,5603
564,1,1,3,6,3,17,5838,5574,5604
565,1,1,3,6,4,17,5839,5575,5605
566,1,1,3,6,5,17,5840,5576,5606
567,1,1,3,6,6,17,5841,5577,5607
568,1,1,3,6,7,17,5842,5578,5608
569,1,1,3,6,8,17,5843,5579,5609
570,1,1,3,6,9,17,5844,5580,5610
571,1,1,3,7,0,17,5835,5571,5601
572,1,1,3,7,1,17,5836,5572,5602
573,1,1,3,7,2,17,5837,5573,5603
574,1,1,3,7,3,17,5838,5574,5604
575,1,1,3,7,4,17,5839,5575,5605
576,1,1,3,7,5,17,5840,5576,5606
577,1,1,3,7,6,17,5841,5577,5607
578,1,1,3,7,7,17,5842,5578,5608
579,1,1,3,7,8,17,5843,5579,5609
580,1,1,3,7,9,17,5844,5580,5610
581,1,1,3,8,0,17,5835,5571,5601
582,1,1,3,8,1,17,5836,5572,5602
583,1,1,3,8,2,17,5837,5573,5603
584,1,1,3,8,3,17,5838,5574,5604
585,1,1,3,8,4,17,5839,5575,5605
586,1,1,3,8,5,17,5840,5576,5606
587,1,1,3,8,6,17,5841,5577,5607
588,1,1,3,8,7,17,5842,5578,5608
589,1,1,3,8,8,17,5843,5579,5609
590,1,1,3,8,9,17,5844,5580,5610
591,1,1,3,9,0,17,5835,5571,5601
592,1,1,3,9,1,17,5836,5572,5602
593,1,1,3,9,2,17,5837,5573,5603
594,1,1,3,9,3,17,5838,5574,5604
595,1,1,3,9,4,17,5839,5575,5605
596,1,1,3,9,5,17,5840,5576,5606
597,1,1,3,9,6,17,5841,5577,5607
598,1,1,3,9,7,17,5842,5578,5608
599,1,1,3,9,8,17,5843,5579,5609
600,1,1,3,9,9,17,5844,5580,5610
601,1,1,3,10,0,17,5845,5571,5601
602,1,1,3,10,1,17,5846,5572,5602
603,1,1,3,10,2,17,5847,5573,5603
604,1,1,3,10,3,17,5848,5574,5604
605,1,1,3,10,4,17,5849,5575,5605
606,1,1,3,10,5,17,5850,5576,5606
607,1,1,3,10,6,17,5851,5577,5607
608,1,1,3,10,7,17,5852,5578,5608
609,1,1,3,10,8,17,5853,5579,5609
610,1,1,3,10,9,17,5854,5580,5610
611,1,1,3,11,0,17,5845,5571,5601
612,1,1,3,11,1,17,5846,5572,5602
613,1,1,3,11,2,17,5847,5573,5603
614,1,1,3,11,3,17,5848,5574,5604
615,1,1,3,11,4,17,5849,5575,5605
616,1,1,3,11,5,17,5850,5576,5606
617,1,1,3,11,6,17,5851,5577,5607
618,1,1,3,11,7,17,5852,5578,5608
619,1,1,3,11,8,17,5853,5579,5609
620,1,1,3,11,9,17,5854,5580,5610
621,1,1,3,12,0,17,5845,5571,5601
622,1,1,3,12,1,17,5846,5572,5602
623,1,1,3,12,2,17,5847,5573,5603
624,1,1,3,12,3,17,5848,5574,5604
625,1,1,3,12,4,17,5849,5575,5605
626,1,1,3,12,5,17,5850,5576,5606
627,1,1,3,12,6,17,5851,5577,5607
628,1,1,3,12,7,17,5852,5578,5608
629,1,1,3,12,8,17,5853,5579,5609
630,1,1,3,12,9,17,5854,5580,5610
631,1,1,3,13,0,17,5845,5571,5601
632,1,1,3,13,1,17,5846,5572,5602
633,1,1,3,13,2,17,5847,5573,5603
634,1,1,3,13,3,17,5848,5574,5604
635,1,1,3,13,4,17,5849,5575,5605
636,1,1,3,13,5,17,5850,5576,5606
637,1,1,3,13,6,17,5851,5577,5607
638,1,1,3,13,7,17,5852,5578,5608
639,1,1,3,13,8,17,5853,5579,5609
640,1,1,3,13,9,17,5854,5580,5610
641,1,1,3,14,0,17,5845,5571,5601
642,1,1,3,14,1,17,5846,5572,5602
643,1,1,3,14,2,17,5847,5573,5603
644,1,1,3,14,3,17,5848,5574,5604
645,1,1,3,14,4,17,5849,5575,5605
646,1,1,3,14,5,17,5850,5576,5606
647,1,1,3,14,6,17,5851,5577,5607
648,1,1,3,14,7,17,5852,5578,5608
649,1,1,3,14,8,17,5853,5579,5609
650,1,1,3,14,9,17,5854,5580,5610
651,1,1,3,15,0,17,5835,5571,5601
652,1,1,3,15,1,17,5836,5572,5602
653,1,1,3,15,2,17,5837,5573,5603
654,1,1,3,15,3,17,5838,5574,5604
655,1,1,3,15,4,17,5839,5575,5605
656,1,1,3,15,5,17,5840,5576,5606
657,1,1,3,15,6,17,5841,5577,5607
658,1,1,3,15,7,17,5842,5578,5608
659,1,1,3,15,8,17,5843,5579,5609
660,1,1,3,15,9,17,5844,5580,5610
661,1,1,3,16,0,17,5845,5571,5601
662,1,1,3,16,1,17,5846,5572,5602
663,1,1,3,16,2,17,5847,5573,5603
664,1,1,3,16,3,17,5848,5574,5604
665,1,1,3,16,4,17,5849,5575,5605
666,1,1,3,16,5,17,5850,5576,5606
667,1,1,3,16,6,17,5851,5577,5607
668,1,1,3,16,7,17,5852,5578,5608
669,1,1,3,16,8,17,5853,5579,5609
670,1,1,3,16,9,17,5854,5580,5610
671,1,1,3,17,0,17,5845,5571,5601
672,1,1,3,17,1,17,5846,5572,5602
673,1,1,3,17,2,17,5847,5573,5603
674,1,1,3,17,3,17,5848,5574,5604
675,1,1,3,17,4,17,5849,5575,5605
676,1,1,3,17,5,17,5850,5576,5606
677,1,1,3,17,6,17,5851,5577,5607
678,1,1,3,17,7,17,5852,5578,5608
679,1,1,3,17,8,17,5853,5579,5609
680,1,1,3,17,9,17,5854,5580,5610
681,1,1,3,18,0,17,5845,5571,5601
682,1,1,3,18,1,17,5846,5572,5602
683,1,1,3,18,2,17,5847,5573,5603
684,1,1,3,18,3,17,5848,5574,5604
685,1,1,3,18,4,17,5849,5575,5605
686,1,1,3,18,5,17,5850,5576,5606
687,1,1,3,18,6,17,5851,5577,5607
688,1,1,3,18,7,17,5852,5578,5608
689,1,1,3,18,8,17,5853,5579,5609
690,1,1,3,18,9,17,5854,5580,5610
691,1,1,4,0,0,17,3858,3868,0
692,1,1,4,0,1,17,3859,3869,0
693,1,1,4,0,2,17,3860,3870,0
694,1,1,4,0,3,17,3861,3871,0
695,1,1,4,0,4,17,3862,3872,0
696,1,1,4,0,5,17,3863,3873,0
697,1,1,4,0,6,17,3864,3874,0
698,1,1,4,0,7,17,3865,3875,0
699,1,1,4,0,8,17,3866,3876,0
700,1,1,4,0,9,17,3867,3877,0
701,2,0,0,0,0,17,108753,0,0
702,2,0,0,0,1,17,108754,0,0
703,2,0,0,0,2,17,108755,0,0
704,2,0,0,0,3,17,108756,0,0
705,2,0,0,0,4,17,108757,0,0
706,2,0,0,0,5,17,108758,0,0
707,2,0,0,0,6,17,108759,0,0
708,2,0,0,0,7,17,108760,0,0
709,2,0,0,0,8,17,108761,0,0
710,2,0,1,0,0,1,108582,108663,0
711,2,0,1,0,1,1,108583,108664,0
712,2,0,1,0,2,1,108584,108665,0
713,2,0,1,0,3,1,108585,108666,0
714,2,0,1,0,4,1,108586,108667,0
715,2,0,1,0,5,1,108587,108668,0
716,2,0,1,0,6,1,108588,108669,0
717,2,0,1,0,7,1,108589,108670,0
718,2,0,1,0,8,1,108590,108671,0
719,2,0,1,1,0,1,108591,108672,0
720,2,0,1,1,1,1,108592,108673,0
721,2,0,1,1,2,1,108593,108674,0
722,2,0,1,1,3,1,108594,108675,0
723,2,0,1,1,4,1,108595,108676,0
724,2,0,1,1,5,1,108596,108677,0
725,2,0,1,1,6,1,108597,108678,0
726,2,0,1,1,7,1,108598,108679,0
727,2,0,1,1,8,1,108599,108680,0
728,2,0,1,2,0,1,108600,108681,0
729,2,0,1,2,1,1,108601,108682,0
730,2,0,1,2,2,1,108602,108683,0
731,2,0,1,2,3,1,108603,108684,0
732,2,0,1,2,4,1,108604,108685,0
733,2,0,1,2,5,1,108605,108686,0
734,2,0,1,2,6,1,108606,108687,0
735,2,0,1,2,7,1,108607,108688,0
736,2,0,1,2,8,1,108608,108689,0
737,2,0,1,3,0,1,108609,108690,0
738,2,0,1,3,1,1,108610,108691,0
739,2,0,1,3,2,1,108611,108692,0
740,2,0,1,3,3,1,108612,108693,0
741,2,0,1,3,4,1,108613,108694,0
742,2,0,1,3,5,1,108614,108695,0
743,2,0,1,3,6,1,108615,108696,0
744,2,0,1,3,7,1,108616,108697,0
745,2,0,1,3,8,1,108617,108698,0
746,2,0,1,4,0,1,108618,108699,0
747,2,0,1,4,1,1,108619,108700,0
748,2,0,1,4,2,1,108620,108701,0
749,2,0,1,4,3,1,108621,108702,0
750,2,0,1,4,4,1,108622,108703,0
751,2,0,1,4,5,1,108623,108704,0
752,2,0,1,4,6,1,108624,108705,0
753,2,0,1,4,7,1,108625,108706,0
754,2,0,1,4,8,1,108626,108707,0
755,2,0,1,5,0,1,108627,108708,0
756,2,0,1,5,1,1,108628,108709,0
757,2,0,1,5,2,1,108629,108710,0
