ID,RaceID,SexID,SectionID,VariationID,ColorID,IsNPC,TextureName
9136,3,1,8,8,8,0,Character\Dwarf\ScalpUpperHair03_08.blp
9137,3,1,8,8,9,0,Character\Dwarf\ScalpUpperHair03_09.blp
9138,3,1,8,9,0,0,Character\Dwarf\ScalpUpperHair03_00.blp
9139,3,1,8,9,1,0,Character\Dwarf\ScalpUpperHair03_01.blp
9140,3,1,8,9,2,0,Character\Dwarf\ScalpUpperHair03_02.blp
9141,3,1,8,9,3,0,Character\Dwarf\ScalpUpperHair03_03.blp
9142,3,1,8,9,4,0,Character\Dwarf\ScalpUpperHair03_04.blp
9143,3,1,8,9,5,0,Character\Dwarf\ScalpUpperHair03_05.blp
9144,3,1,8,9,6,0,Character\Dwarf\ScalpUpperHair03_06.blp
9145,3,1,8,9,7,0,Character\Dwarf\ScalpUpperHair03_07.blp
9146,3,1,8,9,8,0,Character\Dwarf\ScalpUpperHair03_08.blp
9147,3,1,8,9,9,0,Character\Dwarf\ScalpUpperHair03_09.blp
9148,3,1,8,10,0,0,Character\Dwarf\ScalpUpperHair03_00.blp
9149,3,1,8,10,1,0,Character\Dwarf\ScalpUpperHair03_01.blp
9150,3,1,8,10,2,0,Character\Dwarf\ScalpUpperHair03_02.blp
9151,3,1,8,10,3,0,Character\Dwarf\ScalpUpperHair03_03.blp
9152,3,1,8,10,4,0,Character\Dwarf\ScalpUpperHair03_04.blp
9153,3,1,8,10,5,0,Character\Dwarf\ScalpUpperHair03_05.blp
9154,3,1,8,10,6,0,Character\Dwarf\ScalpUpperHair03_06.blp
9155,3,1,8,10,7,0,Character\Dwarf\ScalpUpperHair03_07.blp
9156,3,1,8,10,8,0,Character\Dwarf\ScalpUpperHair03_08.blp
9157,3,1,8,10,9,0,Character\Dwarf\ScalpUpperHair03_09.blp
9158,3,1,8,11,0,0,Character\Dwarf\ScalpUpperHair03_00.blp
9159,3,1,8,11,1,0,Character\Dwarf\ScalpUpperHair03_01.blp
9160,3,1,8,11,2,0,Character\Dwarf\ScalpUpperHair03_02.blp
9161,3,1,8,11,3,0,Character\Dwarf\ScalpUpperHair03_03.blp
9162,3,1,8,11,4,0,Character\Dwarf\ScalpUpperHair03_04.blp
9163,3,1,8,11,5,0,Character\Dwarf\ScalpUpperHair03_05.blp
9164,3,1,8,11,6,0,Character\Dwarf\ScalpUpperHair03_06.blp
9165,3,1,8,11,7,0,Character\Dwarf\ScalpUpperHair03_07.blp
9166,3,1,8,11,8,0,Character\Dwarf\ScalpUpperHair03_08.blp
9167,3,1,8,11,9,0,Character\Dwarf\ScalpUpperHair03_09.blp
9168,3,1,8,12,0,0,Character\Dwarf\ScalpUpperHair03_00.blp
9169,3,1,8,12,1,0,Character\Dwarf\ScalpUpperHair03_01.blp
9170,3,1,8,12,2,0,Character\Dwarf\ScalpUpperHair03_02.blp
9171,3,1,8,12,3,0,Character\Dwarf\ScalpUpperHair03_03.blp
9172,3,1,8,12,4,0,Character\Dwarf\ScalpUpperHair03_04.blp
9173,3,1,8,12,5,0,Character\Dwarf\ScalpUpperHair03_05.blp
9174,3,1,8,12,6,0,Character\Dwarf\ScalpUpperHair03_06.blp
9175,3,1,8,12,7,0,Character\Dwarf\ScalpUpperHair03_07.blp
9176,3,1,8,12,8,0,Character\Dwarf\ScalpUpperHair03_08.blp
9177,3,1,8,12,9,0,Character\Dwarf\ScalpUpperHair03_09.blp
9178,3,1,8,13,0,0,Character\Dwarf\ScalpUpperHair03_00.blp
9179,3,1,8,13,1,0,Character\Dwarf\ScalpUpperHair03_01.blp
9180,3,1,8,13,2,0,Character\Dwarf\ScalpUpperHair03_02.blp
9181,3,1,8,13,3,0,Character\Dwarf\ScalpUpperHair03_03.blp
9182,3,1,8,13,4,0,Character\Dwarf\ScalpUpperHair03_04.blp
9183,3,1,8,13,5,0,Character\Dwarf\ScalpUpperHair03_05.blp
9184,3,1,8,13,6,0,Character\Dwarf\ScalpUpperHair03_06.blp
9185,3,1,8,13,7,0,Character\Dwarf\ScalpUpperHair03_07.blp
9186,3,1,8,13,8,0,Character\Dwarf\ScalpUpperHair03_08.blp
9187,3,1,8,13,9,0,Character\Dwarf\ScalpUpperHair03_09.blp
9188,3,0,0,0,0,0,Character\Dwarf\Male\DwarfMaleSkin00_00.blp
9189,3,0,0,0,1,0,Character\Dwarf\Male\DwarfMaleSkin00_01.blp
9190,3,0,0,0,2,0,Character\Dwarf\Male\DwarfMaleSkin00_02.blp
9191,3,0,0,0,3,0,Character\Dwarf\Male\DwarfMaleSkin00_03.blp
9192,3,0,0,0,4,0,Character\Dwarf\Male\DwarfMaleSkin00_04.blp
9193,3,0,0,0,5,0,Character\Dwarf\Male\DwarfMaleSkin00_05.blp
9194,3,0,0,0,6,0,Character\Dwarf\Male\DwarfMaleSkin00_06.blp
9195,3,0,0,0,7,0,Character\Dwarf\Male\DwarfMaleSkin00_07.blp
9346,3,0,5,4,4,0,Character\Dwarf\Male\DwarfMaleFaceUpper04_04.blp
9347,3,0,5,4,5,0,Character\Dwarf\Male\DwarfMaleFaceUpper04_05.blp
9348,3,0,5,4,6,0,Character\Dwarf\Male\DwarfMaleFaceUpper04_06.blp
9349,3,0,5,4,7,0,Character\Dwarf\Male\DwarfMaleFaceUpper04_07.blp
9350,3,0,5,4,8,0,Character\Dwarf\Male\DwarfMaleFaceUpper04_08.blp
9351,3,0,5,5,0,0,Character\Dwarf\Male\DwarfMaleFaceUpper05_00.blp
9352,3,0,5,5,1,0,Character\Dwarf\Male\DwarfMaleFaceUpper05_01.blp
9353,3,0,5,5,2,0,Character\Dwarf\Male\DwarfMaleFaceUpper05_02.blp
9354,3,0,5,5,3,0,Character\Dwarf\Male\DwarfMaleFaceUpper05_03.blp
9355,3,0,5,5,4,0,Character\Dwarf\Male\DwarfMaleFaceUpper05_04.blp
9356,3,0,5,5,5,0,Character\Dwarf\Male\DwarfMaleFaceUpper05_05.blp
9357,3,0,5,5,6,0,Character\Dwarf\Male\DwarfMaleFaceUpper05_06.blp
9358,3,0,5,5,7,0,Character\Dwarf\Male\DwarfMaleFaceUpper05_07.blp
9359,3,0,5,5,8,0,Character\Dwarf\Male\DwarfMaleFaceUpper05_08.blp
9360,3,0,5,6,0,0,Character\Dwarf\Male\DwarfMaleFaceUpper06_00.blp
9361,3,0,5,6,1,0,Character\Dwarf\Male\DwarfMaleFaceUpper06_01.blp
9362,3,0,5,6,2,0,Character\Dwarf\Male\DwarfMaleFaceUpper06_02.blp
9363,3,0,5,6,3,0,Character\Dwarf\Male\DwarfMaleFaceUpper06_03.blp
9364,3,0,5,6,4,0,Character\Dwarf\Male\DwarfMaleFaceUpper06_04.blp
9365,3,0,5,6,5,0,Character\Dwarf\Male\DwarfMaleFaceUpper06_05.blp
9366,3,0,5,6,6,0,Character\Dwarf\Male\DwarfMaleFaceUpper06_06.blp
9367,3,0,5,6,7,0,Character\Dwarf\Male\DwarfMaleFaceUpper06_07.blp
9368,3,0,5,6,8,0,Character\Dwarf\Male\DwarfMaleFaceUpper06_08.blp
9369,3,0,5,7,0,0,Character\Dwarf\Male\DwarfMaleFaceUpper07_00.blp
9370,3,0,5,7,1,0,Character\Dwarf\Male\DwarfMaleFaceUpper07_01.blp
9371,3,0,5,7,2,0,Character\Dwarf\Male\DwarfMaleFaceUpper07_02.blp
9372,3,0,5,7,3,0,Character\Dwarf\Male\DwarfMaleFaceUpper07_03.blp
9373,3,0,5,7,4,0,Character\Dwarf\Male\DwarfMaleFaceUpper07_04.blp
9374,3,0,5,7,5,0,Character\Dwarf\Male\DwarfMaleFaceUpper07_05.blp
9375,3,0,5,7,6,0,Character\Dwarf\Male\DwarfMaleFaceUpper07_06.blp
9376,3,0,5,7,7,0,Character\Dwarf\Male\DwarfMaleFaceUpper07_07.blp
9377,3,0,5,7,8,0,Character\Dwarf\Male\DwarfMaleFaceUpper07_08.blp
9378,3,0,5,8,0,0,Character\Dwarf\Male\DwarfMaleFaceUpper08_00.blp
9379,3,0,5,8,1,0,Character\Dwarf\Male\DwarfMaleFaceUpper08_01.blp
9380,3,0,5,8,2,0,Character\Dwarf\Male\DwarfMaleFaceUpper08_02.blp
9381,3,0,5,8,3,0,Character\Dwarf\Male\DwarfMaleFaceUpper08_03.blp
9382,3,0,5,8,4,0,Character\Dwarf\Male\DwarfMaleFaceUpper08_04.blp
9383,3,0,5,8,5,0,Character\Dwarf\Male\DwarfMaleFaceUpper08_05.blp
9384,3,0,5,8,6,0,Character\Dwarf\Male\DwarfMaleFaceUpper08_06.blp
9385,3,0,5,8,7,0,Character\Dwarf\Male\DwarfMaleFaceUpper08_07.blp
9386,3,0,5,8,8,0,Character\Dwarf\Male\DwarfMaleFaceUpper08_08.blp
9387,3,0,5,9,0,0,Character\Dwarf\Male\DwarfMaleFaceUpper09_00.blp
9388,3,0,5,9,1,0,Character\Dwarf\Male\DwarfMaleFaceUpper09_01.blp
9389,3,0,5,9,2,0,Character\Dwarf\Male\DwarfMaleFaceUpper09_02.blp
9390,3,0,5,9,3,0,Character\Dwarf\Male\DwarfMaleFaceUpper09_03.blp
9391,3,0,5,9,4,0,Character\Dwarf\Male\DwarfMaleFaceUpper09_04.blp
9392,3,0,5,9,5,0,Character\Dwarf\Male\DwarfMaleFaceUpper09_05.blp
9393,3,0,5,9,6,0,Character\Dwarf\Male\DwarfMaleFaceUpper09_06.blp
9394,3,0,5,9,7,0,Character\Dwarf\Male\DwarfMaleFaceUpper09_07.blp
9395,3,0,5,9,8,0,Character\Dwarf\Male\DwarfMaleFaceUpper09_08.blp
9293,3,0,4,8,5,0,Character\Dwarf\Male\DwarfMaleFaceLower08_05.blp
9294,3,0,4,8,6,0,Character\Dwarf\Male\DwarfMaleFaceLower08_06.blp
9295,3,0,4,8,7,0,Character\Dwarf\Male\DwarfMaleFaceLower08_07.blp
9296,3,0,4,8,8,0,Character\Dwarf\Male\DwarfMaleFaceLower08_08.blp
9297,3,0,4,9,0,0,Character\Dwarf\Male\DwarfMaleFaceLower09_00.blp
9298,3,0,4,9,1,0,Character\Dwarf\Male\DwarfMaleFaceLower09_01.blp
9299,3,0,4,9,2,0,Character\Dwarf\Male\DwarfMaleFaceLower09_02.blp
9300,3,0,4,9,3,0,Character\Dwarf\Male\DwarfMaleFaceLower09_03.blp
9301,3,0,4,9,4,0,Character\Dwarf\Male\DwarfMaleFaceLower09_04.blp
9196,3,0,0,0,8,0,Character\Dwarf\Male\DwarfMaleSkin00_08.blp
9197,3,0,1,0,0,0,Character\Dwarf\Male\DwarfMaleNakedPelvisSkin00_00.blp
9198,3,0,1,0,1,0,Character\Dwarf\Male\DwarfMaleNakedPelvisSkin00_01.blp
9199,3,0,1,0,2,0,Character\Dwarf\Male\DwarfMaleNakedPelvisSkin00_02.blp
9200,3,0,1,0,3,0,Character\Dwarf\Male\DwarfMaleNakedPelvisSkin00_03.blp
9201,3,0,1,0,4,0,Character\Dwarf\Male\DwarfMaleNakedPelvisSkin00_04.blp
9202,3,0,1,0,5,0,Character\Dwarf\Male\DwarfMaleNakedPelvisSkin00_05.blp
9203,3,0,1,0,6,0,Character\Dwarf\Male\DwarfMaleNakedPelvisSkin00_06.blp
9204,3,0,1,0,7,0,Character\Dwarf\Male\DwarfMaleNakedPelvisSkin00_07.blp
9205,3,0,1,0,8,0,Character\Dwarf\Male\DwarfMaleNakedPelvisSkin00_08.blp
9217,3,0,4,0,1,0,Character\Dwarf\Male\DwarfMaleFaceLower00_01.blp
9216,3,0,4,0,0,0,Character\Dwarf\Male\DwarfMaleFaceLower00_00.blp
9218,3,0,4,0,2,0,Character\Dwarf\Male\DwarfMaleFaceLower00_02.blp
9219,3,0,4,0,3,0,Character\Dwarf\Male\DwarfMaleFaceLower00_03.blp
9220,3,0,4,0,4,0,Character\Dwarf\Male\DwarfMaleFaceLower00_04.blp
9221,3,0,4,0,5,0,Character\Dwarf\Male\DwarfMaleFaceLower00_05.blp
9222,3,0,4,0,6,0,Character\Dwarf\Male\DwarfMaleFaceLower00_06.blp
9223,3,0,4,0,7,0,Character\Dwarf\Male\DwarfMaleFaceLower00_07.blp
9224,3,0,4,0,8,0,Character\Dwarf\Male\DwarfMaleFaceLower00_08.blp
9225,3,0,4,1,0,0,Character\Dwarf\Male\DwarfMaleFaceLower01_00.blp
9226,3,0,4,1,1,0,Character\Dwarf\Male\DwarfMaleFaceLower01_01.blp
9227,3,0,4,1,2,0,Character\Dwarf\Male\DwarfMaleFaceLower01_02.blp
9228,3,0,4,1,3,0,Character\Dwarf\Male\DwarfMaleFaceLower01_03.blp
9229,3,0,4,1,4,0,Character\Dwarf\Male\DwarfMaleFaceLower01_04.blp
9230,3,0,4,1,5,0,Character\Dwarf\Male\DwarfMaleFaceLower01_05.blp
9231,3,0,4,1,6,0,Character\Dwarf\Male\DwarfMaleFaceLower01_06.blp
9232,3,0,4,1,7,0,Character\Dwarf\Male\DwarfMaleFaceLower01_07.blp
9233,3,0,4,1,8,0,Character\Dwarf\Male\DwarfMaleFaceLower01_08.blp
9234,3,0,4,2,0,0,Character\Dwarf\Male\DwarfMaleFaceLower02_00.blp
9235,3,0,4,2,1,0,Character\Dwarf\Male\DwarfMaleFaceLower02_01.blp
9236,3,0,4,2,2,0,Character\Dwarf\Male\DwarfMaleFaceLower02_02.blp
9237,3,0,4,2,3,0,Character\Dwarf\Male\DwarfMaleFaceLower02_03.blp
9238,3,0,4,2,4,0,Character\Dwarf\Male\DwarfMaleFaceLower02_04.blp
9239,3,0,4,2,5,0,Character\Dwarf\Male\DwarfMaleFaceLower02_05.blp
9240,3,0,4,2,6,0,Character\Dwarf\Male\DwarfMaleFaceLower02_06.blp
9241,3,0,4,2,7,0,Character\Dwarf\Male\DwarfMaleFaceLower02_07.blp
9242,3,0,4,2,8,0,Character\Dwarf\Male\DwarfMaleFaceLower02_08.blp
9243,3,0,4,3,0,0,Character\Dwarf\Male\DwarfMaleFaceLower03_00.blp
9244,3,0,4,3,1,0,Character\Dwarf\Male\DwarfMaleFaceLower03_01.blp
9245,3,0,4,3,2,0,Character\Dwarf\Male\DwarfMaleFaceLower03_02.blp
9246,3,0,4,3,3,0,Character\Dwarf\Male\DwarfMaleFaceLower03_03.blp
9247,3,0,4,3,4,0,Character\Dwarf\Male\DwarfMaleFaceLower03_04.blp
9248,3,0,4,3,5,0,Character\Dwarf\Male\DwarfMaleFaceLower03_05.blp
9249,3,0,4,3,6,0,Character\Dwarf\Male\DwarfMaleFaceLower03_06.blp
9250,3,0,4,3,7,0,Character\Dwarf\Male\DwarfMaleFaceLower03_07.blp
9251,3,0,4,3,8,0,Character\Dwarf\Male\DwarfMaleFaceLower03_08.blp
9252,3,0,4,4,0,0,Character\Dwarf\Male\DwarfMaleFaceLower04_00.blp
9253,3,0,4,4,1,0,Character\Dwarf\Male\DwarfMaleFaceLower04_01.blp
9254,3,0,4,4,2,0,Character\Dwarf\Male\DwarfMaleFaceLower04_02.blp
9255,3,0,4,4,3,0,Character\Dwarf\Male\DwarfMaleFaceLower04_03.blp
9256,3,0,4,4,4,0,Character\Dwarf\Male\DwarfMaleFaceLower04_04.blp
9257,3,0,4,4,5,0,Character\Dwarf\Male\DwarfMaleFaceLower04_05.blp
9258,3,0,4,4,6,0,Character\Dwarf\Male\DwarfMaleFaceLower04_06.blp
9259,3,0,4,4,7,0,Character\Dwarf\Male\DwarfMaleFaceLower04_07.blp
9260,3,0,4,4,8,0,Character\Dwarf\Male\DwarfMaleFaceLower04_08.blp
9261,3,0,4,5,0,0,Character\Dwarf\Male\DwarfMaleFaceLower05_00.blp
9262,3,0,4,5,1,0,Character\Dwarf\Male\DwarfMaleFaceLower05_01.blp
9263,3,0,4,5,2,0,Character\Dwarf\Male\DwarfMaleFaceLower05_02.blp
9264,3,0,4,5,3,0,Character\Dwarf\Male\DwarfMaleFaceLower05_03.blp
9265,3,0,4,5,4,0,Character\Dwarf\Male\DwarfMaleFaceLower05_04.blp
9266,3,0,4,5,5,0,Character\Dwarf\Male\DwarfMaleFaceLower05_05.blp
9267,3,0,4,5,6,0,Character\Dwarf\Male\DwarfMaleFaceLower05_06.blp
9268,3,0,4,5,7,0,Character\Dwarf\Male\DwarfMaleFaceLower05_07.blp
9269,3,0,4,5,8,0,Character\Dwarf\Male\DwarfMaleFaceLower05_08.blp
9270,3,0,4,6,0,0,Character\Dwarf\Male\DwarfMaleFaceLower06_00.blp
9271,3,0,4,6,1,0,Character\Dwarf\Male\DwarfMaleFaceLower06_01.blp
9272,3,0,4,6,2,0,Character\Dwarf\Male\DwarfMaleFaceLower06_02.blp
9273,3,0,4,6,3,0,Character\Dwarf\Male\DwarfMaleFaceLower06_03.blp
9274,3,0,4,6,4,0,Character\Dwarf\Male\DwarfMaleFaceLower06_04.blp
9275,3,0,4,6,5,0,Character\Dwarf\Male\DwarfMaleFaceLower06_05.blp
9276,3,0,4,6,6,0,Character\Dwarf\Male\DwarfMaleFaceLower06_06.blp
9277,3,0,4,6,7,0,Character\Dwarf\Male\DwarfMaleFaceLower06_07.blp
9278,3,0,4,6,8,0,Character\Dwarf\Male\DwarfMaleFaceLower06_08.blp
9279,3,0,4,7,0,0,Character\Dwarf\Male\DwarfMaleFaceLower07_00.blp
9280,3,0,4,7,1,0,Character\Dwarf\Male\DwarfMaleFaceLower07_01.blp
9281,3,0,4,7,2,0,Character\Dwarf\Male\DwarfMaleFaceLower07_02.blp
9282,3,0,4,7,3,0,Character\Dwarf\Male\DwarfMaleFaceLower07_03.blp
9283,3,0,4,7,4,0,Character\Dwarf\Male\DwarfMaleFaceLower07_04.blp
9284,3,0,4,7,5,0,Character\Dwarf\Male\DwarfMaleFaceLower07_05.blp
9285,3,0,4,7,6,0,Character\Dwarf\Male\DwarfMaleFaceLower07_06.blp
9286,3,0,4,7,7,0,Character\Dwarf\Male\DwarfMaleFaceLower07_07.blp
9287,3,0,4,7,8,0,Character\Dwarf\Male\DwarfMaleFaceLower07_08.blp
9288,3,0,4,8,0,0,Character\Dwarf\Male\DwarfMaleFaceLower08_00.blp
9289,3,0,4,8,1,0,Character\Dwarf\Male\DwarfMaleFaceLower08_01.blp
9290,3,0,4,8,2,0,Character\Dwarf\Male\DwarfMaleFaceLower08_02.blp
9291,3,0,4,8,3,0,Character\Dwarf\Male\DwarfMaleFaceLower08_03.blp
9292,3,0,4,8,4,0,Character\Dwarf\Male\DwarfMaleFaceLower08_04.blp
11347,1,1,4,9,2,0,Character\Human\Female\HumanFemaleFaceLower09_02.blp
11348,1,1,4,9,3,0,Character\Human\Female\HumanFemaleFaceLower09_03.blp
11349,1,1,4,9,4,0,Character\Human\Female\HumanFemaleFaceLower09_04.blp
11350,1,1,4,9,5,0,Character\Human\Female\HumanFemaleFaceLower09_05.blp
11351,1,1,4,9,6,0,Character\Human\Female\HumanFemaleFaceLower09_06.blp
11352,1,1,4,9,7,0,Character\Human\Female\HumanFemaleFaceLower09_07.blp
11353,1,1,4,9,8,0,Character\Human\Female\HumanFemaleFaceLower09_08.blp
11354,1,1,4,9,9,0,Character\Human\Female\HumanFemaleFaceLower09_09.blp
11355,1,1,4,10,0,0,Character\Human\Female\HumanFemaleFaceLower10_00.blp
11356,1,1,4,10,1,0,Character\Human\Female\HumanFemaleFaceLower10_01.blp
11357,1,1,4,10,2,0,Character\Human\Female\HumanFemaleFaceLower10_02.blp
11358,1,1,4,10,3,0,Character\Human\Female\HumanFemaleFaceLower10_03.blp
11359,1,1,4,10,4,0,Character\Human\Female\HumanFemaleFaceLower10_04.blp
11360,1,1,4,10,5,0,Character\Human\Female\HumanFemaleFaceLower10_05.blp
11361,1,1,4,10,6,0,Character\Human\Female\HumanFemaleFaceLower10_06.blp
11362,1,1,4,10,7,0,Character\Human\Female\HumanFemaleFaceLower10_07.blp
11363,1,1,4,10,8,0,Character\Human\Female\HumanFemaleFaceLower10_08.blp
11364,1,1,4,10,9,0,Character\Human\Female\HumanFemaleFaceLower10_09.blp
11365,1,1,4,11,0,0,Character\Human\Female\HumanFemaleFaceLower11_00.blp
11366,1,1,4,11,1,0,Character\Human\Female\HumanFemaleFaceLower11_01.blp
11367,1,1,4,11,2,0,Character\Human\Female\HumanFemaleFaceLower11_02.blp
11368,1,1,4,11,3,0,Character\Human\Female\HumanFemaleFaceLower11_03.blp
